param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
0,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.001
1,0.003,0.,0.003,0.003,0.,0.003,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002
2,0.005,0.,0.005,0.005,0.004,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.004,0.,0.004,0.004,0.004,0.
3,0.009,0.004,0.004,0.009,0.,0.008,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.007,0.003,0.003,0.007,0.,0.007
4,0.011,0.,0.01,0.01,0.,0.01,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.009,0.,0.009
5,0.014,0.,0.014,0.014,0.003,0.01,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.012,0.,0.012,0.012,0.003,0.008
6,0.045,0.,0.045,0.044,0.011,0.033,0.,0.,0.,0.027,0.003,0.023,0.027,0.,0.027,0.001,0.,0.,0.016,0.,0.016,0.015,0.007,0.008
7,0.017,0.,0.017,0.017,0.,0.017,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.,0.015,0.,0.015,0.015,0.,0.015
8,0.033,0.,0.033,0.033,0.,0.033,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.031,0.,0.031,0.031,0.,0.031
9,0.025,0.,0.025,0.025,0.,0.025,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.022,0.,0.022,0.022,0.,0.022
10,0.04,0.018,0.021,0.04,0.007,0.032,0.001,0.001,0.,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.001,0.036,0.016,0.02,0.036,0.007,0.029
11,0.035,0.,0.035,0.035,0.,0.035,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.032,0.,0.032,0.032,0.,0.032
12,0.041,0.,0.041,0.04,0.,0.04,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.037,0.,0.037,0.036,0.,0.036
13,0.051,0.,0.051,0.051,0.,0.051,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.047,0.,0.047,0.047,0.,0.047
14,0.054,0.003,0.051,0.053,0.,0.053,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.001,0.002,0.,0.002,0.049,0.002,0.047,0.049,0.,0.049
15,0.065,0.,0.065,0.065,0.,0.065,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.061,0.,0.061,0.06,0.,0.06
16,0.115,0.,0.115,0.114,0.,0.114,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.11,0.,0.11,0.109,0.,0.109
17,0.1,0.,0.1,0.101,0.,0.101,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.094,0.,0.094,0.095,0.,0.095
18,0.104,0.,0.104,0.103,0.,0.103,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.098,0.,0.098,0.097,0.,0.097
19,0.099,0.,0.099,0.095,0.,0.095,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.093,0.,0.093,0.088,0.,0.088
20,0.149,0.001,0.147,0.15,0.012,0.138,0.004,0.,0.004,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.002,0.142,0.001,0.14,0.143,0.011,0.131
21,0.121,0.,0.121,0.126,0.,0.126,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.113,0.,0.113,0.118,0.,0.118
22,0.196,0.,0.196,0.199,0.,0.199,0.004,0.,0.004,0.028,0.,0.028,0.003,0.,0.003,0.003,0.,0.003,0.188,0.,0.188,0.166,0.,0.166
23,0.16,0.,0.16,0.161,0.,0.161,0.004,0.,0.004,0.004,0.,0.004,0.003,0.,0.003,0.004,0.,0.004,0.151,0.,0.151,0.152,0.,0.152
