param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
3,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.001,0.001,0.,0.,0.,0.
4,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.003,0.002,0.001,0.,0.,0.
5,0.005,0.,0.005,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.055,0.,0.055,0.,0.,0.
6,0.007,0.,0.007,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.007,0.,0.007,0.,0.,0.
7,0.009,0.,0.009,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.009,0.,0.009,0.,0.,0.
8,0.012,0.,0.012,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.014,0.,0.014,0.,0.,0.
9,0.017,0.,0.017,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.03,0.,0.03,0.,0.,0.
10,0.035,0.,0.035,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.024,0.,0.024,0.,0.,0.
11,0.08,0.012,0.068,0.,0.,0.,,,,,,,,,,0.082,0.007,0.074,,,
12,0.086,0.004,0.081,,,,0.,0.,0.,,,,,,,0.049,0.,0.049,,,
13,0.053,0.,0.053,,,,,,,,,,,,,0.044,0.,0.044,,,
14,0.051,0.,0.051,,,,,,,,,,,,,0.122,0.003,0.118,,,
15,0.076,0.,0.076,,,,,,,,,,,,,0.068,0.,0.068,,,
16,0.069,0.,0.069,,,,,,,,,,,,,0.083,0.,0.083,,,
17,,,,,,,,,,,,,,,,0.096,0.,0.096,,,
18,0.097,0.,0.097,,,,0.,0.,0.,,,,,,,0.106,0.,0.106,,,
19,0.113,0.,0.113,0.,0.,0.,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,0.2,0.,0.2,,,
22,0.17,0.,0.17,,,,,,,,,,,,,0.194,0.,0.194,,,
23,,,,,,,0.,0.,0.,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,0.27,0.,0.27,,,
25,0.317,0.,0.317,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,0.279,0.,0.279,,,
28,0.306,0.,0.306,0.,0.,0.,0.,0.,0.,,,,,,,0.435,0.,0.435,,,
30,0.438,0.,0.438,,,,,,,,,,,,,0.384,0.,0.384,,,
32,,,,,,,,,,,,,,,,0.455,0.,0.455,,,
33,0.501,0.,0.501,,,,0.001,0.001,0.,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,0.542,0.,0.542,,,
36,0.578,0.,0.578,0.001,0.001,0.,,,,,,,,,,,,,,,
39,,,,,,,0.001,0.,0.,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,0.862,0.002,0.859,0.,0.,0.
43,0.93,0.,0.93,,,,,,,,,,,,,,,,,,
44,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
45,,,,0.054,0.011,0.042,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,1.285,0.003,1.281,,,
49,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
50,1.365,0.,1.365,,,,,,,,,,,,,,,,,,
53,,,,0.001,0.,0.001,,,,,,,,,,,,,,,
54,,,,,,,0.001,0.,0.001,,,,,,,1.839,0.,1.838,,,
56,1.86,0.,1.86,,,,,,,,,,,,,,,,,,
59,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,2.487,0.003,2.483,,,
62,,,,0.001,0.,0.001,,,,,,,,,,,,,,,
63,2.685,0.,2.684,,,,,,,,,,,,,,,,,,
65,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,3.445,0.008,3.436,,,
70,3.589,0.,3.588,,,,0.002,0.,0.002,,,,,,,,,,,,
71,,,,0.002,0.,0.002,,,,,,,,,,,,,,,
75,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
79,,,,0.002,0.,0.002,,,,,,,,,,,,,,,
80,,,,,,,0.003,0.,0.003,,,,,,,,,,0.,0.,0.
86,,,,,,,0.015,0.,0.015,,,,,,,,,,,,
88,,,,0.003,0.,0.003,,,,,,,,,,,,,,,
91,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
96,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,
101,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
105,,,,0.017,0.,0.017,,,,,,,,,,,,,,,
106,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
112,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
113,,,,0.004,0.,0.004,,,,,,,,,,,,,,,
116,,,,,,,,,,0.,0.,0.,0.,0.,0.,,,,,,
117,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,0.,0.,0.
122,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,
127,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
130,,,,0.005,0.,0.005,,,,,,,,,,,,,,,
133,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
138,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
139,,,,0.006,0.,0.006,,,,,,,,,,,,,,,
143,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
148,,,,0.007,0.,0.007,0.008,0.,0.008,,,,,,,,,,,,
153,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
156,,,,0.008,0.,0.008,,,,,,,,,,,,,,,
159,,,,,,,0.009,0.,0.009,,,,,,,,,,0.001,0.001,0.
164,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
165,,,,0.008,0.,0.008,,,,,,,,,,,,,,,
169,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
173,,,,0.009,0.,0.009,,,,,,,,,,,,,,,
174,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
180,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
182,,,,0.01,0.,0.01,,,,,,,,,,,,,,,
185,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
190,,,,0.015,0.,0.015,0.012,0.,0.012,,,,,,,,,,,,
195,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,0.001,0.001,0.
199,,,,0.011,0.,0.011,,,,,,,,,,,,,,,
200,,,,,,,0.075,0.,0.075,,,,,,,,,,,,
206,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
208,,,,0.012,0.,0.012,,,,,,,,,,,,,,,
211,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
216,,,,0.019,0.,0.019,0.049,0.,0.049,,,,,,,,,,,,
221,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
225,,,,0.014,0.,0.014,,,,,,,,,,,,,,,
227,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
229,,,,,,,,,,0.001,0.001,0.,0.001,0.001,0.,,,,,,
232,,,,,,,0.034,0.,0.034,,,,,,,,,,,,
233,,,,0.014,0.,0.014,,,,,,,,,,,,,,,
237,,,,,,,0.019,0.,0.019,,,,,,,,,,0.001,0.001,0.
242,,,,0.016,0.,0.016,0.018,0.,0.018,,,,,,,,,,,,
247,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
250,,,,0.082,0.,0.082,,,,,,,,,,,,,,,
253,,,,,,,0.026,0.,0.026,,,,,,,,,,,,
258,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
259,,,,0.017,0.,0.017,,,,,,,,,,,,,,,
263,,,,,,,0.035,0.,0.035,,,,,,,,,,,,
268,,,,0.054,0.,0.054,0.023,0.,0.023,,,,,,,,,,,,
273,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
276,,,,0.019,0.,0.019,,,,,,,,,,,,,0.002,0.002,0.
279,,,,,,,0.106,0.,0.106,,,,,,,,,,,,
284,,,,,,,0.064,0.,0.064,,,,,,,,,,,,
285,,,,0.038,0.003,0.035,,,,,,,,,,,,,,,
289,,,,,,,0.028,0.003,0.024,,,,,,,,,,,,
292,,,,,,,0.092,0.015,0.077,,,,,,,,,,,,
293,,,,0.021,0.,0.021,,,,,,,,,,,,,,,
294,,,,,,,0.033,0.,0.033,,,,,,,,,,,,
300,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
302,,,,0.022,0.,0.022,,,,,,,,,,,,,,,
305,,,,,,,0.032,0.,0.032,,,,,,,,,,,,
310,,,,0.024,0.,0.024,0.035,0.,0.035,,,,,,,,,,,,
315,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.03,0.,0.03,,,,,,,,,,,,,,,
320,,,,,,,0.035,0.,0.035,,,,,,,,,,,,
326,,,,,,,0.04,0.,0.04,,,,,,,,,,,,
328,,,,0.032,0.,0.032,,,,,,,,,,,,,,,
331,,,,,,,0.04,0.,0.04,,,,,,,,,,,,
336,,,,0.027,0.,0.027,0.035,0.,0.035,,,,,,,,,,,,
341,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
343,,,,,,,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,
345,,,,0.094,0.,0.094,,,,,,,,,,,,,,,
347,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
352,,,,,,,0.049,0.,0.049,,,,,,,,,,,,
353,,,,0.063,0.,0.063,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
357,,,,,,,0.047,0.,0.047,,,,,,,,,,,,
362,,,,0.03,0.,0.03,0.048,0.,0.048,,,,,,,,,,,,
367,,,,,,,0.048,0.,0.048,,,,,,,,,,,,
370,,,,0.048,0.,0.048,,,,,,,,,,,,,,,
373,,,,,,,0.05,0.,0.05,,,,,,,,,,,,
378,,,,,,,0.061,0.,0.061,,,,,,,,,,,,
379,,,,0.033,0.,0.033,,,,,,,,,,,,,,,
383,,,,,,,0.058,0.003,0.054,,,,,,,,,,,,
387,,,,0.035,0.,0.035,,,,,,,,,,,,,,,
388,,,,,,,0.057,0.,0.057,,,,,,,,,,,,
394,,,,,,,0.061,0.,0.061,,,,,,,,,,0.053,0.004,0.049
396,,,,0.035,0.,0.035,,,,,,,,,,,,,,,
399,,,,,,,0.053,0.,0.053,,,,,,,,,,,,
404,,,,,,,0.053,0.,0.053,,,,,,,,,,,,
405,,,,0.037,0.,0.037,,,,,,,,,,,,,,,
409,,,,,,,0.057,0.,0.057,,,,,,,,,,,,
413,,,,0.038,0.,0.038,,,,,,,,,,,,,,,
414,,,,,,,0.076,0.,0.076,,,,,,,,,,,,
420,,,,,,,0.079,0.,0.079,,,,,,,,,,,,
422,,,,0.04,0.,0.04,,,,,,,,,,,,,,,
425,,,,,,,0.074,0.,0.074,,,,,,,,,,,,
430,,,,0.042,0.,0.042,0.059,0.,0.059,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
435,,,,,,,0.08,0.,0.08,,,,,,,,,,,,
439,,,,0.043,0.,0.043,,,,,,,,,,,,,,,
441,,,,,,,0.082,0.,0.082,,,,,,,,,,,,
