param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
2,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.107,0.004,0.,0.107,0.004,0.,0.,0.,0.,0.,0.,0.
3,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.108,0.003,0.001,0.109,0.003,0.,0.002,0.,0.002,0.,0.,0.
4,0.004,0.,0.004,0.,0.,0.,0.,0.,0.,0.106,0.003,0.,0.107,0.003,0.001,0.004,0.,0.004,0.,0.,0.
5,0.008,0.,0.008,0.,0.,0.,0.,0.,0.,0.108,0.003,0.001,0.107,0.003,0.001,0.006,0.,0.006,0.,0.,0.
6,0.013,0.,0.013,0.,0.,0.,0.,0.,0.,0.107,0.002,0.001,0.106,0.004,0.,0.011,0.,0.011,0.,0.,0.
7,0.018,0.,0.018,0.,0.,0.,0.,0.,0.,0.108,0.003,0.,0.108,0.004,0.,0.051,0.,0.051,0.,0.,0.
8,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.111,0.003,0.,0.114,0.003,0.001,0.021,0.,0.021,0.,0.,0.
9,0.066,0.,0.066,0.,0.,0.,0.,0.,0.,0.107,0.003,0.002,0.108,0.003,0.001,0.029,0.,0.029,0.,0.,0.
10,0.043,0.,0.043,0.,0.,0.,0.,0.,0.,0.106,0.003,0.001,0.108,0.004,0.,0.04,0.,0.04,0.,0.,0.
11,0.053,0.,0.053,0.,0.,0.,,,,,,,,,,0.093,0.,0.093,,,
12,0.064,0.,0.064,,,,0.,0.,0.,,,,,,,0.059,0.,0.059,,,
13,0.124,0.,0.124,,,,,,,,,,,,,0.071,0.,0.071,,,
14,0.101,0.,0.101,,,,,,,,,,,,,0.126,0.,0.126,,,
15,0.154,0.,0.154,,,,,,,,,,,,,0.108,0.,0.108,,,
16,0.126,0.,0.126,,,,,,,,,,,,,0.123,0.,0.123,,,
17,,,,,,,,,,,,,,,,0.141,0.,0.141,,,
18,0.175,0.,0.175,,,,0.,0.,0.,,,,,,,0.173,0.,0.173,,,
19,0.205,0.,0.205,0.,0.,0.,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,0.215,0.,0.215,,,
22,0.308,0.,0.308,,,,,,,,,,,,,0.292,0.,0.292,,,
23,,,,,,,0.,0.,0.,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,0.341,0.,0.341,,,
25,0.4,0.,0.4,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,0.427,0.,0.427,,,
28,0.535,0.,0.535,0.,0.,0.,0.,0.,0.,,,,,,,0.516,0.,0.516,,,
30,0.661,0.,0.661,,,,,,,,,,,,,0.622,0.,0.622,,,
32,,,,,,,,,,,,,,,,0.72,0.,0.719,,,
33,0.786,0.,0.786,,,,0.001,0.,0.001,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,0.855,0.,0.855,,,
36,0.992,0.,0.991,0.,0.,0.,,,,,,,,,,,,,,,
39,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,1.378,0.001,1.377,0.,0.,0.
43,1.593,0.,1.593,,,,,,,,,,,,,,,,,,
44,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
45,,,,0.001,0.,0.001,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,2.034,0.,2.034,,,
49,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
50,2.333,0.,2.333,,,,,,,,,,,,,,,,,,
53,,,,0.001,0.,0.001,,,,,,,,,,,,,,,
54,,,,,,,0.002,0.,0.002,,,,,,,2.888,0.001,2.886,,,
56,3.139,0.,3.139,,,,,,,,,,,,,,,,,,
59,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,3.922,0.004,3.917,,,
62,,,,0.002,0.,0.002,,,,,,,,,,,,,,,
63,4.549,0.,4.549,,,,,,,,,,,,,,,,,,
65,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,5.29,0.006,5.283,,,
70,5.819,0.,5.818,,,,0.003,0.,0.003,,,,,,,,,,,,
71,,,,0.002,0.,0.002,,,,,,,,,,,,,,,
75,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
79,,,,0.003,0.,0.003,,,,,,,,,,,,,,,
80,,,,,,,0.051,0.,0.051,,,,,,,,,,0.,0.,0.
86,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
88,,,,0.003,0.,0.003,,,,,,,,,,,,,,,
91,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
96,,,,0.003,0.,0.003,0.005,0.,0.005,,,,,,,,,,,,
101,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
105,,,,0.004,0.,0.004,,,,,,,,,,,,,,,
106,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
112,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
113,,,,0.052,0.,0.052,,,,,,,,,,,,,,,
116,,,,,,,,,,0.116,0.003,0.001,0.116,0.003,0.002,,,,,,
117,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,0.,0.,0.
122,,,,0.005,0.,0.005,0.008,0.,0.008,,,,,,,,,,,,
127,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
130,,,,0.006,0.,0.006,,,,,,,,,,,,,,,
133,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
138,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
139,,,,0.007,0.,0.007,,,,,,,,,,,,,,,
143,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
148,,,,0.009,0.,0.009,0.011,0.,0.011,,,,,,,,,,,,
153,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
156,,,,0.008,0.,0.008,,,,,,,,,,,,,,,
159,,,,,,,0.013,0.,0.013,,,,,,,,,,0.,0.,0.
