param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.,0.,0.
2,0.,0.,0.,0.001,0.,0.001
3,0.,0.,0.,0.001,0.001,0.
4,0.,0.,0.,0.002,0.,0.002
5,0.,0.,0.,0.003,0.,0.003
6,0.,0.,0.,0.004,0.,0.004
7,0.,0.,0.,0.004,0.,0.004
8,0.,0.,0.,0.005,0.,0.005
9,0.,0.,0.,0.006,0.003,0.002
10,0.,0.,0.,0.007,0.,0.007
11,0.,0.,0.,0.009,0.,0.009
12,0.,0.,0.,0.05,0.007,0.042
13,0.,0.,0.,0.009,0.,0.009
14,0.,0.,0.,0.011,0.,0.011
15,0.,0.,0.,0.012,0.,0.012
16,0.,0.,0.,0.014,0.,0.014
17,0.,0.,0.,0.016,0.,0.016
18,0.,0.,0.,0.017,0.,0.017
19,0.,0.,0.,0.019,0.,0.019
20,0.,0.,0.,0.024,0.,0.024
21,0.,0.,0.,0.024,0.,0.024
22,0.,0.,0.,0.028,0.,0.028
23,0.,0.,0.,0.029,0.,0.029
24,0.,0.,0.,0.036,0.,0.035
25,0.,0.,0.,0.035,0.,0.035
26,0.,0.,0.,0.039,0.,0.039
27,0.,0.,0.,0.044,0.,0.043
28,0.,0.,0.,0.045,0.,0.045
29,0.,0.,0.,0.05,0.,0.05
30,0.,0.,0.,0.055,0.,0.055
31,0.,0.,0.,0.059,0.,0.059
32,0.,0.,0.,0.066,0.,0.066
33,0.,0.,0.,0.068,0.,0.068
34,0.,0.,0.,0.076,0.,0.076
35,0.,0.,0.,0.079,0.,0.079
36,0.,0.,0.,0.091,0.,0.09
37,0.,0.,0.,0.096,0.,0.096
38,0.,0.,0.,0.101,0.,0.101
39,0.,0.,0.,0.106,0.,0.106
40,0.,0.,0.,0.121,0.,0.121
41,0.,0.,0.,0.128,0.,0.128
42,0.,0.,0.,0.132,0.,0.132
43,0.,0.,0.,0.134,0.,0.134
44,0.,0.,0.,0.145,0.,0.145
45,0.,0.,0.,0.155,0.,0.155
46,0.,0.,0.,0.178,0.,0.178
47,0.,0.,0.,0.192,0.,0.192
48,0.,0.,0.,0.207,0.,0.207
49,0.,0.,0.,0.205,0.,0.205
50,0.,0.,0.,0.215,0.001,0.213
51,0.,0.,0.,0.229,0.,0.229
52,0.,0.,0.,0.241,0.,0.241
53,0.001,0.,0.001,0.258,0.,0.258
54,0.,0.,0.,0.272,0.,0.271
55,0.,0.,0.,0.287,0.,0.287
56,0.,0.,0.,0.307,0.,0.306
57,0.,0.,0.,0.321,0.,0.321
58,0.001,0.,0.001,0.339,0.,0.338
59,0.001,0.,0.001,0.365,0.,0.364
60,0.001,0.,0.001,0.383,0.,0.383
61,0.001,0.,0.001,0.407,0.001,0.406
62,0.001,0.,0.001,0.423,0.001,0.42
63,0.001,0.,0.001,0.416,0.,0.416
64,0.001,0.,0.001,0.464,0.,0.464
65,0.001,0.,0.001,0.479,0.,0.478
66,0.001,0.,0.001,0.499,0.001,0.498
67,0.001,0.,0.001,0.52,0.001,0.518
68,0.001,0.,0.001,0.528,0.002,0.525
69,0.001,0.,0.001,0.543,0.,0.542
70,0.001,0.,0.001,0.599,0.002,0.596
71,0.001,0.,0.001,0.608,0.,0.608
72,0.001,0.,0.001,0.611,0.,0.611
73,0.001,0.,0.001,0.634,0.,0.633
74,0.001,0.,0.001,0.668,0.,0.667
75,0.001,0.,0.001,0.706,0.,0.706
76,0.001,0.,0.001,0.735,0.,0.734
77,0.001,0.,0.001,0.774,0.,0.774
78,0.001,0.,0.001,0.852,0.,0.852
79,0.001,0.,0.001,0.87,0.,0.869
80,0.001,0.,0.001,0.906,0.,0.906
81,0.001,0.,0.001,0.882,0.,0.882
82,0.001,0.,0.001,0.908,0.,0.908
83,0.001,0.,0.001,1.007,0.,1.007
84,0.001,0.,0.001,1.054,0.,1.054
85,0.001,0.,0.,1.096,0.,1.096
86,0.001,0.,0.001,1.153,0.,1.153
87,0.001,0.,0.001,1.204,0.,1.204
88,0.001,0.,0.001,1.251,0.,1.25
89,0.001,0.,0.001,1.258,0.,1.258
90,0.001,0.,0.001,1.33,0.001,1.328
91,0.001,0.,0.001,1.3,0.,1.299
92,0.001,0.,0.001,1.311,0.,1.31
93,0.001,0.,0.001,1.366,0.,1.366
94,0.001,0.,0.001,1.518,0.,1.517
95,0.001,0.,0.001,1.594,0.,1.593
96,0.001,0.,0.001,1.666,0.,1.665
97,0.001,0.,0.001,1.626,0.,1.626
98,0.001,0.,0.001,1.735,0.,1.733
99,0.001,0.,0.001,1.677,0.,1.676
100,0.001,0.,0.001,1.726,0.,1.725
110,0.001,0.,0.001,2.637,0.018,2.619
120,0.001,0.,0.001,3.538,0.,3.536
130,0.001,0.,0.001,4.625,0.001,4.622
140,0.001,0.,0.001,5.974,0.002,5.97
150,0.002,0.,0.002,7.661,0.002,7.657
160,0.002,0.,0.002,9.641,0.004,9.636
170,0.002,0.,0.002,11.632,0.002,11.628
180,0.002,0.,0.002,14.483,0.,14.481
190,0.002,0.,0.002,17.866,0.,17.864
200,0.002,0.,0.002,21.558,0.002,21.554
