param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
8,1,8,,,,,,,,,,,,,,,,,,,0.229,0.,0.228,0.228,0.,0.228,0.589,0.,0.589
8,2,4,,,,,,,,,,,,,,,,,,,0.088,0.,0.088,0.088,0.,0.088,0.159,0.,0.159
8,4,2,,,,,,,,,,,,,,,,,,,0.06,0.,0.06,0.063,0.,0.062,0.171,0.,0.171
8,8,1,,,,,,,,,,,,,,,,,,,0.108,0.,0.107,0.125,0.,0.125,0.265,0.,0.265
9,1,9,,,,,,,,,,,,,,,,,,,0.367,0.,0.366,0.368,0.,0.368,0.896,0.,0.896
9,3,3,,,,,,,,,,,,,,,,,,,0.094,0.,0.094,0.094,0.,0.094,0.263,0.,0.263
9,9,1,,,,,,,,,,,,,,,,,,,0.168,0.,0.167,0.192,0.,0.192,0.377,0.,0.377
10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.,1.23
10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0.523,0.,0.523
11,1,11,,,,,,,,,,,,,,,,,,,0.924,0.,0.923,0.92,0.,0.919,,,
11,11,1,,,,,,,,,,,,,,,,,,,0.336,0.,0.336,0.409,0.,0.409,,,
12,1,12,0.005,0.001,0.004,,,,,,,,,,,,,,,,1.443,0.,1.441,1.43,0.,1.429,,,
12,3,4,0.002,0.,0.002,,,,,,,,,,,,,,,,0.254,0.,0.253,0.255,0.,0.255,0.26,0.,0.26
12,12,1,0.002,0.,0.001,,,,,,,,,,,,,,,,0.471,0.,0.47,0.578,0.,0.577,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,3.038,0.002,3.033
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,1.241,0.,1.24
15,1,15,,,,,,,,,,,,,,,,,,,5.143,0.003,5.138,5.092,0.003,5.088,,,
15,15,1,,,,,,,,,,,,,,,,,,,1.102,0.,1.101,1.432,0.003,1.428,,,
16,1,16,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,7.597,0.005,7.591
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,3.106,0.004,3.102
18,1,18,0.008,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,0.617,0.,0.617
24,1,24,0.05,0.002,0.047,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,0.006,0.,0.005,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,0.04,0.,0.039,,,,,,,,,,,,
30,5,6,0.003,0.,0.003,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
31,1,31,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.023,0.,0.022,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
37,37,1,0.009,0.,0.009,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.099,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.004,0.,0.004,,,,,,,0.098,0.003,0.,0.003,0.,0.003,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.097,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.028,0.,0.028,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
49,1,49,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.005,0.,0.005,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
61,1,61,0.05,0.,0.05,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
67,1,67,0.064,0.,0.064,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.03,0.,0.03,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,0.02,0.,0.019,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
72,8,9,0.006,0.,0.006,,,,,,,0.098,0.003,0.001,0.004,0.,0.004,0.,0.,0.,,,,,,,,,
74,1,74,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.033,0.,0.032,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.098,0.002,0.001,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.098,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,0.022,0.,0.022,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
80,1,80,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.088,0.,0.088,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,,,,
90,9,10,0.008,0.,0.008,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
92,1,92,0.093,0.,0.093,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.129,0.,0.129,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,0.032,0.,0.032,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
104,1,104,0.137,0.,0.137,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.069,0.,0.069,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.143,0.,0.143,,,,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
110,10,11,0.01,0.,0.01,,,,,,,0.098,0.002,0.002,0.007,0.,0.007,0.,0.,0.,,,,,,,,,
110,110,1,0.071,0.,0.071,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.098,0.002,0.001,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.099,0.002,0.001,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.157,0.,0.157,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.078,0.,0.078,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
123,1,123,0.164,0.,0.164,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.219,0.,0.219,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.114,0.,0.114,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,0.05,0.,0.05,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
132,11,12,0.012,0.,0.012,0.,0.,0.,0.,0.,0.,,,,0.008,0.,0.008,,,,,,,,,,,,
135,1,135,0.222,0.,0.222,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.115,0.,0.115,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,0.057,0.,0.057,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.099,0.002,0.002,,,,0.04,0.,0.04,,,,,,,,,
150,150,1,,,,,,,,,,0.099,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
151,1,151,,,,,,,,,,,,,0.064,0.,0.064,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
156,12,13,0.014,0.,0.014,,,,,,,0.098,0.002,0.002,0.01,0.,0.01,0.,0.,0.,,,,,,,,,
157,1,157,0.253,0.,0.253,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.127,0.,0.127,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,0.07,0.,0.07,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,0.035,0.,0.035,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,0.079,0.,0.079,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
180,1,180,0.319,0.,0.319,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.16,0.,0.16,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,0.083,0.,0.083,,,,,,,,,,,,
182,13,14,0.018,0.,0.018,0.,0.,0.,0.038,0.003,0.034,0.098,0.003,0.001,0.011,0.,0.012,0.,0.,0.,,,,,,,,,
182,182,1,,,,,,,,,,,,,0.039,0.,0.039,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.1,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
185,185,1,,,,,,,,,,0.098,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
193,1,193,,,,,,,,,,,,,0.097,0.,0.097,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,0.052,0.,0.052,,,,,,,,,,,,
202,1,202,0.476,0.,0.476,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.257,0.,0.257,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,0.104,0.,0.104,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,0.054,0.,0.054,,,,,,,,,,,,
210,1,210,0.541,0.003,0.538,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.019,0.,0.019,,,,,,,0.099,0.002,0.002,0.014,0.,0.014,0.,0.,0.,,,,,,,,,
210,210,1,0.277,0.,0.277,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,0.115,0.,0.115,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,0.056,0.,0.056,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.1,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
221,221,1,,,,,,,,,,0.099,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
224,1,224,0.544,0.,0.544,,,,,,,,,,0.12,0.,0.12,,,,,,,,,,,,
224,224,1,0.289,0.,0.289,,,,,,,,,,0.06,0.,0.06,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,0.133,0.,0.133,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,0.066,0.,0.065,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
240,15,16,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,,,,0.016,0.,0.016,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,0.151,0.,0.151,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,0.064,0.,0.064,,,,,,,,,,,,
247,1,247,0.582,0.,0.582,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.305,0.,0.305,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,0.146,0.001,0.145,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,0.066,0.,0.066,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.099,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
257,257,1,,,,,,,,,,0.099,0.002,0.002,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.812,0.,0.812,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.447,0.,0.447,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.024,0.,0.024,,,,,,,0.098,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
291,1,291,,,,,,,,,,,,,0.199,0.,0.199,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,0.102,0.,0.102,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.099,0.002,0.002,,,,0.001,0.,0.001,,,,,,,,,
293,293,1,,,,,,,,,,0.099,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.102,0.003,0.001,0.021,0.,0.021,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.099,0.003,0.002,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.1,0.003,0.002,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,0.235,0.,0.235,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,0.12,0.,0.12,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.1,0.002,0.002,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.099,0.003,0.001,,,,0.001,0.,0.001,,,,,,,,,
336,1,336,1.103,0.,1.103,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.603,0.,0.603,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.099,0.003,0.002,0.023,0.,0.023,0.001,0.,0.,,,,,,,,,
355,1,355,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,0.296,0.,0.296,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,0.142,0.,0.142,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.099,0.002,0.002,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.105,0.002,0.008,,,,0.001,0.,0.001,,,,,,,,,
380,19,20,,,,,,,,,,0.099,0.002,0.003,0.032,0.,0.032,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,0.358,0.,0.358,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,0.212,0.,0.212,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.099,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.099,0.002,0.003,,,,0.001,0.,0.001,,,,,,,,,
402,1,402,,,,,,,,,,,,,0.411,0.001,0.409,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,0.215,0.,0.215,,,,,,,,,,,,
404,1,404,1.782,0.,1.782,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,1.012,0.,1.011,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
414,1,414,1.878,0.,1.877,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,1.052,0.,1.051,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.099,0.002,0.003,0.035,0.,0.035,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,0.416,0.,0.415,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,0.221,0.,0.221,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.099,0.002,0.003,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.1,0.004,0.001,,,,0.001,0.,0.001,,,,,,,,,
462,21,22,0.05,0.,0.05,0.,0.,0.,0.,0.,0.,0.1,0.003,0.002,0.033,0.,0.033,0.001,0.,0.001,,,,,,,,,
471,1,471,2.158,0.,2.158,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,1.201,0.,1.201,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.001,0.001,0.,0.001,0.099,0.004,0.,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.,0.,0.,0.001,0.,0.001,0.099,0.004,0.002,,,,0.001,0.,0.001,,,,,,,,,
473,1,473,,,,,,,,,,,,,0.48,0.,0.48,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,0.248,0.,0.248,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.099,0.002,0.003,0.037,0.,0.037,0.001,0.,0.001,,,,,,,,,
508,1,508,,,,,,,,,,0.099,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
508,508,1,,,,,,,,,,0.1,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,0.523,0.,0.522,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,0.265,0.,0.264,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
538,1,538,3.201,0.,3.201,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,1.819,0.002,1.816,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.099,0.003,0.002,,,,0.004,0.,0.003,,,,,,,,,
544,544,1,,,,,,,,,,0.1,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
552,23,24,0.052,0.,0.052,0.,0.,0.,0.,0.,0.,0.099,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
580,1,580,,,,,,,,,,0.101,0.002,0.003,,,,0.001,0.,0.001,,,,,,,,,
580,580,1,,,,,,,,,,0.1,0.002,0.003,,,,0.002,0.,0.002,,,,,,,,,
588,1,588,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.,0.,0.,0.,0.,0.,0.1,0.002,0.004,,,,0.001,0.,0.001,,,,,,,,,
609,1,609,,,,,,,,,,0.101,0.002,0.003,,,,,,,,,,,,,,,
609,609,1,,,,,,,,,,0.139,0.006,0.037,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,0.1,0.002,0.004,,,,0.002,0.,0.002,,,,,,,,,
616,616,1,,,,,,,,,,0.1,0.002,0.003,,,,0.002,0.,0.002,,,,,,,,,
636,1,636,,,,,,,,,,,,,0.801,0.,0.8,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,0.41,0.,0.41,,,,,,,,,,,,
646,1,646,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.,0.,0.,0.,0.,0.,0.1,0.003,0.002,0.051,0.,0.051,0.002,0.,0.002,,,,,,,,,
652,1,652,,,,,,,,,,0.1,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
652,652,1,,,,,,,,,,0.112,0.003,0.013,,,,0.002,0.,0.002,,,,,,,,,
688,1,688,,,,,,,,,,0.1,0.002,0.004,,,,0.002,0.,0.002,,,,,,,,,
688,688,1,,,,,,,,,,0.101,0.002,0.004,,,,0.002,0.,0.002,,,,,,,,,
702,26,27,,,,0.,0.,0.,0.001,0.,0.001,0.1,0.002,0.004,,,,0.002,0.,0.002,,,,,,,,,
704,1,704,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.001,0.,0.001,0.001,0.,0.,,,,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,0.101,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
724,724,1,,,,,,,,,,0.101,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
756,27,28,,,,0.,0.,0.,0.001,0.,0.001,0.1,0.003,0.002,0.059,0.,0.059,0.002,0.,0.002,,,,,,,,,
760,1,760,,,,,,,,,,0.101,0.002,0.003,,,,0.002,0.,0.002,,,,,,,,,
760,760,1,,,,,,,,,,0.102,0.003,0.004,,,,0.003,0.,0.003,,,,,,,,,
762,1,762,,,,0.003,0.,0.003,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,1.125,0.,1.125,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,0.487,0.,0.487,,,,,,,,,,,,
795,1,795,,,,,,,,,,0.101,0.003,0.002,,,,0.005,0.,0.005,,,,,,,,,
795,795,1,,,,,,,,,,0.101,0.004,0.003,,,,0.003,0.,0.003,,,,,,,,,
798,1,798,,,,,,,,,,,,,1.344,0.,1.343,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,0.847,0.003,0.843,,,,,,,,,,,,
807,1,807,7.169,0.,7.168,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,4.037,0.004,4.032,,,,,,,,,,,,,,,,,,,,,,,,
812,28,29,0.077,0.,0.076,0.001,0.,0.001,0.001,0.,0.001,0.101,0.002,0.003,0.064,0.,0.064,0.002,0.,0.002,,,,,,,,,
821,1,821,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
