param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.1,0.009,0.091,0.099,0.007,0.092,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.095,0.008,0.086,0.094,0.007,0.087
11,0.068,0.,0.068,0.068,0.,0.068,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.062,0.,0.062,0.062,0.,0.062
12,0.082,0.,0.081,0.082,0.,0.082,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.002,0.003,0.,0.003,0.075,0.,0.075,0.075,0.,0.075
13,0.098,0.,0.098,0.099,0.,0.099,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.09,0.,0.09,0.09,0.,0.09
14,0.117,0.,0.116,0.117,0.,0.117,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.108,0.,0.108,0.108,0.,0.108
15,0.139,0.,0.139,0.138,0.,0.138,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.129,0.,0.129,0.127,0.,0.127
16,0.161,0.,0.161,0.162,0.,0.161,0.005,0.,0.005,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.15,0.,0.15,0.151,0.,0.151
17,0.188,0.,0.188,0.189,0.,0.189,0.005,0.,0.005,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.176,0.,0.176,0.177,0.,0.177
18,0.218,0.,0.218,0.22,0.,0.22,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.205,0.,0.205,0.207,0.,0.207
19,0.253,0.,0.253,0.253,0.,0.252,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.008,0.,0.008,0.238,0.,0.238,0.238,0.,0.236
20,0.293,0.,0.293,0.295,0.,0.295,0.007,0.,0.007,0.007,0.,0.007,0.008,0.,0.008,0.008,0.,0.008,0.277,0.,0.277,0.279,0.,0.279
21,0.333,0.,0.333,0.334,0.,0.334,0.007,0.,0.007,0.007,0.,0.007,0.009,0.,0.009,0.009,0.,0.009,0.316,0.,0.316,0.317,0.,0.317
22,0.384,0.,0.384,0.383,0.,0.383,0.008,0.,0.008,0.008,0.,0.008,0.01,0.,0.01,0.01,0.,0.01,0.365,0.,0.365,0.364,0.,0.364
23,0.44,0.,0.44,0.438,0.,0.438,0.008,0.,0.008,0.009,0.,0.009,0.011,0.,0.011,0.011,0.,0.011,0.419,0.,0.419,0.417,0.,0.417
24,0.496,0.,0.495,0.495,0.,0.495,0.009,0.,0.009,0.009,0.,0.009,0.013,0.,0.013,0.012,0.,0.012,0.473,0.,0.472,0.473,0.,0.473
25,0.562,0.,0.562,0.563,0.,0.563,0.01,0.,0.01,0.01,0.,0.01,0.013,0.,0.013,0.013,0.,0.013,0.537,0.,0.537,0.539,0.,0.539
30,1.002,0.,1.002,1.038,0.,1.038,0.016,0.,0.016,0.013,0.,0.013,0.02,0.,0.02,0.02,0.,0.02,0.966,0.,0.966,1.003,0.,1.003
35,1.664,0.,1.663,1.667,0.001,1.664,0.019,0.,0.019,0.018,0.,0.018,0.029,0.,0.029,0.032,0.,0.032,1.615,0.,1.614,1.616,0.,1.614
40,2.647,0.,2.647,2.709,0.,2.709,0.023,0.,0.023,0.024,0.,0.024,0.04,0.,0.04,0.042,0.,0.042,2.583,0.,2.582,2.641,0.,2.641
45,4.008,0.,4.006,3.996,0.,3.995,0.028,0.,0.028,0.028,0.,0.028,0.056,0.,0.056,0.057,0.,0.057,3.923,0.,3.921,3.909,0.,3.909
50,5.854,0.,5.852,5.841,0.001,5.839,0.034,0.,0.034,0.034,0.,0.034,0.074,0.,0.074,0.075,0.,0.075,5.744,0.,5.742,5.73,0.,5.728
