param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.004,0.,0.004
2,0.,0.,0.,0.004,0.,0.004
3,0.,0.,0.,0.006,0.,0.006
4,0.,0.,0.,0.008,0.004,0.004
5,0.,0.,0.,0.01,0.,0.01
6,0.,0.,0.,0.012,0.006,0.006
7,0.,0.,0.,0.072,0.015,0.056
8,0.,0.,0.,0.015,0.,0.015
9,0.,0.,0.,0.018,0.,0.018
10,0.,0.,0.,0.023,0.,0.023
11,0.,0.,0.,0.028,0.,0.028
12,0.,0.,0.,0.028,0.,0.028
13,0.,0.,0.,0.032,0.,0.032
14,0.,0.,0.,0.042,0.,0.042
15,0.,0.,0.,0.041,0.,0.041
16,0.,0.,0.,0.051,0.,0.051
17,0.001,0.,0.001,0.049,0.,0.049
18,0.,0.,0.,0.062,0.,0.062
19,0.001,0.,0.001,0.062,0.,0.062
20,0.001,0.,0.001,0.067,0.,0.067
21,0.001,0.,0.001,0.08,0.,0.08
22,0.001,0.,0.001,0.084,0.003,0.081
23,0.001,0.,0.001,0.093,0.,0.093
24,0.001,0.,0.001,0.097,0.,0.097
25,0.001,0.,0.001,0.113,0.,0.113
26,0.001,0.,0.001,0.114,0.,0.114
27,0.001,0.,0.001,0.126,0.,0.126
28,0.001,0.,0.001,0.137,0.,0.137
29,0.001,0.,0.001,0.141,0.,0.141
30,0.001,0.,0.001,0.162,0.,0.162
31,0.001,0.,0.001,0.175,0.,0.175
32,0.001,0.,0.001,0.188,0.003,0.184
33,0.001,0.,0.001,0.215,0.,0.215
34,0.001,0.,0.001,0.209,0.003,0.205
35,0.001,0.,0.001,0.231,0.,0.231
36,0.001,0.,0.001,0.238,0.,0.238
37,0.002,0.,0.002,0.259,0.,0.259
38,0.002,0.,0.002,0.282,0.,0.282
39,0.001,0.,0.001,0.284,0.003,0.28
40,0.002,0.,0.001,0.314,0.003,0.31
41,0.002,0.,0.002,0.318,0.003,0.314
42,0.002,0.,0.002,0.346,0.,0.346
43,0.001,0.,0.001,0.358,0.,0.358
44,0.002,0.,0.002,0.387,0.003,0.383
45,0.002,0.,0.002,0.398,0.,0.398
46,0.002,0.,0.002,0.441,0.004,0.437
47,0.002,0.002,0.,0.457,0.,0.457
48,0.002,0.,0.002,0.476,0.001,0.475
49,0.003,0.,0.003,0.518,0.003,0.514
50,0.002,0.,0.002,0.52,0.003,0.516
51,0.002,0.,0.002,0.597,0.,0.597
52,0.002,0.,0.002,0.651,0.003,0.644
53,0.002,0.,0.002,0.624,0.004,0.62
54,0.002,0.,0.002,0.646,0.,0.645
55,0.005,0.,0.005,0.667,0.,0.667
56,0.002,0.,0.002,0.707,0.003,0.703
57,0.004,0.,0.004,0.754,0.,0.754
58,0.005,0.,0.005,0.773,0.003,0.769
59,0.002,0.,0.002,0.85,0.007,0.828
60,0.002,0.,0.002,0.859,0.,0.859
61,0.006,0.,0.006,0.887,0.,0.887
62,0.003,0.,0.003,0.95,0.,0.95
63,0.002,0.,0.002,0.987,0.,0.987
64,0.003,0.,0.003,1.025,0.,1.025
65,0.003,0.,0.003,1.078,0.,1.078
66,0.004,0.,0.004,1.093,0.,1.093
67,0.003,0.,0.003,1.16,0.,1.16
68,0.003,0.,0.003,1.197,0.,1.197
69,0.003,0.,0.003,1.254,0.,1.254
70,0.003,0.,0.003,1.311,0.,1.311
71,0.003,0.,0.003,1.386,0.,1.386
72,0.003,0.,0.003,1.448,0.,1.448
73,0.003,0.,0.003,1.494,0.,1.494
74,0.003,0.,0.003,1.53,0.,1.529
75,0.003,0.,0.003,1.598,0.,1.598
76,0.003,0.,0.003,1.662,0.,1.662
77,0.003,0.,0.003,1.726,0.,1.726
78,0.003,0.,0.003,1.822,0.,1.822
79,0.003,0.,0.003,1.864,0.,1.864
80,0.003,0.,0.003,1.929,0.003,1.925
81,0.003,0.,0.003,2.012,0.,2.012
82,0.003,0.,0.003,2.052,0.003,2.048
83,0.003,0.,0.003,2.138,0.,2.138
84,0.004,0.,0.004,2.221,0.,2.221
85,0.004,0.,0.004,2.362,0.,2.362
86,0.004,0.,0.004,2.403,0.,2.403
87,0.004,0.,0.004,2.445,0.,2.444
88,0.004,0.,0.004,2.561,0.,2.561
89,0.003,0.,0.003,2.635,0.,2.635
90,0.004,0.,0.004,2.743,0.,2.742
91,0.004,0.,0.004,2.936,0.,2.936
92,0.004,0.,0.004,2.911,0.,2.911
93,0.004,0.,0.004,3.023,0.,3.023
94,0.004,0.,0.004,3.145,0.,3.145
95,0.004,0.,0.004,3.229,0.,3.229
96,0.005,0.,0.005,3.384,0.,3.384
97,0.004,0.,0.004,3.471,0.,3.471
98,0.004,0.,0.004,3.499,0.,3.499
99,0.004,0.,0.004,3.642,0.,3.642
100,0.004,0.,0.004,3.755,0.,3.755
110,0.006,0.,0.006,5.235,0.02,5.214
120,0.005,0.,0.005,6.737,0.003,6.733
130,0.006,0.,0.006,8.778,0.011,8.766
140,0.006,0.,0.006,11.132,0.015,11.116
150,0.006,0.,0.006,14.133,0.007,14.124
160,0.006,0.,0.006,17.513,0.007,17.505
170,0.007,0.,0.007,21.817,0.003,21.813
180,0.007,0.,0.007,26.842,0.004,26.838
190,0.008,0.,0.008,32.25,0.003,32.245
200,0.008,0.,0.008,37.982,0.011,37.969
