param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.003,0.
5,0.,0.,0.,0.004,0.,0.004
6,0.,0.,0.,0.005,0.,0.005
7,0.,0.,0.,0.006,0.,0.005
8,0.,0.,0.,0.007,0.,0.007
9,0.,0.,0.,0.008,0.,0.008
10,0.,0.,0.,0.009,0.,0.009
11,0.,0.,0.,0.041,0.,0.041
12,0.,0.,0.,0.009,0.,0.009
13,0.,0.,0.,0.01,0.,0.01
14,0.,0.,0.,0.012,0.,0.012
15,0.,0.,0.,0.027,0.,0.027
16,0.,0.,0.,0.014,0.,0.014
17,0.,0.,0.,0.015,0.,0.015
18,0.,0.,0.,0.019,0.001,0.018
19,0.001,0.,0.001,0.018,0.,0.018
20,0.001,0.,0.001,0.02,0.,0.02
21,0.001,0.,0.001,0.021,0.,0.021
22,0.001,0.,0.001,0.023,0.,0.023
23,0.001,0.,0.001,0.026,0.,0.026
24,0.001,0.,0.001,0.028,0.,0.028
25,0.001,0.,0.001,0.033,0.,0.033
26,0.001,0.,0.001,0.031,0.,0.031
27,0.001,0.,0.001,0.033,0.,0.033
28,0.001,0.,0.001,0.042,0.,0.042
29,0.001,0.,0.001,0.037,0.,0.037
30,0.001,0.,0.001,0.04,0.,0.04
31,0.001,0.,0.001,0.043,0.,0.043
32,0.001,0.,0.001,0.097,0.,0.097
33,0.001,0.,0.001,0.05,0.,0.05
34,0.001,0.,0.001,0.078,0.,0.078
35,0.001,0.,0.001,0.056,0.,0.056
36,0.001,0.,0.001,0.072,0.,0.072
37,0.001,0.,0.001,0.063,0.,0.063
38,0.001,0.,0.001,0.063,0.,0.063
39,0.001,0.,0.001,0.068,0.,0.067
40,0.004,0.,0.004,0.074,0.,0.074
41,0.001,0.,0.001,0.081,0.,0.081
42,0.001,0.,0.001,0.077,0.,0.077
43,0.001,0.,0.001,0.141,0.,0.14
44,0.002,0.,0.002,0.087,0.001,0.086
45,0.002,0.,0.002,0.124,0.,0.124
46,0.002,0.,0.002,0.098,0.,0.098
47,0.002,0.,0.002,0.097,0.,0.096
48,0.002,0.,0.001,0.106,0.,0.106
49,0.003,0.,0.003,0.107,0.,0.107
50,0.002,0.,0.002,0.112,0.,0.112
51,0.002,0.,0.002,0.12,0.,0.12
52,0.002,0.,0.002,0.124,0.,0.124
53,0.003,0.,0.003,0.13,0.002,0.127
54,0.002,0.,0.002,0.135,0.,0.135
55,0.002,0.,0.002,0.138,0.,0.138
56,0.002,0.,0.002,0.144,0.,0.143
57,0.002,0.,0.002,0.169,0.,0.169
58,0.002,0.,0.002,0.158,0.,0.158
59,0.002,0.,0.002,0.165,0.,0.165
60,0.01,0.,0.01,0.176,0.,0.176
61,0.002,0.,0.002,0.176,0.,0.176
62,0.002,0.,0.002,0.182,0.,0.181
63,0.002,0.,0.002,0.202,0.,0.202
64,0.002,0.,0.002,0.195,0.,0.194
65,0.002,0.,0.002,0.214,0.,0.214
66,0.011,0.,0.011,0.207,0.,0.207
67,0.002,0.,0.002,0.217,0.,0.216
68,0.002,0.,0.002,0.218,0.001,0.216
69,0.002,0.,0.002,0.228,0.,0.227
70,0.004,0.,0.004,0.237,0.,0.237
71,0.002,0.,0.002,0.244,0.,0.243
72,0.002,0.,0.002,0.256,0.,0.255
73,0.002,0.,0.002,0.262,0.,0.261
74,0.003,0.,0.003,0.272,0.,0.272
75,0.003,0.,0.003,0.286,0.,0.286
76,0.003,0.,0.003,0.301,0.,0.301
77,0.003,0.,0.003,0.31,0.,0.31
