param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.003,0.,0.003
4,0.,0.,0.,0.004,0.,0.004
5,0.,0.,0.,0.005,0.,0.005
6,0.,0.,0.,0.006,0.,0.006
7,0.,0.,0.,0.008,0.,0.008
8,0.,0.,0.,0.01,0.,0.01
9,0.,0.,0.,0.011,0.,0.011
10,0.,0.,0.,0.015,0.,0.015
11,0.,0.,0.,0.017,0.,0.017
12,0.,0.,0.,0.028,0.,0.028
13,0.,0.,0.,0.021,0.,0.021
14,0.,0.,0.,0.024,0.,0.024
15,0.,0.,0.,0.04,0.,0.04
16,0.,0.,0.,0.032,0.,0.032
17,0.,0.,0.,0.036,0.,0.036
18,0.,0.,0.,0.037,0.,0.037
19,0.,0.,0.,0.054,0.,0.054
20,0.,0.,0.,0.046,0.,0.046
21,0.,0.,0.,0.055,0.,0.055
22,0.,0.,0.,0.14,0.,0.14
23,0.,0.,0.,0.064,0.,0.064
24,0.001,0.,0.001,0.082,0.,0.082
25,0.001,0.,0.001,0.074,0.,0.074
26,0.001,0.,0.001,0.079,0.,0.079
27,0.001,0.,0.001,0.085,0.,0.085
28,0.001,0.,0.001,0.107,0.,0.107
29,0.001,0.,0.001,0.118,0.,0.118
30,0.001,0.,0.001,0.197,0.,0.197
31,0.001,0.,0.001,0.134,0.,0.134
32,0.001,0.,0.001,0.132,0.,0.132
33,0.001,0.,0.001,0.148,0.,0.148
34,0.001,0.,0.001,0.245,0.,0.245
35,0.001,0.,0.001,0.162,0.,0.162
36,0.001,0.,0.001,0.165,0.,0.165
37,0.001,0.,0.001,0.204,0.,0.204
38,0.001,0.,0.001,0.221,0.,0.221
39,0.001,0.,0.001,0.209,0.,0.209
40,0.001,0.,0.001,0.213,0.,0.213
41,0.001,0.,0.001,0.237,0.,0.237
42,0.001,0.,0.001,0.249,0.,0.249
43,0.001,0.,0.001,0.264,0.,0.264
44,0.001,0.,0.001,0.278,0.003,0.274
45,0.001,0.,0.001,0.284,0.,0.284
46,0.001,0.,0.001,0.294,0.003,0.29
47,0.001,0.,0.001,0.318,0.,0.318
48,0.001,0.,0.001,0.332,0.,0.332
49,0.001,0.,0.001,0.35,0.003,0.346
50,0.001,0.,0.001,0.371,0.,0.371
51,0.001,0.,0.001,0.384,0.,0.384
52,0.002,0.,0.002,0.409,0.004,0.405
53,0.003,0.,0.003,0.437,0.,0.437
54,0.002,0.,0.002,0.461,0.003,0.457
55,0.002,0.,0.002,0.482,0.,0.482
56,0.002,0.,0.002,0.509,0.,0.509
57,0.002,0.,0.002,0.535,0.,0.535
58,0.002,0.,0.002,0.545,0.011,0.533
59,0.002,0.,0.002,0.564,0.004,0.56
60,0.002,0.,0.002,0.593,0.003,0.589
61,0.002,0.,0.002,0.618,0.007,0.61
62,0.002,0.,0.002,0.643,0.,0.643
63,0.002,0.,0.002,0.67,0.,0.67
64,0.002,0.,0.002,0.702,0.,0.701
65,0.002,0.,0.002,0.757,0.,0.757
66,0.002,0.,0.002,0.804,0.,0.804
67,0.002,0.,0.002,0.825,0.,0.825
68,0.002,0.,0.002,0.848,0.003,0.844
69,0.002,0.,0.002,0.868,0.,0.868
70,0.002,0.,0.002,0.902,0.,0.902
71,0.002,0.,0.002,0.937,0.,0.937
72,0.002,0.,0.002,0.971,0.,0.971
73,0.002,0.,0.002,1.004,0.003,1.
74,0.002,0.,0.002,1.062,0.,1.062
75,0.003,0.,0.003,1.11,0.,1.11
76,0.003,0.,0.003,1.153,0.,1.152
77,0.002,0.,0.002,1.174,0.,1.174
78,0.002,0.,0.002,1.224,0.,1.224
79,0.002,0.,0.002,1.264,0.,1.263
80,0.002,0.,0.002,1.302,0.,1.302
81,0.002,0.,0.002,1.352,0.,1.352
82,0.003,0.,0.003,1.417,0.,1.417
83,0.003,0.,0.003,1.484,0.,1.483
84,0.003,0.,0.003,1.532,0.,1.532
85,0.003,0.,0.003,1.556,0.,1.556
86,0.003,0.,0.003,1.62,0.,1.62
87,0.003,0.,0.003,1.663,0.,1.663
88,0.003,0.,0.003,1.753,0.003,1.748
89,0.003,0.,0.003,1.82,0.,1.82
90,0.003,0.,0.003,1.867,0.,1.867
91,0.003,0.,0.003,1.935,0.,1.935
92,0.003,0.,0.003,1.96,0.,1.96
93,0.003,0.003,0.,2.047,0.,2.047
94,0.003,0.,0.003,2.162,0.003,2.158
95,0.003,0.,0.003,2.206,0.,2.206
96,0.003,0.,0.003,2.262,0.,2.261
97,0.003,0.,0.003,2.3,0.,2.3
98,0.003,0.,0.003,2.417,0.,2.416
99,0.003,0.,0.003,2.518,0.,2.518
100,0.003,0.,0.003,2.537,0.,2.537
110,0.004,0.,0.004,4.456,0.003,4.45
120,0.005,0.,0.005,5.088,0.019,5.068
130,0.004,0.,0.004,6.019,0.,6.017
140,0.005,0.,0.005,7.397,0.,7.396
150,0.005,0.,0.005,9.142,0.,9.141
160,0.005,0.,0.005,11.255,0.003,11.25
170,0.006,0.,0.006,13.923,0.,13.921
180,0.006,0.,0.006,16.781,0.003,16.774
190,0.007,0.,0.007,20.073,0.,20.072
200,0.007,0.,0.007,23.839,0.019,23.816
