param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.072,0.,0.072,0.072,0.,0.071,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.064,0.,0.064,0.064,0.,0.064
11,0.101,0.,0.101,0.1,0.,0.1,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.092,0.,0.092,0.092,0.,0.092
12,0.113,0.,0.113,0.108,0.,0.108,0.005,0.,0.005,0.005,0.,0.005,0.004,0.,0.004,0.004,0.,0.004,0.103,0.,0.103,0.098,0.,0.098
13,0.227,0.,0.227,0.198,0.,0.198,0.005,0.,0.005,0.005,0.,0.005,0.031,0.,0.031,0.005,0.,0.005,0.19,0.,0.19,0.187,0.,0.187
14,0.153,0.,0.153,0.178,0.,0.178,0.006,0.,0.006,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.141,0.,0.141,0.166,0.,0.166
15,0.198,0.,0.198,0.188,0.,0.188,0.007,0.,0.007,0.007,0.,0.007,0.007,0.,0.007,0.006,0.,0.006,0.183,0.,0.183,0.173,0.,0.173
16,0.335,0.,0.335,0.3,0.,0.3,0.008,0.,0.008,0.007,0.,0.007,0.007,0.,0.007,0.007,0.,0.007,0.318,0.,0.318,0.284,0.,0.284
17,0.266,0.,0.266,0.279,0.003,0.275,0.008,0.,0.008,0.02,0.,0.02,0.008,0.,0.008,0.009,0.,0.009,0.249,0.,0.249,0.25,0.003,0.246
18,0.402,0.,0.402,0.376,0.,0.376,0.009,0.,0.009,0.009,0.,0.009,0.029,0.,0.029,0.009,0.,0.009,0.363,0.,0.363,0.357,0.,0.357
19,0.338,0.,0.338,0.362,0.,0.362,0.009,0.,0.009,0.01,0.,0.01,0.009,0.,0.009,0.009,0.,0.009,0.318,0.,0.318,0.341,0.,0.341
20,0.41,0.004,0.406,0.423,0.,0.42,0.012,0.,0.012,0.012,0.,0.012,0.011,0.,0.01,0.011,0.,0.01,0.387,0.003,0.383,0.399,0.,0.397
21,0.442,0.,0.442,0.429,0.,0.429,0.011,0.,0.011,0.011,0.,0.011,0.011,0.,0.011,0.012,0.,0.012,0.418,0.,0.417,0.405,0.,0.405
22,0.498,0.,0.498,0.501,0.,0.501,0.012,0.,0.012,0.014,0.,0.014,0.013,0.,0.013,0.013,0.,0.013,0.472,0.,0.472,0.474,0.,0.474
23,0.56,0.,0.56,0.561,0.,0.561,0.013,0.,0.013,0.014,0.,0.014,0.014,0.,0.014,0.014,0.,0.014,0.532,0.,0.532,0.532,0.,0.532
24,0.652,0.,0.652,0.634,0.003,0.63,0.014,0.,0.014,0.014,0.,0.013,0.015,0.,0.015,0.016,0.003,0.012,0.622,0.,0.622,0.602,0.,0.602
25,0.734,0.,0.734,0.716,0.,0.716,0.014,0.,0.014,0.015,0.,0.015,0.017,0.,0.017,0.019,0.,0.019,0.702,0.,0.702,0.681,0.,0.681
30,1.622,0.,1.622,1.617,0.,1.616,0.021,0.,0.021,0.024,0.,0.024,0.027,0.,0.027,0.026,0.,0.026,1.573,0.,1.573,1.566,0.,1.565
35,2.124,0.,2.123,2.121,0.,2.121,0.026,0.,0.026,0.027,0.,0.027,0.038,0.,0.038,0.037,0.,0.037,2.058,0.,2.058,2.056,0.,2.056
40,3.389,0.,3.389,3.386,0.003,3.382,0.034,0.,0.034,0.034,0.,0.034,0.052,0.,0.052,0.054,0.,0.054,3.302,0.,3.301,3.297,0.003,3.293
45,5.118,0.003,5.115,5.112,0.,5.111,0.043,0.,0.043,0.042,0.,0.042,0.072,0.,0.072,0.073,0.,0.073,5.002,0.003,4.998,4.995,0.,4.994
50,7.459,0.004,7.451,7.427,0.,7.425,0.051,0.,0.051,0.051,0.,0.051,0.093,0.,0.093,0.093,0.,0.093,7.313,0.004,7.306,7.282,0.,7.279
