param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.002,0.,0.001
2,0.,0.,0.,0.003,0.,0.003
3,0.,0.,0.,0.004,0.,0.004
4,0.,0.,0.,0.005,0.,0.005
5,0.,0.,0.,0.007,0.,0.007
6,0.,0.,0.,0.008,0.,0.008
7,0.001,0.,0.001,0.01,0.,0.01
8,0.001,0.,0.001,0.012,0.,0.012
9,0.001,0.,0.001,0.014,0.,0.014
10,0.001,0.,0.001,0.016,0.,0.016
11,0.001,0.,0.001,0.026,0.,0.026
12,0.001,0.,0.001,0.02,0.,0.02
13,0.001,0.,0.001,0.023,0.,0.022
14,0.001,0.,0.001,0.038,0.,0.038
15,0.001,0.,0.001,0.028,0.,0.028
16,0.001,0.,0.001,0.033,0.,0.033
17,0.001,0.,0.001,0.034,0.,0.034
18,0.001,0.,0.001,0.053,0.,0.053
19,0.001,0.,0.001,0.045,0.,0.045
20,0.002,0.,0.002,0.047,0.,0.047
21,0.002,0.,0.002,0.05,0.,0.05
22,0.002,0.,0.002,0.13,0.,0.13
23,0.002,0.,0.002,0.062,0.,0.062
24,0.002,0.,0.002,0.088,0.,0.088
25,0.002,0.,0.002,0.068,0.003,0.064
26,0.002,0.,0.002,0.071,0.,0.071
27,0.002,0.,0.002,0.089,0.,0.089
28,0.002,0.,0.002,0.085,0.,0.085
29,0.002,0.,0.002,0.104,0.003,0.1
30,0.003,0.,0.003,0.183,0.,0.183
31,0.002,0.,0.002,0.122,0.,0.122
32,0.002,0.,0.002,0.105,0.,0.105
33,0.002,0.,0.002,0.127,0.,0.127
34,0.003,0.,0.003,0.136,0.,0.136
35,0.003,0.,0.003,0.234,0.,0.234
36,0.003,0.,0.003,0.153,0.,0.153
37,0.003,0.,0.003,0.141,0.,0.141
38,0.003,0.,0.003,0.164,0.,0.164
39,0.003,0.,0.003,0.213,0.,0.213
40,0.004,0.,0.004,0.178,0.,0.178
41,0.003,0.,0.003,0.19,0.003,0.186
42,0.003,0.,0.003,0.189,0.,0.189
43,0.003,0.,0.003,0.215,0.003,0.211
44,0.003,0.,0.003,0.201,0.004,0.196
45,0.003,0.003,0.,0.212,0.,0.212
46,0.003,0.,0.003,0.22,0.,0.22
47,0.004,0.,0.004,0.242,0.,0.242
48,0.004,0.,0.004,0.244,0.004,0.24
49,0.004,0.,0.004,0.249,0.007,0.241
50,0.004,0.,0.004,0.26,0.,0.26
51,0.004,0.,0.004,0.271,0.,0.271
52,0.004,0.,0.004,0.285,0.,0.285
53,0.004,0.,0.004,0.322,0.,0.322
54,0.004,0.,0.004,0.316,0.003,0.312
55,0.004,0.,0.004,0.327,0.,0.327
56,0.004,0.,0.004,0.357,0.003,0.353
57,0.004,0.,0.004,0.344,0.008,0.336
58,0.004,0.,0.004,0.356,0.,0.356
59,0.004,0.,0.004,0.369,0.007,0.361
60,0.004,0.,0.004,0.385,0.,0.385
61,0.005,0.,0.005,0.395,0.,0.395
62,0.005,0.,0.005,0.412,0.,0.411
63,0.005,0.,0.005,0.429,0.,0.429
64,0.005,0.,0.005,0.456,0.,0.456
65,0.005,0.,0.005,0.473,0.,0.473
66,0.005,0.,0.005,0.492,0.,0.492
67,0.005,0.,0.005,0.499,0.003,0.495
68,0.005,0.,0.005,0.502,0.007,0.494
69,0.005,0.003,0.001,0.523,0.008,0.514
70,0.005,0.,0.005,0.535,0.,0.535
71,0.005,0.,0.005,0.549,0.,0.549
72,0.006,0.,0.006,0.563,0.,0.563
73,0.006,0.,0.006,0.615,0.,0.615
74,0.008,0.,0.008,0.626,0.,0.626
75,0.008,0.,0.008,0.644,0.,0.644
76,0.006,0.,0.006,0.649,0.,0.649
77,0.006,0.,0.006,0.659,0.,0.659
78,0.006,0.,0.006,0.675,0.,0.675
79,0.006,0.,0.006,0.692,0.,0.692
80,0.007,0.,0.007,0.718,0.,0.718
81,0.007,0.,0.007,0.775,0.,0.775
82,0.007,0.,0.007,0.787,0.,0.786
83,0.006,0.,0.006,0.79,0.003,0.786
84,0.006,0.,0.006,0.802,0.003,0.798
85,0.006,0.,0.006,0.819,0.,0.819
86,0.007,0.,0.007,1.017,0.,1.017
87,0.007,0.,0.007,0.911,0.,0.911
88,0.007,0.,0.007,0.925,0.,0.925
89,0.007,0.,0.007,0.905,0.,0.905
90,0.007,0.,0.007,0.92,0.,0.92
91,0.007,0.,0.007,0.975,0.,0.975
92,0.007,0.,0.007,1.033,0.,1.033
93,0.007,0.,0.007,1.038,0.,1.038
94,0.007,0.,0.007,1.031,0.,1.031
95,0.008,0.,0.008,1.058,0.,1.058
96,0.008,0.,0.008,1.144,0.,1.144
97,0.007,0.,0.007,1.131,0.,1.131
98,0.007,0.,0.007,1.141,0.,1.141
99,0.008,0.,0.008,1.164,0.,1.164
100,0.008,0.,0.008,1.248,0.,1.248
110,0.009,0.,0.009,2.036,0.011,2.022
120,0.009,0.,0.009,1.896,0.011,1.884
130,0.01,0.,0.01,2.317,0.027,2.289
140,0.01,0.,0.01,2.801,0.,2.799
150,0.012,0.,0.012,3.277,0.007,3.269
160,0.012,0.,0.012,3.82,0.,3.82
170,0.013,0.,0.013,4.47,0.007,4.46
180,0.014,0.,0.014,5.183,0.,5.182
190,0.014,0.,0.014,6.068,0.004,6.063
200,0.014,0.,0.014,6.922,0.011,6.908
210,0.015,0.,0.015,7.951,0.,7.95
220,0.016,0.,0.016,9.014,0.,9.013
230,0.018,0.,0.018,10.228,0.007,10.217
240,0.017,0.,0.017,11.36,0.004,11.355
250,0.018,0.,0.018,12.733,0.,12.732
260,0.02,0.,0.02,14.294,0.,14.292
270,0.021,0.,0.021,16.01,0.007,15.999
280,0.023,0.,0.023,17.764,0.012,17.748
290,0.028,0.,0.028,19.578,0.,19.576
300,0.023,0.,0.023,21.288,0.,21.285
350,0.026,0.,0.026,32.71,0.019,32.685
400,0.03,0.,0.03,47.801,0.083,47.71
450,0.045,0.,0.045,66.82,0.055,66.756
500,0.04,0.,0.04,90.152,0.055,90.086
