param-n,autorewrite-noop-regression-quadratic-real,autorewrite-noop-regression-quadratic-sys,autorewrite-noop-regression-quadratic-user,try-rewrite!-noop-regression-quadratic-real,try-rewrite!-noop-regression-quadratic-sys,try-rewrite!-noop-regression-quadratic-user,try-rewrite-noop-regression-quadratic-real,try-rewrite-noop-regression-quadratic-sys,try-rewrite-noop-regression-quadratic-user,try-rewrite?-noop-regression-quadratic-real,try-rewrite?-noop-regression-quadratic-sys,try-rewrite?-noop-regression-quadratic-user,try-ssr-rewrite!-noop-regression-linear-real,try-ssr-rewrite!-noop-regression-linear-sys,try-ssr-rewrite!-noop-regression-linear-user,try-ssr-rewrite-noop-regression-linear-real,try-ssr-rewrite-noop-regression-linear-sys,try-ssr-rewrite-noop-regression-linear-user,try-ssr-rewrite?-noop-regression-linear-real,try-ssr-rewrite?-noop-regression-linear-sys,try-ssr-rewrite?-noop-regression-linear-user
648,0.021,0.,0.021,0.022,0.,0.022,0.022,0.,0.022,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,0.,0.,0.
652,0.02,0.,0.02,0.022,0.,0.022,0.021,0.,0.021,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.,0.,0.
656,0.021,0.,0.021,0.022,0.,0.022,0.025,0.,0.025,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.,0.,0.
660,0.022,0.,0.022,0.021,0.,0.021,0.023,0.,0.023,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.,0.,0.
664,0.022,0.,0.022,0.022,0.,0.022,0.023,0.,0.023,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,0.,0.,0.
668,0.021,0.,0.021,0.023,0.,0.023,0.024,0.,0.024,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,0.,0.,0.
672,0.022,0.,0.022,0.022,0.,0.022,0.023,0.,0.023,0.022,0.,0.022,0.,0.,0.,0.,0.,0.,0.,0.,0.
676,0.021,0.,0.021,0.023,0.,0.023,0.022,0.,0.022,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.,0.,0.
680,0.022,0.,0.022,0.023,0.,0.023,0.022,0.,0.022,0.023,0.,0.023,0.,0.,0.,0.,0.,0.,0.,0.,0.
684,0.022,0.,0.022,0.021,0.,0.021,0.022,0.,0.022,0.024,0.,0.024,0.,0.,0.,0.,0.,0.,0.,0.,0.
688,0.023,0.,0.023,0.022,0.,0.022,0.021,0.,0.021,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.,0.,0.
692,0.026,0.,0.026,0.024,0.,0.024,0.024,0.,0.024,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
696,0.024,0.,0.024,0.024,0.,0.024,0.026,0.,0.026,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
700,0.027,0.,0.027,0.029,0.003,0.025,0.026,0.,0.026,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.,0.,0.
704,0.029,0.,0.029,0.028,0.,0.028,0.024,0.,0.024,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.,0.,0.
708,0.026,0.,0.026,0.025,0.,0.025,0.024,0.,0.024,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.,0.,0.
712,0.026,0.,0.026,0.025,0.,0.025,0.025,0.,0.025,0.025,0.,0.025,0.,0.,0.,0.,0.,0.,0.,0.,0.
716,0.026,0.,0.026,0.027,0.,0.027,0.026,0.,0.026,0.027,0.,0.027,0.,0.,0.,0.,0.,0.,0.,0.,0.
720,0.025,0.,0.025,0.025,0.,0.025,0.025,0.,0.025,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
724,0.025,0.,0.025,0.024,0.,0.024,0.024,0.,0.024,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
728,0.025,0.,0.025,0.024,0.,0.024,0.027,0.,0.027,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
732,0.025,0.,0.025,0.025,0.,0.025,0.028,0.,0.028,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
736,0.026,0.,0.026,0.028,0.,0.028,0.033,0.,0.033,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
740,0.028,0.,0.028,0.027,0.,0.027,0.026,0.,0.026,0.027,0.,0.027,0.,0.,0.,0.,0.,0.,0.,0.,0.
744,0.03,0.,0.03,0.027,0.,0.027,0.027,0.,0.027,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
748,0.027,0.,0.027,0.029,0.,0.029,0.029,0.,0.029,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
752,0.029,0.,0.029,0.029,0.,0.029,0.029,0.,0.029,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.,0.,0.
756,0.029,0.,0.029,0.029,0.,0.029,0.027,0.,0.027,0.028,0.,0.028,0.,0.,0.,0.,0.,0.,0.,0.,0.
760,0.03,0.,0.03,0.03,0.,0.03,0.029,0.,0.029,0.029,0.,0.029,0.002,0.,0.002,0.,0.,0.,0.,0.,0.
764,0.028,0.,0.028,0.027,0.,0.027,0.028,0.,0.028,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.,0.,0.
768,0.028,0.,0.028,0.028,0.,0.028,0.028,0.,0.028,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.,0.,0.
772,0.029,0.,0.029,0.031,0.,0.031,0.031,0.,0.031,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
776,0.031,0.,0.031,0.029,0.,0.029,0.029,0.,0.029,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
780,0.031,0.,0.031,0.029,0.,0.029,0.029,0.,0.029,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.,0.,0.
784,0.029,0.,0.029,0.029,0.,0.029,0.033,0.,0.033,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
788,0.029,0.,0.029,0.03,0.,0.03,0.03,0.,0.03,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
792,0.032,0.,0.032,0.031,0.,0.031,0.032,0.,0.032,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.,0.,0.
796,0.032,0.,0.032,0.032,0.,0.032,0.032,0.,0.032,0.029,0.,0.029,0.,0.,0.,0.,0.,0.,0.,0.,0.
800,0.031,0.,0.031,0.033,0.,0.033,0.032,0.,0.032,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
804,0.03,0.,0.03,0.032,0.,0.032,0.03,0.,0.03,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
808,0.033,0.,0.033,0.034,0.,0.034,0.031,0.,0.031,0.031,0.,0.031,0.,0.,0.,0.,0.,0.,0.,0.,0.
812,0.035,0.,0.035,0.032,0.,0.032,0.03,0.,0.03,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
816,0.032,0.,0.032,0.032,0.,0.032,0.037,0.,0.034,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
820,0.031,0.,0.031,0.034,0.,0.034,0.035,0.,0.035,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
824,0.035,0.,0.034,0.035,0.,0.035,0.034,0.,0.034,0.034,0.,0.034,0.,0.,0.,0.,0.,0.,0.,0.,0.
828,0.033,0.,0.033,0.036,0.,0.036,0.031,0.,0.031,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
832,0.035,0.,0.035,0.033,0.,0.033,0.031,0.,0.031,0.033,0.,0.033,0.,0.,0.,0.,0.,0.,0.,0.,0.
836,0.034,0.,0.034,0.032,0.,0.032,0.033,0.,0.033,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.,0.,0.
840,0.034,0.,0.034,0.036,0.,0.036,0.036,0.,0.035,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
844,0.037,0.,0.037,0.038,0.,0.038,0.038,0.,0.038,0.034,0.,0.034,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
848,0.038,0.,0.038,0.042,0.,0.042,0.035,0.,0.035,0.038,0.,0.038,0.,0.,0.,0.,0.,0.,0.,0.,0.
852,0.035,0.,0.035,0.038,0.,0.038,0.037,0.,0.037,0.035,0.,0.035,0.,0.,0.,0.,0.,0.,0.,0.,0.
856,0.037,0.,0.037,0.039,0.,0.039,0.036,0.,0.036,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
860,0.037,0.,0.037,0.037,0.,0.037,0.038,0.,0.038,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.,0.,0.
864,0.046,0.,0.046,0.041,0.,0.041,0.042,0.,0.042,0.043,0.,0.043,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
868,0.041,0.,0.041,0.039,0.,0.039,0.041,0.,0.041,0.04,0.,0.04,0.,0.,0.,0.001,0.,0.001,0.,0.,0.
872,0.038,0.,0.038,0.042,0.,0.042,0.039,0.,0.039,0.045,0.,0.045,0.,0.,0.,0.,0.,0.,0.,0.,0.
876,0.039,0.,0.039,0.04,0.,0.04,0.045,0.,0.045,0.046,0.,0.046,0.,0.,0.,0.,0.,0.,0.,0.,0.
880,0.038,0.,0.038,0.039,0.,0.039,0.041,0.,0.041,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
884,0.042,0.,0.042,0.039,0.,0.039,0.039,0.,0.039,0.041,0.,0.041,0.,0.,0.,0.,0.,0.,0.,0.,0.
888,0.039,0.,0.039,0.041,0.,0.041,0.038,0.,0.038,0.043,0.003,0.039,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
892,0.04,0.,0.04,0.04,0.,0.04,0.042,0.,0.042,0.04,0.,0.04,0.,0.,0.,0.,0.,0.,0.,0.,0.
896,0.041,0.,0.041,0.04,0.,0.04,0.042,0.,0.042,0.04,0.,0.04,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
900,0.041,0.,0.041,0.042,0.,0.042,0.041,0.,0.041,0.043,0.,0.043,0.,0.,0.,0.,0.,0.,0.,0.,0.
904,0.04,0.,0.04,0.042,0.,0.042,0.041,0.,0.041,0.041,0.,0.041,0.002,0.002,0.,0.,0.,0.,0.,0.,0.
908,0.041,0.,0.041,0.043,0.003,0.039,0.046,0.,0.046,0.042,0.,0.042,0.,0.,0.,0.,0.,0.,0.,0.,0.
912,0.045,0.,0.045,0.045,0.,0.045,0.046,0.,0.046,0.042,0.,0.042,0.,0.,0.,0.,0.,0.,0.,0.,0.
916,0.044,0.,0.044,0.042,0.,0.042,0.042,0.,0.042,0.039,0.,0.039,0.,0.,0.,0.,0.,0.,0.,0.,0.
920,0.041,0.,0.041,0.043,0.,0.043,0.042,0.,0.042,0.045,0.,0.045,0.,0.,0.,0.,0.,0.,0.,0.,0.
924,0.045,0.,0.045,0.046,0.,0.046,0.044,0.,0.044,0.045,0.,0.045,0.,0.,0.,0.,0.,0.,0.,0.,0.
928,0.041,0.,0.041,0.042,0.,0.042,0.045,0.,0.045,0.045,0.,0.045,0.,0.,0.,0.,0.,0.,0.,0.,0.
932,0.043,0.,0.043,0.042,0.,0.042,0.048,0.,0.047,0.043,0.,0.043,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
936,0.046,0.,0.046,0.048,0.,0.048,0.048,0.,0.048,0.047,0.,0.047,0.,0.,0.,0.,0.,0.,0.,0.,0.
940,0.047,0.,0.047,0.047,0.,0.047,0.047,0.,0.047,0.046,0.,0.046,0.,0.,0.,0.,0.,0.,0.,0.,0.
944,0.047,0.,0.047,0.045,0.,0.045,0.045,0.,0.045,0.044,0.,0.044,0.,0.,0.,0.,0.,0.,0.,0.,0.
948,0.045,0.,0.045,0.048,0.,0.048,0.046,0.,0.046,0.046,0.,0.046,0.,0.,0.,0.,0.,0.,0.,0.,0.
952,0.049,0.,0.049,0.046,0.,0.046,0.045,0.,0.045,0.048,0.,0.048,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
956,0.047,0.,0.047,0.049,0.,0.049,0.045,0.,0.045,0.047,0.,0.047,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
960,0.046,0.,0.046,0.05,0.,0.05,0.047,0.,0.047,0.048,0.,0.048,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
964,0.045,0.,0.045,0.05,0.,0.05,0.05,0.,0.05,0.047,0.,0.047,0.,0.,0.,0.,0.,0.,0.,0.,0.
968,0.046,0.,0.046,0.048,0.,0.048,0.048,0.,0.048,0.048,0.,0.048,0.,0.,0.,0.,0.,0.,0.,0.,0.
972,0.049,0.,0.049,0.052,0.,0.052,0.052,0.,0.052,0.049,0.,0.049,0.,0.,0.,0.,0.,0.,0.,0.,0.
976,0.05,0.,0.05,0.048,0.,0.048,0.049,0.,0.049,0.048,0.,0.048,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
980,0.05,0.,0.05,0.048,0.,0.048,0.048,0.,0.048,0.05,0.,0.05,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
984,0.049,0.,0.049,0.054,0.,0.054,0.048,0.,0.048,0.056,0.,0.056,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
988,0.052,0.,0.052,0.049,0.,0.049,0.049,0.,0.049,0.046,0.,0.046,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
992,0.052,0.003,0.048,0.05,0.,0.05,0.05,0.,0.05,0.051,0.,0.051,0.,0.,0.,0.,0.,0.,0.,0.,0.
996,0.055,0.,0.055,0.052,0.,0.052,0.054,0.003,0.05,0.052,0.,0.052,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1000,0.051,0.,0.051,0.05,0.,0.05,0.051,0.,0.051,0.049,0.,0.049,0.,0.,0.,0.002,0.,0.002,0.,0.,0.
1100,0.062,0.,0.062,0.063,0.,0.063,0.063,0.,0.063,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1200,0.082,0.,0.082,0.078,0.,0.078,0.078,0.,0.078,0.074,0.,0.074,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1300,0.088,0.,0.088,0.089,0.,0.089,0.088,0.,0.088,0.088,0.,0.088,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1400,0.102,0.,0.102,0.107,0.,0.107,0.108,0.,0.108,0.103,0.,0.103,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1500,0.123,0.,0.123,0.121,0.,0.121,0.118,0.,0.118,0.121,0.,0.121,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001
1600,0.135,0.,0.134,0.135,0.,0.135,0.128,0.,0.128,0.139,0.,0.139,0.001,0.,0.001,0.,0.,0.,0.,0.,0.
1700,0.15,0.003,0.146,0.149,0.,0.149,0.148,0.,0.148,0.148,0.,0.148,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
1800,0.168,0.,0.168,0.17,0.,0.17,0.162,0.,0.162,0.171,0.,0.171,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
1900,0.189,0.,0.189,0.177,0.,0.177,0.18,0.,0.179,0.182,0.,0.182,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2000,0.205,0.003,0.201,0.197,0.,0.197,0.202,0.,0.202,0.197,0.,0.197,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2100,0.215,0.,0.215,0.227,0.,0.227,0.222,0.,0.222,0.225,0.,0.225,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2200,0.238,0.,0.238,0.235,0.,0.235,0.244,0.,0.244,0.235,0.,0.235,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2300,0.261,0.,0.261,0.263,0.,0.263,0.261,0.,0.261,0.264,0.,0.264,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2400,0.277,0.,0.277,0.279,0.,0.279,0.277,0.,0.277,0.273,0.,0.273,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2500,0.301,0.,0.301,0.304,0.,0.304,0.302,0.,0.302,0.306,0.,0.306,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2600,0.33,0.,0.33,0.331,0.,0.331,0.332,0.,0.332,0.334,0.,0.334,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2700,0.367,0.,0.366,0.354,0.,0.354,0.355,0.,0.355,0.347,0.,0.346,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2800,0.369,0.,0.369,0.372,0.,0.372,0.37,0.,0.37,0.361,0.,0.361,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
2900,0.391,0.,0.39,0.397,0.,0.397,0.382,0.,0.382,0.39,0.,0.39,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3000,0.412,0.,0.412,0.41,0.,0.41,0.421,0.,0.421,0.407,0.,0.407,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3100,0.449,0.,0.449,0.428,0.004,0.424,0.437,0.,0.437,0.438,0.,0.438,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3200,0.48,0.,0.479,0.49,0.,0.49,0.453,0.,0.453,0.452,0.,0.452,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3300,0.483,0.,0.482,0.485,0.,0.485,0.482,0.,0.482,0.482,0.,0.482,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001
3400,0.509,0.,0.509,0.511,0.,0.511,0.522,0.,0.522,0.51,0.003,0.506,0.002,0.,0.002,0.002,0.,0.002,0.001,0.,0.001
3500,0.543,0.,0.543,0.538,0.,0.538,0.537,0.,0.537,0.553,0.,0.553,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3600,0.591,0.,0.591,0.556,0.,0.556,0.568,0.,0.568,0.557,0.,0.557,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3700,0.613,0.,0.613,0.604,0.,0.604,0.594,0.,0.594,0.597,0.,0.597,0.002,0.,0.002,0.001,0.,0.001,0.001,0.,0.001
3800,0.655,0.,0.655,0.633,0.,0.633,0.623,0.,0.623,0.633,0.,0.633,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
3900,0.686,0.,0.686,0.693,0.,0.693,0.677,0.,0.677,0.677,0.,0.677,0.002,0.,0.002,0.001,0.,0.001,0.002,0.,0.002
4000,0.716,0.,0.716,0.71,0.,0.71,0.704,0.,0.704,0.71,0.,0.71,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
4100,0.739,0.,0.738,0.732,0.,0.732,0.707,0.,0.707,0.724,0.,0.724,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
4200,0.77,0.,0.77,0.778,0.,0.778,0.738,0.,0.738,0.754,0.,0.754,0.002,0.,0.002,0.001,0.,0.001,0.002,0.,0.002
4300,0.792,0.,0.792,0.795,0.,0.795,0.768,0.,0.768,0.778,0.,0.778,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
4400,0.819,0.,0.819,0.81,0.,0.81,0.822,0.,0.822,0.795,0.,0.795,0.002,0.,0.002,0.002,0.,0.002,0.004,0.,0.004
4500,0.848,0.,0.848,0.845,0.,0.845,0.84,0.,0.84,0.847,0.,0.847,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
4600,0.877,0.,0.877,0.872,0.,0.872,0.863,0.,0.863,0.863,0.,0.863,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
4700,0.933,0.,0.933,0.923,0.,0.923,0.947,0.,0.947,0.92,0.,0.92,0.003,0.,0.003,0.002,0.,0.002,0.002,0.,0.002
4800,0.948,0.,0.948,0.939,0.,0.939,0.943,0.,0.943,0.94,0.,0.94,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
4900,0.987,0.,0.987,0.979,0.,0.979,0.972,0.,0.972,0.994,0.,0.994,0.003,0.,0.003,0.002,0.,0.002,0.002,0.,0.002
5000,1.006,0.,1.005,1.028,0.,1.028,1.01,0.,1.01,1.024,0.,1.024,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002
5500,1.209,0.,1.208,1.225,0.,1.225,1.224,0.,1.224,1.219,0.,1.219,0.002,0.,0.002,0.002,0.,0.002,0.004,0.,0.004
6000,1.434,0.,1.434,1.432,0.,1.431,1.453,0.,1.453,1.441,0.,1.441,0.003,0.,0.003,0.002,0.,0.002,0.002,0.,0.002
6500,1.66,0.003,1.655,1.671,0.,1.671,1.649,0.,1.649,1.65,0.003,1.646,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003
7000,1.962,0.007,1.954,1.994,0.,1.994,1.966,0.,1.966,1.959,0.,1.959,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003
7500,2.3,0.,2.3,2.237,0.,2.237,2.24,0.,2.239,2.259,0.,2.259,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003
8000,2.467,0.004,2.463,2.411,0.,2.411,2.439,0.,2.439,2.423,0.,2.423,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003
8500,2.747,0.,2.747,2.731,0.,2.73,2.688,0.,2.688,2.742,0.,2.742,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004
9000,3.107,0.,3.106,3.136,0.,3.135,3.174,0.,3.173,3.174,0.,3.174,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005
9500,3.467,0.,3.466,3.451,0.,3.451,3.467,0.,3.467,3.494,0.,3.494,0.005,0.,0.005,0.005,0.,0.005,0.006,0.,0.006
10000,3.83,0.,3.83,3.828,0.011,3.816,3.812,0.,3.812,3.792,0.,3.791,0.005,0.,0.005,0.004,0.,0.004,0.004,0.,0.004
