param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-native-compute-compilation-real,cps+native-compute-native-compute-conversion-to-native-code-real,cps+native-compute-native-compute-evaluation-real,cps+native-compute-native-compute-reification-real,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
1,1,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07713,0.00020,0.00039,0.00005,0.154,0.017,0.059,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.004,0.,0.004
2,1,2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07575,0.00019,0.00038,0.00005,0.076,0.,0.001,0.,0.,0.,0.,0.,0.,0.004,0.,0.004,0.004,0.001,0.002,0.015,0.003,0.011
2,2,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07690,0.00034,0.00038,0.00005,0.077,0.,0.001,0.,0.,0.,0.,0.,0.,0.002,0.,0.001,0.001,0.,0.001,0.009,0.002,0.007
3,1,3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07560,0.00034,0.00038,0.00005,0.076,0.001,0.,0.,0.,0.,0.,0.,0.,0.009,0.002,0.006,0.009,0.002,0.007,0.066,0.01,0.055
3,3,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07599,0.00023,0.00039,0.00005,0.076,0.,0.001,0.,0.,0.,0.,0.,0.,0.006,0.,0.006,0.006,0.,0.005,0.013,0.,0.013
4,1,4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07869,0.00021,0.00042,0.00006,0.079,0.,0.001,0.,0.,0.,0.,0.,0.,0.033,0.,0.033,0.034,0.,0.034,0.04,0.,0.04
4,2,2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07701,0.00019,0.00038,0.00005,0.077,0.001,0.,0.,0.,0.,0.,0.,0.,0.054,0.007,0.046,0.054,0.005,0.048,0.039,0.,0.039
4,4,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07784,0.00019,0.00041,0.00006,0.078,0.,0.001,0.,0.,0.,0.,0.,0.,0.011,0.,0.011,0.012,0.,0.012,0.024,0.,0.024
5,1,5,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.07769,0.00020,0.00039,0.00006,0.163,0.02,0.065,0.,0.,0.,0.,0.,0.,0.091,0.014,0.076,0.091,0.013,0.078,0.143,0.009,0.133
5,5,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07668,0.00019,0.00037,0.00006,0.077,0.,0.001,0.,0.,0.,0.,0.,0.,0.036,0.,0.036,0.037,0.,0.037,0.041,0.,0.041
6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.,0.066
7,1,7,,,,,,,,,,,,,,,,,,,,,,,0.189,0.01,0.178,0.191,0.007,0.183,0.269,0.01,0.258
7,7,1,,,,,,,,,,,,,,,,,,,,,,,0.059,0.,0.059,0.064,0.,0.064,0.116,0.,0.116
8,1,8,,,,,,,,,,,,,,,,,,,,,,,0.273,0.,0.271,0.272,0.,0.272,0.386,0.,0.386
8,2,4,,,,,,,,,,,,,,,,,,,,,,,0.109,0.,0.109,0.11,0.,0.11,0.081,0.,0.081
8,4,2,,,,,,,,,,,,,,,,,,,,,,,0.071,0.,0.071,0.073,0.,0.073,0.153,0.,0.152
8,8,1,,,,,,,,,,,,,,,,,,,,,,,0.089,0.,0.089,0.098,0.,0.098,0.208,0.,0.208
9,1,9,,,,,,,,,,,,,,,,,,,,,,,0.388,0.,0.388,0.386,0.,0.386,0.587,0.,0.586
9,3,3,,,,,,,,,,,,,,,,,,,,,,,0.115,0.,0.115,0.115,0.,0.115,0.167,0.,0.167
9,9,1,,,,,,,,,,,,,,,,,,,,,,,0.145,0.,0.145,0.159,0.,0.159,0.25,0.,0.25
10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.773,0.,0.773
10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,0.,0.322
11,1,11,,,,,,,,,,,,,,,,,,,,,,,0.846,0.001,0.845,0.865,0.,0.865,,,
11,11,1,,,,,,,,,,,,,,,,,,,,,,,0.236,0.,0.236,0.288,0.001,0.285,,,
12,1,12,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,1.241,0.,1.241,1.241,0.,1.241,,,
12,3,4,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,0.21,0.,0.21,0.215,0.,0.214,0.135,0.,0.135
12,12,1,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,0.32,0.,0.32,0.362,0.,0.362,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.606,0.001,1.604
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.795,0.,0.793
15,1,15,,,,,,,,,,,,,,,,,,,,,,,3.59,0.005,3.582,3.617,0.006,3.609,,,
15,15,1,,,,,,,,,,,,,,,,,,,,,,,0.673,0.,0.672,0.779,0.001,0.777,,,
16,1,16,,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.125,0.001,4.122
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095,0.,2.095
18,1,18,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.001,0.001,0.,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.,0.34
24,1,24,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.003,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,,,,,0.004,0.,0.003,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
30,5,6,0.002,0.,0.002,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
31,1,31,0.007,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.046,0.006,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.007,0.,0.007,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
37,37,1,0.004,0.,0.004,,,,,,,,,,,,,,0.002,0.,0.001,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.07717,0.00020,0.00038,0.00016,0.154,0.012,0.064,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.002,0.,0.002,,,,,,,0.07670,0.00019,0.00038,0.00019,0.077,0.001,0.,0.002,0.,0.002,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.07656,0.00020,0.00041,0.00019,0.077,0.,0.001,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,,,,,0.008,0.,0.007,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
49,1,49,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.003,0.,0.003,,,,,,,,,,,,,,0.003,0.,0.002,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,,,,,0.055,0.007,0.048,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
61,1,61,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
67,1,67,0.018,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
72,8,9,0.004,0.,0.004,,,,,,,0.07679,0.00019,0.00039,0.00042,0.077,0.,0.,0.003,0.,0.003,0.,0.,0.,,,,,,,,,
74,1,74,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.07648,0.00036,0.00039,0.00040,0.077,0.,0.001,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.07784,0.00019,0.00041,0.00030,0.079,0.,0.001,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
80,1,80,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.014,0.,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
90,9,10,0.005,0.,0.005,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
92,1,92,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.032,0.,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.021,0.,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
104,1,104,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.082,0.,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.038,0.,0.038,,,,,,,,,,,,,,0.026,0.,0.026,,,,,,,,,,,,
110,10,11,0.006,0.,0.006,,,,,,,0.07617,0.00019,0.00042,0.00049,0.077,0.,0.002,0.004,0.,0.004,0.,0.,0.,,,,,,,,,
110,110,1,0.023,0.,0.023,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.07669,0.00019,0.00039,0.00049,0.077,0.,0.001,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.07789,0.00035,0.00040,0.00063,0.079,0.,0.002,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.074,0.,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,,,,,0.011,0.,0.01,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
123,1,123,0.062,0.,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.026,0.,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.034,0.,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,,,,,0.036,0.,0.036,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
132,11,12,0.007,0.,0.007,0.,0.,0.,0.,0.,0.,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
135,1,135,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,,,,,0.04,0.,0.04,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.07630,0.00019,0.00040,0.00054,0.077,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
150,150,1,,,,,,,,,,0.07643,0.00019,0.00041,0.00053,0.077,0.001,0.,,,,0.001,0.,0.001,,,,,,,,,
151,1,151,,,,,,,,,,,,,,,,,0.045,0.,0.045,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
156,12,13,0.009,0.,0.009,,,,,,,0.12281,0.00019,0.00040,0.00045,0.123,0.002,0.045,0.006,0.,0.006,0.,0.,0.,,,,,,,,,
157,1,157,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.1,0.,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,,,,,0.051,0.,0.051,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,,,,,0.056,0.,0.056,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
180,1,180,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.081,0.,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,,,,,0.067,0.,0.067,,,,,,,,,,,,
182,13,14,0.01,0.,0.01,0.,0.,0.,0.,0.,0.,0.07689,0.00020,0.00041,0.00052,0.078,0.,0.001,0.007,0.,0.007,0.001,0.,0.,,,,,,,,,
182,182,1,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.07712,0.00019,0.00044,0.00050,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
185,185,1,,,,,,,,,,0.07678,0.00019,0.00040,0.00067,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
193,1,193,,,,,,,,,,,,,,,,,0.071,0.,0.071,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,,,,,0.023,0.,0.023,,,,,,,,,,,,
202,1,202,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.077,0.,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,,,,,0.077,0.001,0.076,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
210,1,210,0.179,0.01,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.011,0.,0.011,,,,,,,0.07654,0.00020,0.00039,0.00059,0.077,0.,0.002,0.009,0.,0.009,0.001,0.,0.,,,,,,,,,
210,210,1,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,,,,,0.09,0.,0.09,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,,,,,0.025,0.,0.024,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.07642,0.00021,0.00038,0.00061,0.077,0.,0.002,,,,0.001,0.,0.,,,,,,,,,
221,221,1,,,,,,,,,,0.07704,0.00019,0.00042,0.00074,0.078,0.001,0.001,,,,0.045,0.003,0.042,,,,,,,,,
224,1,224,0.129,0.,0.129,,,,,,,,,,,,,,0.091,0.,0.091,,,,,,,,,,,,
224,224,1,0.087,0.,0.086,,,,,,,,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,,,,,0.096,0.,0.096,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.001,0.,0.,,,,,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
240,15,16,0.013,0.,0.013,0.,0.,0.,0.,0.,0.,,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,,,,,0.107,0.,0.107,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
247,1,247,0.145,0.,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,,,,,0.173,0.,0.173,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.07711,0.00019,0.00042,0.00076,0.078,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
257,257,1,,,,,,,,,,0.07751,0.00020,0.00045,0.00096,0.079,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.181,0.,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.129,0.,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.017,0.,0.017,,,,,,,0.07912,0.00019,0.00039,0.00080,0.08,0.001,0.001,,,,0.001,0.,0.001,,,,,,,,,
291,1,291,,,,,,,,,,,,,,,,,0.147,0.,0.147,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,,,,,0.042,0.,0.042,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.07689,0.00019,0.00045,0.00079,0.078,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
293,293,1,,,,,,,,,,0.07792,0.00019,0.00044,0.00108,0.079,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.001,0.,0.,0.001,0.001,0.,,,,,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.07669,0.00036,0.00041,0.00105,0.078,0.,0.001,0.013,0.,0.013,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.08246,0.00019,0.00043,0.00104,0.084,0.,0.001,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.07757,0.00019,0.00039,0.00132,0.079,0.001,0.001,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,,,,,0.211,0.,0.211,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,,,,,0.058,0.,0.057,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.07803,0.00020,0.00044,0.00089,0.079,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.07764,0.00022,0.00046,0.00123,0.079,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
336,1,336,0.257,0.,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.174,0.001,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.02,0.,0.02,0.,0.,0.,0.,0.,0.,0.07768,0.00020,0.00041,0.00096,0.079,0.,0.002,0.015,0.,0.015,0.001,0.,0.001,,,,,,,,,
355,1,355,,,,0.046,0.003,0.042,0.046,0.005,0.04,,,,,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,,,,,0.233,0.,0.233,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,,,,,0.058,0.,0.058,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.07794,0.00020,0.00043,0.00102,0.079,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.07936,0.00019,0.00044,0.00137,0.081,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
380,19,20,,,,,,,,,,0.07866,0.00019,0.00039,0.00105,0.08,0.001,0.001,0.017,0.,0.017,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,,,,,0.266,0.,0.266,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,,,,,0.08,0.,0.08,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.07636,0.00019,0.00039,0.00111,0.078,0.001,0.001,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.07778,0.00019,0.00041,0.00142,0.079,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
402,1,402,,,,,,,,,,,,,,,,,0.312,0.01,0.301,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,,,,,0.08,0.,0.08,,,,,,,,,,,,
404,1,404,0.388,0.,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,0.298,0.,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
