param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
11,0.15,0.,0.15,0.135,0.,0.135,0.003,0.,0.003,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.14,0.,0.14,0.125,0.,0.125
12,0.144,0.,0.144,0.131,0.,0.131,0.004,0.,0.004,0.002,0.,0.002,0.006,0.,0.006,0.005,0.,0.005,0.132,0.,0.132,0.122,0.,0.122
13,0.157,0.,0.157,0.143,0.,0.143,0.004,0.,0.004,0.003,0.,0.003,0.007,0.,0.007,0.006,0.,0.006,0.145,0.,0.145,0.133,0.,0.133
14,0.185,0.,0.184,0.165,0.,0.165,0.005,0.,0.005,0.004,0.,0.004,0.007,0.,0.007,0.006,0.,0.006,0.172,0.,0.17,0.155,0.,0.155
15,0.21,0.,0.21,0.203,0.,0.203,0.004,0.,0.004,0.004,0.,0.004,0.008,0.,0.008,0.007,0.,0.007,0.196,0.,0.196,0.19,0.,0.19
16,0.295,0.,0.295,0.311,0.,0.311,0.004,0.,0.004,0.005,0.,0.005,0.007,0.,0.007,0.009,0.,0.009,0.282,0.,0.282,0.295,0.,0.295
17,0.264,0.,0.264,0.278,0.,0.278,0.004,0.,0.004,0.006,0.,0.006,0.008,0.,0.008,0.01,0.,0.01,0.25,0.,0.25,0.261,0.,0.261
18,0.256,0.,0.256,0.258,0.,0.258,0.006,0.,0.006,0.005,0.,0.005,0.008,0.,0.008,0.008,0.,0.008,0.241,0.,0.241,0.244,0.,0.243
19,0.286,0.,0.285,0.276,0.002,0.273,0.005,0.,0.005,0.006,0.,0.006,0.009,0.,0.009,0.009,0.,0.009,0.27,0.,0.27,0.26,0.002,0.258
20,0.455,0.003,0.451,0.445,0.,0.445,0.006,0.,0.006,0.007,0.,0.007,0.009,0.003,0.006,0.012,0.,0.012,0.438,0.,0.438,0.424,0.,0.424
21,0.384,0.,0.384,0.373,0.,0.373,0.008,0.,0.008,0.007,0.,0.007,0.012,0.,0.012,0.012,0.,0.012,0.362,0.,0.362,0.353,0.,0.353
22,0.412,0.,0.408,0.386,0.,0.386,0.012,0.,0.008,0.008,0.,0.008,0.012,0.,0.012,0.01,0.,0.01,0.386,0.,0.386,0.366,0.,0.366
23,0.45,0.,0.45,0.426,0.003,0.422,0.009,0.,0.009,0.007,0.,0.007,0.013,0.,0.013,0.013,0.,0.013,0.427,0.,0.427,0.404,0.003,0.4
24,0.515,0.,0.515,0.47,0.,0.47,0.008,0.,0.008,0.008,0.,0.008,0.012,0.,0.012,0.013,0.,0.013,0.494,0.,0.494,0.447,0.,0.447
25,0.548,0.,0.548,0.538,0.,0.538,0.009,0.,0.009,0.009,0.,0.009,0.014,0.,0.014,0.016,0.,0.016,0.523,0.,0.523,0.512,0.,0.511
30,0.914,0.,0.914,0.922,0.,0.922,0.014,0.,0.014,0.013,0.,0.013,0.017,0.,0.017,0.017,0.,0.017,0.881,0.,0.881,0.891,0.,0.891
35,1.115,0.003,1.111,1.084,0.003,1.077,0.018,0.,0.018,0.017,0.,0.017,0.021,0.,0.021,0.022,0.,0.021,1.075,0.003,1.071,1.044,0.003,1.037
40,1.515,0.,1.515,1.618,0.,1.618,0.023,0.,0.023,0.024,0.,0.024,0.027,0.,0.027,0.028,0.,0.028,1.464,0.,1.464,1.565,0.,1.565
45,2.029,0.003,2.022,1.978,0.003,1.97,0.029,0.003,0.025,0.03,0.,0.03,0.032,0.,0.032,0.033,0.,0.033,1.967,0.,1.964,1.913,0.003,1.906
50,2.513,0.,2.512,2.52,0.,2.519,0.029,0.,0.029,0.031,0.,0.031,0.033,0.,0.033,0.035,0.,0.035,2.45,0.,2.449,2.453,0.,2.452
