param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.001,0.,0.001
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.003,0.
5,0.,0.,0.,0.003,0.003,0.
6,0.,0.,0.,0.004,0.004,0.
7,0.,0.,0.,0.004,0.,0.004
8,0.,0.,0.,0.005,0.,0.005
9,0.,0.,0.,0.006,0.,0.006
10,0.,0.,0.,0.007,0.003,0.004
11,0.,0.,0.,0.008,0.004,0.004
12,0.,0.,0.,0.039,0.003,0.036
13,0.,0.,0.,0.008,0.,0.008
14,0.,0.,0.,0.009,0.,0.008
15,0.,0.,0.,0.01,0.,0.01
16,0.,0.,0.,0.01,0.,0.01
17,0.,0.,0.,0.024,0.,0.024
18,0.,0.,0.,0.012,0.,0.012
19,0.,0.,0.,0.013,0.,0.013
20,0.,0.,0.,0.015,0.,0.015
21,0.,0.,0.,0.015,0.,0.015
22,0.,0.,0.,0.016,0.,0.016
23,0.001,0.,0.001,0.017,0.,0.017
24,0.001,0.,0.001,0.019,0.,0.019
25,0.001,0.,0.001,0.02,0.,0.02
26,0.001,0.,0.001,0.025,0.,0.025
27,0.001,0.,0.001,0.022,0.,0.022
28,0.001,0.,0.001,0.025,0.,0.025
29,0.001,0.,0.001,0.025,0.,0.025
30,0.001,0.,0.001,0.032,0.,0.032
31,0.001,0.,0.001,0.028,0.,0.028
32,0.001,0.,0.001,0.029,0.003,0.026
33,0.001,0.,0.001,0.031,0.,0.031
34,0.001,0.,0.001,0.086,0.,0.086
35,0.001,0.,0.001,0.035,0.,0.035
36,0.001,0.,0.001,0.064,0.,0.064
37,0.001,0.,0.001,0.041,0.,0.041
38,0.001,0.,0.001,0.057,0.,0.057
39,0.001,0.,0.001,0.044,0.,0.044
40,0.001,0.,0.001,0.043,0.,0.043
41,0.001,0.,0.001,0.047,0.003,0.043
42,0.001,0.,0.001,0.05,0.,0.05
43,0.001,0.,0.001,0.049,0.,0.049
44,0.001,0.,0.001,0.056,0.,0.056
45,0.001,0.,0.001,0.055,0.,0.055
46,0.001,0.,0.001,0.117,0.,0.117
47,0.001,0.,0.001,0.087,0.,0.087
48,0.001,0.,0.001,0.061,0.,0.061
49,0.001,0.,0.001,0.072,0.,0.072
50,0.001,0.,0.001,0.063,0.,0.063
51,0.001,0.,0.001,0.066,0.003,0.062
52,0.001,0.,0.001,0.071,0.,0.071
53,0.001,0.,0.001,0.073,0.,0.073
54,0.002,0.,0.002,0.077,0.,0.077
55,0.001,0.,0.001,0.08,0.,0.08
56,0.002,0.,0.002,0.084,0.,0.084
57,0.002,0.,0.002,0.085,0.,0.085
58,0.002,0.,0.002,0.088,0.003,0.084
59,0.002,0.,0.002,0.091,0.,0.091
60,0.002,0.,0.002,0.094,0.,0.094
61,0.002,0.,0.002,0.091,0.,0.091
62,0.002,0.,0.002,0.102,0.003,0.098
63,0.002,0.,0.002,0.108,0.003,0.104
64,0.009,0.,0.009,0.108,0.,0.108
65,0.002,0.,0.002,0.109,0.,0.109
66,0.002,0.,0.002,0.113,0.,0.113
67,0.002,0.,0.002,0.12,0.,0.12
68,0.002,0.,0.002,0.128,0.003,0.124
69,0.002,0.,0.002,0.121,0.,0.121
70,0.002,0.,0.002,0.137,0.003,0.133
71,0.005,0.,0.005,0.128,0.,0.128
72,0.002,0.,0.002,0.14,0.,0.14
73,0.002,0.,0.002,0.137,0.,0.137
74,0.002,0.,0.002,0.136,0.,0.136
75,0.002,0.,0.002,0.139,0.,0.139
76,0.002,0.,0.002,0.141,0.,0.141
77,0.002,0.,0.002,0.148,0.003,0.144
78,0.002,0.,0.002,0.148,0.,0.148
79,0.002,0.,0.002,0.161,0.,0.161
80,0.004,0.,0.004,0.157,0.,0.157
81,0.002,0.,0.002,0.16,0.,0.16
82,0.002,0.,0.002,0.163,0.,0.163
83,0.002,0.,0.002,0.168,0.,0.168
84,0.002,0.,0.002,0.184,0.,0.184
85,0.002,0.,0.002,0.187,0.,0.187
86,0.002,0.,0.002,0.201,0.,0.201
87,0.003,0.,0.003,0.2,0.,0.2
88,0.003,0.,0.002,0.208,0.003,0.204
89,0.003,0.,0.003,0.206,0.003,0.202
90,0.002,0.,0.002,0.204,0.,0.203
91,0.003,0.,0.003,0.201,0.,0.201
92,0.003,0.,0.003,0.213,0.,0.213
93,0.003,0.,0.003,0.212,0.,0.212
