param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
106,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
112,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
113,,,,0.004,0.,0.004,,,,,,,,,,,,,,,
116,,,,,,,,,,0.,0.,0.,0.,0.,0.,,,,,,
117,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,0.,0.,0.
122,,,,0.005,0.,0.005,0.005,0.,0.005,,,,,,,,,,,,
127,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
130,,,,0.006,0.,0.006,,,,,,,,,,,,,,,
133,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
138,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
139,,,,0.006,0.,0.006,,,,,,,,,,,,,,,
143,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
148,,,,0.007,0.,0.007,0.007,0.,0.007,,,,,,,,,,,,
153,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
156,,,,0.007,0.,0.007,,,,,,,,,,,,,,,
159,,,,,,,0.008,0.,0.008,,,,,,,,,,0.001,0.,0.001
164,,,,,,,0.009,0.003,0.006,,,,,,,,,,,,
165,,,,0.008,0.,0.008,,,,,,,,,,,,,,,
169,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
173,,,,0.009,0.,0.009,,,,,,,,,,,,,,,
174,,,,,,,0.02,0.,0.02,,,,,,,,,,,,
180,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
182,,,,0.009,0.,0.009,,,,,,,,,,,,,,,
185,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
190,,,,0.015,0.,0.015,0.014,0.,0.014,,,,,,,,,,,,
195,,,,,,,0.012,0.,0.012,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,0.001,0.,0.001
199,,,,0.011,0.,0.011,,,,,,,,,,,,,,,
200,,,,,,,0.084,0.,0.084,,,,,,,,,,,,
206,,,,,,,0.015,0.,0.015,,,,,,,,,,,,
208,,,,0.012,0.,0.012,,,,,,,,,,,,,,,
211,,,,,,,0.051,0.,0.051,,,,,,,,,,,,
216,,,,0.02,0.,0.02,0.014,0.,0.014,,,,,,,,,,,,
221,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
225,,,,0.013,0.,0.013,,,,,,,,,,,,,,,
227,,,,,,,0.032,0.,0.032,,,,,,,,,,,,
229,,,,,,,,,,0.001,0.,0.001,0.001,0.001,0.,,,,,,
232,,,,,,,0.019,0.,0.019,,,,,,,,,,,,
233,,,,0.014,0.,0.014,,,,,,,,,,,,,,,
237,,,,,,,0.017,0.,0.017,,,,,,,,,,0.057,0.003,0.053
242,,,,0.016,0.,0.016,0.02,0.,0.02,,,,,,,,,,,,
247,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
250,,,,0.088,0.,0.088,,,,,,,,,,,,,,,
253,,,,,,,0.021,0.,0.021,,,,,,,,,,,,
258,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
259,,,,0.017,0.,0.017,,,,,,,,,,,,,,,
263,,,,,,,0.021,0.,0.021,,,,,,,,,,,,
268,,,,0.055,0.,0.055,0.026,0.,0.026,,,,,,,,,,,,
273,,,,,,,0.093,0.,0.093,,,,,,,,,,,,
276,,,,0.019,0.,0.019,,,,,,,,,,,,,0.002,0.,0.001
279,,,,,,,0.066,0.,0.066,,,,,,,,,,,,
284,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
285,,,,0.035,0.,0.035,,,,,,,,,,,,,,,
289,,,,,,,0.041,0.,0.041,,,,,,,,,,,,
292,,,,,,,0.092,0.004,0.088,,,,,,,,,,,,
293,,,,0.021,0.,0.021,,,,,,,,,,,,,,,
294,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
300,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
302,,,,0.023,0.,0.023,,,,,,,,,,,,,,,
305,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
310,,,,0.024,0.,0.024,0.032,0.,0.032,,,,,,,,,,,,
315,,,,,,,0.035,0.,0.035,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.032,0.003,0.028,,,,,,,,,,,,,,,
320,,,,,,,0.038,0.,0.038,,,,,,,,,,,,
326,,,,,,,0.036,0.,0.036,,,,,,,,,,,,
328,,,,0.033,0.,0.033,,,,,,,,,,,,,,,
331,,,,,,,0.034,0.,0.034,,,,,,,,,,,,
336,,,,0.027,0.,0.027,0.034,0.,0.034,,,,,,,,,,,,
341,,,,,,,0.041,0.,0.041,,,,,,,,,,,,
343,,,,,,,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,
345,,,,0.1,0.,0.1,,,,,,,,,,,,,,,
347,,,,,,,0.044,0.,0.044,,,,,,,,,,,,
352,,,,,,,0.046,0.,0.046,,,,,,,,,,,,
353,,,,0.067,0.,0.067,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
357,,,,,,,0.044,0.,0.044,,,,,,,,,,,,
362,,,,0.031,0.,0.031,0.045,0.,0.045,,,,,,,,,,,,
367,,,,,,,0.046,0.,0.046,,,,,,,,,,,,
370,,,,0.046,0.,0.046,,,,,,,,,,,,,,,
373,,,,,,,0.047,0.,0.047,,,,,,,,,,,,
378,,,,,,,0.047,0.,0.047,,,,,,,,,,,,
379,,,,0.034,0.,0.034,,,,,,,,,,,,,,,
383,,,,,,,0.057,0.,0.057,,,,,,,,,,,,
387,,,,0.035,0.,0.035,,,,,,,,,,,,,,,
388,,,,,,,0.051,0.,0.051,,,,,,,,,,,,
394,,,,,,,0.049,0.,0.049,,,,,,,,,,0.003,0.,0.003
396,,,,0.036,0.,0.036,,,,,,,,,,,,,,,
399,,,,,,,0.053,0.,0.053,,,,,,,,,,,,
404,,,,,,,0.065,0.003,0.061,,,,,,,,,,,,
405,,,,0.038,0.,0.038,,,,,,,,,,,,,,,
409,,,,,,,0.071,0.003,0.067,,,,,,,,,,,,
413,,,,0.039,0.,0.039,,,,,,,,,,,,,,,
414,,,,,,,0.074,0.,0.074,,,,,,,,,,,,
420,,,,,,,0.063,0.,0.063,,,,,,,,,,,,
422,,,,0.04,0.,0.04,,,,,,,,,,,,,,,
425,,,,,,,0.07,0.,0.07,,,,,,,,,,,,
430,,,,0.041,0.,0.041,0.08,0.,0.08,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
435,,,,,,,0.077,0.003,0.073,,,,,,,,,,,,
439,,,,0.044,0.,0.044,,,,,,,,,,,,,,,
441,,,,,,,0.073,0.,0.073,,,,,,,,,,,,
446,,,,,,,0.079,0.,0.079,,,,,,,,,,,,
447,,,,0.045,0.,0.045,,,,,,,,,,,,,,,
451,,,,,,,0.072,0.,0.072,,,,,,,,,,,,
456,,,,0.046,0.,0.046,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,
458,,,,0.112,0.,0.112,,,,,,,,,,,,,,,
465,,,,0.048,0.,0.048,,,,,,,,,,,,,,,
469,,,,,,,0.076,0.,0.076,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
473,,,,0.049,0.,0.049,,,,,,,,,,,,,,,
482,,,,0.051,0.,0.051,,,,,,,,,,,,,,,
487,,,,,,,0.084,0.,0.084,,,,,,,,,,,,
490,,,,0.053,0.,0.053,,,,,,,,,,,,,,,
499,,,,0.054,0.,0.054,,,,,,,,,,,,,,,
505,,,,,,,0.094,0.,0.094,,,,,,,,,,,,
507,,,,0.056,0.,0.056,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
516,,,,0.058,0.,0.058,,,,,,,,,,,,,,,
523,,,,,,,0.103,0.003,0.099,,,,,,,,,,,,
525,,,,0.06,0.,0.06,,,,,,,,,,,,,,,
533,,,,0.061,0.,0.061,,,,,,,,,,,,,,,
541,,,,,,,0.114,0.,0.114,,,,,,,,,,,,
542,,,,0.063,0.,0.063,,,,,,,,,,,,,,,
550,,,,0.065,0.,0.065,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
559,,,,0.067,0.,0.067,0.112,0.,0.112,,,,,,,,,,,,
567,,,,0.068,0.,0.068,,,,,,,,,,,,,,,
570,,,,,,,,,,0.006,0.,0.006,0.006,0.,0.006,,,,,,
576,,,,0.069,0.,0.069,,,,,,,,,,,,,,,
577,,,,,,,0.142,0.,0.142,,,,,,,,,,,,
583,,,,,,,0.114,0.,0.114,,,,,,,,,,,,
585,,,,0.072,0.,0.072,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
593,,,,0.074,0.,0.074,,,,,,,,,,,,,,,
595,,,,,,,0.16,0.,0.16,,,,,,,,,,,,
602,,,,0.076,0.,0.076,,,,,,,,,,,,,,,
610,,,,0.078,0.,0.078,,,,,,,,,,,,,,,
613,,,,,,,0.16,0.,0.16,,,,,,,,,,,,
619,,,,0.081,0.,0.081,,,,,,,,,,,,,,,
627,,,,0.083,0.,0.083,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
631,,,,,,,0.167,0.,0.167,,,,,,,,,,,,
636,,,,0.085,0.,0.085,,,,,,,,,,,,,,,
644,,,,0.086,0.,0.086,,,,,,,,,,,,,,,
649,,,,,,,0.159,0.003,0.155,,,,,,,,,,,,
653,,,,0.088,0.,0.088,,,,,,,,,,,,,,,
662,,,,0.091,0.,0.091,,,,,,,,,,,,,,,
667,,,,,,,0.187,0.,0.187,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
670,,,,0.093,0.,0.093,,,,,,,,,,,,,,,
679,,,,0.096,0.,0.096,,,,,,,,,,,,,,,
684,,,,,,,,,,0.008,0.,0.008,0.008,0.,0.008,,,,,,
685,,,,,,,0.183,0.,0.183,,,,,,,,,,,,
687,,,,0.097,0.,0.097,,,,,,,,,,,,,,,
696,,,,0.1,0.003,0.096,,,,,,,,,,,,,,,
703,,,,,,,0.227,0.,0.227,,,,,,,,,,,,
704,,,,0.101,0.,0.101,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
713,,,,0.103,0.,0.103,,,,,,,,,,,,,,,
721,,,,,,,0.242,0.,0.242,,,,,,,,,,,,
739,,,,,,,0.22,0.,0.22,,,,,,,,,,,,
744,,,,0.112,0.,0.112,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
757,,,,,,,0.235,0.,0.235,,,,,,,,,,,,
775,,,,0.12,0.,0.12,0.247,0.,0.247,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,0.011,0.,0.011
793,,,,,,,0.301,0.,0.301,,,,,,,,,,,,
797,,,,,,,,,,0.011,0.,0.011,0.011,0.,0.011,,,,,,
806,,,,0.129,0.,0.129,,,,,,,,,,,,,,,
811,,,,,,,0.255,0.,0.255,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,0.012,0.,0.012
829,,,,,,,0.282,0.,0.282,,,,,,,,,,,,
837,,,,0.139,0.,0.139,,,,,,,,,,,,,,,
847,,,,,,,0.3,0.,0.3,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
865,,,,,,,0.351,0.,0.351,,,,,,,,,,,,
868,,,,0.149,0.,0.149,,,,,,,,,,,,,,,
873,,,,,,,0.407,0.007,0.4,,,,,,,,,,,,
883,,,,,,,0.311,0.,0.311,,,,,,,,,,,,
898,,,,0.158,0.,0.158,,,,,,,,,,,,,,,
901,,,,,,,0.334,0.,0.334,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
911,,,,,,,,,,0.014,0.,0.014,0.014,0.,0.014,,,,,,
914,,,,0.242,0.,0.242,,,,,,,,,,,,,,,
929,,,,0.168,0.,0.168,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,0.015,0.,0.015
960,,,,0.179,0.,0.179,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,0.016,0.,0.016
991,,,,0.19,0.,0.19,0.453,0.,0.453,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1022,,,,0.203,0.,0.203,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.017,0.,0.017,0.017,0.,0.017,,,,,,
1053,,,,0.213,0.003,0.209,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,0.019,0.,0.019
1081,,,,,,,0.519,0.,0.519,,,,,,,,,,,,
1084,,,,0.222,0.,0.222,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,0.02,0.,0.02
1115,,,,0.235,0.,0.235,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.021,0.,0.021,0.033,0.,0.033,,,,0.022,0.,0.022
1146,,,,0.246,0.,0.246,,,,,,,,,,,,,,,
1164,,,,,,,0.655,0.004,0.651,,,,,,,,,,,,
1171,,,,,,,0.59,0.,0.59,,,,,,,,,,,,
1177,,,,0.261,0.,0.261,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,0.023,0.,0.023
1208,,,,0.276,0.,0.276,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,0.024,0.,0.024
1239,,,,0.288,0.,0.288,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.025,0.,0.025,0.025,0.,0.025,,,,,,
1256,,,,,,,,,,,,,,,,,,,0.026,0.,0.026
1261,,,,,,,0.732,0.,0.732,,,,,,,,,,,,
1269,,,,0.301,0.,0.301,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,0.027,0.,0.027
1300,,,,0.314,0.,0.314,,,,,,,,,,,,,,,
1331,,,,0.333,0.,0.333,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1351,,,,,,,0.742,0.011,0.73,,,,,,,,,,,,
1362,,,,0.345,0.,0.345,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.029,0.,0.029,0.029,0.,0.029,,,,,,
1370,,,,0.515,0.,0.515,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,0.031,0.,0.031
1393,,,,0.361,0.,0.361,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,0.032,0.,0.032
1424,,,,0.368,0.,0.368,,,,,,,,,,,,,,,
1441,,,,,,,0.891,0.,0.891,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,0.034,0.,0.034
1454,,,,,,,1.03,0.003,1.026,,,,,,,,,,,,
1479,,,,,,,,,,0.034,0.,0.034,0.034,0.,0.034,,,,,,
1491,,,,,,,,,,,,,,,,,,,0.036,0.,0.036
1530,,,,,,,,,,,,,,,,,,,0.037,0.,0.037
1531,,,,,,,1.064,0.,1.064,,,,,,,,,,,,
1566,,,,0.438,0.,0.438,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,0.039,0.,0.039
1593,,,,,,,,,,0.039,0.,0.039,0.039,0.,0.039,,,,,,
1609,,,,,,,,,,,,,,,,,,,0.04,0.,0.04
1621,,,,,,,1.165,0.,1.165,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,0.043,0.,0.043
1687,,,,,,,,,,,,,,,,,,,0.045,0.,0.045
1706,,,,,,,,,,0.044,0.,0.044,0.044,0.,0.044,,,,,,
1709,,,,0.501,0.,0.501,,,,,,,,,,,,,,,
1711,,,,,,,1.277,0.,1.277,,,,,,,,,,,,
1726,,,,,,,,,,,,,,,,,,,0.047,0.,0.047
1765,,,,,,,,,,,,,,,,,,,0.049,0.,0.049
1801,,,,,,,1.376,0.,1.376,,,,,,,,,,,,
1805,,,,,,,,,,,,,,,,,,,0.051,0.,0.051
1820,,,,,,,,,,0.051,0.,0.051,0.049,0.,0.049,,,,,,
1826,,,,0.575,0.,0.575,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,0.053,0.,0.053
1851,,,,0.587,0.,0.587,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,0.055,0.,0.055
1922,,,,,,,,,,,,,,,,,,,0.062,0.,0.062
1933,,,,,,,,,,0.056,0.,0.056,0.056,0.,0.056,,,,,,
1961,,,,,,,,,,,,,,,,,,,0.059,0.,0.059
1993,,,,0.706,0.,0.706,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,0.061,0.,0.061
2013,,,,,,,,,,,,,,,,,,,0.118,0.003,0.114
2040,,,,,,,,,,,,,,,,,,,0.064,0.,0.064
2047,,,,,,,,,,0.06,0.,0.06,0.06,0.,0.06,,,,,,
2079,,,,,,,,,,,,,,,,,,,0.067,0.,0.067
2118,,,,,,,,,,,,,,,,,,,0.068,0.,0.068
2136,,,,0.799,0.003,0.795,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,0.072,0.,0.072
2161,,,,,,,2.06,0.011,2.048,0.07,0.,0.07,0.073,0.,0.073,,,,,,
2197,,,,,,,,,,,,,,,,,,,0.08,0.,0.08
2236,,,,,,,,,,,,,,,,,,,0.077,0.,0.077
2274,,,,,,,,,,0.077,0.,0.077,0.076,0.,0.076,,,,,,
2275,,,,,,,,,,,,,,,,,,,0.077,0.,0.077
2278,,,,0.902,0.,0.902,,,,,,,,,,,,,,,
2282,,,,0.873,0.,0.873,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,0.08,0.,0.08
2353,,,,,,,,,,,,,,,,,,,0.083,0.,0.083
2388,,,,,,,,,,0.084,0.,0.084,0.084,0.,0.084,,,,,,
2392,,,,,,,,,,,,,,,,,,,0.087,0.,0.087
2420,,,,1.024,0.,1.024,,,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,,0.089,0.,0.089
2471,,,,,,,,,,,,,,,,,,,0.093,0.,0.093
2502,,,,,,,,,,0.089,0.,0.089,0.097,0.,0.097,,,,,,
2510,,,,,,,,,,,,,,,,,,,0.162,0.,0.162
2521,,,,,,,2.771,0.003,2.766,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,0.097,0.,0.097
2562,,,,1.135,0.,1.135,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,0.102,0.,0.101
2615,,,,,,,,,,0.099,0.,0.099,0.099,0.,0.099,,,,,,
2628,,,,,,,,,,,,,,,,,,,0.103,0.,0.103
2667,,,,,,,,,,,,,,,,,,,0.143,0.,0.143
2705,,,,1.262,0.,1.262,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,0.11,0.,0.11
2729,,,,,,,,,,0.108,0.,0.108,0.108,0.,0.108,,,,,,
2745,,,,,,,,,,,,,,,,,,,0.114,0.,0.114
2784,,,,,,,,,,,,,,,,,,,0.115,0.,0.115
2824,,,,,,,,,,,,,,,,,,,0.133,0.,0.133
2842,,,,,,,,,,0.117,0.,0.117,0.187,0.,0.187,,,,,,
2847,,,,1.384,0.,1.384,,,,,,,,,,,,,,,
2863,,,,,,,,,,,,,,,,,,,0.119,0.,0.119
2881,,,,,,,3.583,0.027,3.555,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,0.125,0.,0.125
2941,,,,,,,,,,,,,,,,,,,0.129,0.,0.129
2956,,,,,,,,,,0.123,0.,0.123,0.125,0.,0.125,,,,,,
2980,,,,,,,,,,,,,,,,,,,0.131,0.,0.131
3019,,,,,,,,,,,,,,,,,,,0.134,0.,0.134
3059,,,,,,,,,,,,,,,,,,,0.137,0.,0.137
3070,,,,,,,,,,0.172,0.,0.172,0.136,0.,0.136,,,,,,
3098,,,,,,,,,,,,,,,,,,,0.145,0.,0.145
3137,,,,,,,,,,,,,,,,,,,0.15,0.,0.15
3183,,,,,,,,,,0.145,0.,0.145,0.161,0.,0.16,,,,,,
3241,,,,,,,4.547,0.023,4.523,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,0.156,0.,0.156
3297,,,,,,,,,,0.156,0.,0.156,0.155,0.,0.155,,,,,,
3398,,,,,,,,,,,,,,,,,,,0.175,0.,0.175
3410,,,,,,,,,,0.164,0.,0.164,0.166,0.,0.166,,,,,,
3416,,,,1.958,0.,1.957,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.171,0.,0.171,0.178,0.,0.178,,,,,,
3529,,,,,,,,,,,,,,,,,,,0.18,0.,0.18
3601,,,,,,,5.586,0.023,5.562,,,,,,,,,,,,
3638,,,,,,,,,,0.186,0.,0.186,0.194,0.,0.194,,,,,,
3660,,,,,,,,,,,,,,,,,,,0.196,0.,0.196
3674,,,,,,,,,,0.244,0.012,0.232,0.208,0.,0.208,,,,,,
3751,,,,,,,,,,0.196,0.,0.196,0.19,0.,0.19,,,,,,
3790,,,,,,,,,,,,,,,,,,,0.276,0.,0.276
3865,,,,,,,,,,0.276,0.,0.276,0.206,0.,0.206,,,,,,
3921,,,,,,,,,,,,,,,,,,,0.224,0.,0.224
3979,,,,,,,,,,0.214,0.,0.214,0.252,0.,0.252,,,,,,
3985,,,,2.617,0.003,2.613,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,0.248,0.,0.248
4052,,,,,,,,,,,,,,,,,,,0.27,0.,0.27
4092,,,,,,,,,,0.251,0.,0.251,0.234,0.,0.234,,,,,,
4182,,,,,,,,,,,,,,,,,,,0.249,0.,0.249
4206,,,,,,,,,,0.238,0.,0.238,0.246,0.,0.246,,,,,,
4313,,,,,,,,,,,,,,,,,,,0.277,0.003,0.274
4319,,,,,,,,,,0.259,0.,0.259,0.264,0.,0.264,,,,,,
4433,,,,,,,,,,0.273,0.,0.272,0.278,0.,0.278,,,,,,
4444,,,,,,,,,,,,,,,,,,,0.283,0.,0.283
4547,,,,,,,,,,0.291,0.,0.291,0.286,0.,0.286,,,,,,
