param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
259,,,,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,
268,,,,0.021,0.,0.021,0.068,0.,0.068,,,,,,,,,,,,,,,,,,,,
273,,,,,,,0.038,0.,0.038,,,,,,,,,,,,,,,,,,,,
276,,,,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,0.001,0.,0.001
279,,,,,,,0.032,0.,0.031,,,,,,,,,,,,,,,,,,,,
284,,,,,,,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,
285,,,,0.024,0.,0.024,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,0.039,0.,0.038,,,,,,,,,,,,,,,,,,,,
292,,,,,,,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,
293,,,,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,
300,,,,,,,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,
302,,,,0.034,0.,0.034,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,0.037,0.,0.037,,,,,,,,,,,,,,,,,,,,
310,,,,0.028,0.,0.028,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,
315,,,,,,,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,0.042,0.,0.041,,,,,,,,,,,,,,,,,,,,
326,,,,,,,0.048,0.,0.048,,,,,,,,,,,,,,,,,,,,
328,,,,0.031,0.,0.031,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,0.055,0.001,0.053,,,,,,,,,,,,,,,,,,,,
336,,,,0.098,0.,0.098,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,
341,,,,,,,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,0.08215,0.00013,0.00077,0.00033,0.083,0.,0.002,0.08163,0.00018,0.00079,0.00033,0.083,0.,0.002,,,,,,
345,,,,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,
352,,,,,,,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,
353,,,,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
357,,,,,,,0.048,0.,0.048,,,,,,,,,,,,,,,,,,,,
362,,,,0.036,0.,0.036,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,
367,,,,,,,0.052,0.,0.051,,,,,,,,,,,,,,,,,,,,
370,,,,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,
378,,,,,,,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,
379,,,,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,0.077,0.002,0.074,,,,,,,,,,,,,,,,,,,,
387,,,,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,
394,,,,,,,0.058,0.,0.057,,,,,,,,,,,,,,,,,,0.003,0.,0.003
396,,,,0.042,0.,0.042,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,0.077,0.,0.077,,,,,,,,,,,,,,,,,,,,
404,,,,,,,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,
405,,,,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,
413,,,,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,0.087,0.,0.086,,,,,,,,,,,,,,,,,,,,
420,,,,,,,0.09,0.,0.09,,,,,,,,,,,,,,,,,,,,
422,,,,0.047,0.,0.047,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,
430,,,,0.049,0.,0.049,0.086,0.,0.086,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
435,,,,,,,0.071,0.,0.07,,,,,,,,,,,,,,,,,,,,
439,,,,0.05,0.,0.05,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,0.088,0.,0.087,,,,,,,,,,,,,,,,,,,,
446,,,,,,,0.075,0.,0.075,,,,,,,,,,,,,,,,,,,,
447,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,0.085,0.,0.085,,,,,,,,,,,,,,,,,,,,
456,,,,0.054,0.,0.054,,,,0.08129,0.00013,0.00099,0.00042,0.082,0.001,0.001,0.08153,0.00019,0.00099,0.00043,0.083,0.,0.002,,,,,,
458,,,,0.073,0.001,0.072,,,,,,,,,,,,,,,,,,,,,,,
465,,,,0.056,0.,0.056,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,0.107,0.,0.107,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
473,,,,0.057,0.,0.057,,,,,,,,,,,,,,,,,,,,,,,
482,,,,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,0.092,0.,0.092,,,,,,,,,,,,,,,,,,,,
490,,,,0.061,0.,0.061,,,,,,,,,,,,,,,,,,,,,,,
499,,,,0.063,0.,0.063,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,0.105,0.,0.105,,,,,,,,,,,,,,,,,,,,
507,,,,0.065,0.,0.065,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
516,,,,0.067,0.,0.067,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,0.133,0.001,0.131,,,,,,,,,,,,,,,,,,,,
525,,,,0.069,0.,0.069,,,,,,,,,,,,,,,,,,,,,,,
533,,,,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,0.138,0.,0.137,,,,,,,,,,,,,,,,,,,,
542,,,,0.073,0.,0.073,,,,,,,,,,,,,,,,,,,,,,,
550,,,,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
559,,,,0.078,0.,0.078,0.164,0.003,0.16,,,,,,,,,,,,,,,,,,,,
567,,,,0.08,0.,0.079,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,0.08098,0.00013,0.00131,0.00053,0.083,0.,0.002,0.08317,0.00015,0.00129,0.00058,0.085,0.,0.001,,,,,,
576,,,,0.082,0.,0.082,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,0.175,0.001,0.174,,,,,,,,,,,,,,,,,,,,
583,,,,,,,0.151,0.001,0.149,,,,,,,,,,,,,,,,,,,,
585,,,,0.084,0.,0.084,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
593,,,,0.086,0.,0.086,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,0.182,0.,0.181,,,,,,,,,,,,,,,,,,,,
602,,,,0.089,0.,0.089,,,,,,,,,,,,,,,,,,,,,,,
610,,,,0.09,0.,0.09,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,0.16,0.001,0.159,,,,,,,,,,,,,,,,,,,,
619,,,,0.093,0.,0.093,,,,,,,,,,,,,,,,,,,,,,,
627,,,,0.095,0.,0.095,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
631,,,,,,,0.193,0.,0.191,,,,,,,,,,,,,,,,,,,,
636,,,,0.098,0.,0.098,,,,,,,,,,,,,,,,,,,,,,,
644,,,,0.1,0.,0.1,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,0.183,0.,0.183,,,,,,,,,,,,,,,,,,,,
653,,,,0.102,0.,0.102,,,,,,,,,,,,,,,,,,,,,,,
662,,,,0.105,0.,0.105,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,0.227,0.,0.227,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
670,,,,0.108,0.,0.108,,,,,,,,,,,,,,,,,,,,,,,
679,,,,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,0.08271,0.00013,0.00167,0.00061,0.085,0.,0.003,0.08251,0.00020,0.00165,0.00061,0.085,0.,0.003,,,,,,
685,,,,,,,0.253,0.,0.253,,,,,,,,,,,,,,,,,,,,
687,,,,0.112,0.,0.112,,,,,,,,,,,,,,,,,,,,,,,
696,,,,0.115,0.,0.115,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,0.237,0.,0.237,,,,,,,,,,,,,,,,,,,,
704,,,,0.116,0.,0.116,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
713,,,,0.12,0.,0.12,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,0.257,0.,0.257,,,,,,,,,,,,,,,,,,,,
739,,,,,,,0.245,0.,0.245,,,,,,,,,,,,,,,,,,,,
744,,,,0.129,0.,0.129,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.,0.021
757,,,,,,,0.315,0.,0.315,,,,,,,,,,,,,,,,,,,,
775,,,,0.139,0.,0.139,0.315,0.,0.315,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
793,,,,,,,0.291,0.001,0.288,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,0.08271,0.00016,0.00202,0.00070,0.085,0.,0.002,0.09495,0.00015,0.00204,0.00071,0.098,0.,0.015,,,,,,
806,,,,0.15,0.,0.15,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,0.307,0.,0.307,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
829,,,,,,,0.395,0.,0.395,,,,,,,,,,,,,,,,,,,,
837,,,,0.161,0.,0.16,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,0.349,0.,0.348,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.,0.011
865,,,,,,,0.344,0.,0.344,,,,,,,,,,,,,,,,,,,,
868,,,,0.17,0.,0.17,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,0.473,0.006,0.467,,,,,,,,,,,,,,,,,,,,
883,,,,,,,0.415,0.,0.413,,,,,,,,,,,,,,,,,,,,
898,,,,0.182,0.,0.181,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,0.4,0.,0.4,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.,0.012
911,,,,,,,,,,0.08125,0.00013,0.00248,0.00084,0.084,0.,0.004,0.08420,0.00015,0.00251,0.00079,0.087,0.,0.004,,,,,,
914,,,,0.305,0.,0.305,,,,,,,,,,,,,,,,,,,,,,,
929,,,,0.194,0.,0.194,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
960,,,,0.205,0.,0.205,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
991,,,,0.219,0.,0.219,0.491,0.,0.491,,,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.,0.015
1022,,,,0.231,0.,0.231,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.08115,0.00013,0.00313,0.00089,0.085,0.,0.004,0.08103,0.00017,0.00302,0.00086,0.085,0.,0.004,,,,,,
1053,,,,0.246,0.,0.246,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.,0.016
1081,,,,,,,0.623,0.,0.623,,,,,,,,,,,,,,,,,,,,
1084,,,,0.259,0.,0.259,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017
1115,,,,0.272,0.,0.272,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.08146,0.00013,0.00361,0.00098,0.086,0.,0.004,0.08140,0.00015,0.00358,0.00097,0.086,0.001,0.003,,,,0.025,0.,0.024
1146,,,,0.286,0.,0.286,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,0.877,0.012,0.865,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,0.665,0.,0.665,,,,,,,,,,,,,,,,,,,,
1177,,,,0.304,0.,0.304,,,,,,,,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.,0.019
1208,,,,0.321,0.,0.32,,,,,,,,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.,0.02
1239,,,,0.337,0.,0.337,,,,,,,,,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.08030,0.00013,0.00433,0.00105,0.085,0.,0.006,0.08223,0.00016,0.01597,0.00106,0.099,0.,0.017,,,,,,
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.,0.022
1261,,,,,,,0.806,0.006,0.799,,,,,,,,,,,,,,,,,,,,
1269,,,,0.352,0.,0.352,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.,0.023
1300,,,,0.367,0.,0.367,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,0.382,0.,0.382,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.,0.024
1351,,,,,,,0.981,0.,0.98,,,,,,,,,,,,,,,,,,,,
1362,,,,0.402,0.,0.401,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.08180,0.00013,0.00493,0.00115,0.088,0.,0.006,0.08173,0.00015,0.00481,0.00123,0.088,0.,0.006,,,,,,
1370,,,,0.572,0.,0.572,,,,,,,,,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
1393,,,,0.418,0.,0.418,,,,,,,,,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.,0.026
1424,,,,0.431,0.,0.431,,,,,,,,,,,,,,,,,,,,,,,
1441,,,,,,,1.069,0.,1.068,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.,0.028
1454,,,,,,,1.147,0.005,1.142,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,,,,0.08099,0.00013,0.00560,0.00121,0.088,0.,0.007,0.08205,0.00015,0.00572,0.00124,0.089,0.,0.007,,,,,,
1491,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.,0.03
1530,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.,0.031
1531,,,,,,,1.261,0.004,1.256,,,,,,,,,,,,,,,,,,,,
1566,,,,0.519,0.,0.519,,,,,,,,,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.,0.032
