param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.002,0.002,0.
2,0.,0.,0.,0.004,0.,0.004
3,0.,0.,0.,0.005,0.,0.005
4,0.,0.,0.,0.007,0.003,0.003
5,0.001,0.,0.001,0.009,0.,0.009
6,0.001,0.,0.,0.011,0.003,0.007
7,0.001,0.,0.,0.013,0.003,0.01
8,0.052,0.008,0.044,0.015,0.003,0.011
9,0.001,0.,0.001,0.013,0.,0.013
10,0.001,0.,0.001,0.015,0.,0.015
11,0.001,0.,0.001,0.017,0.,0.017
12,0.001,0.,0.001,0.021,0.,0.021
13,0.001,0.,0.001,0.022,0.,0.022
14,0.001,0.,0.001,0.026,0.,0.026
15,0.001,0.,0.001,0.11,0.,0.11
16,0.001,0.,0.001,0.03,0.,0.03
17,0.001,0.,0.001,0.036,0.,0.036
18,0.001,0.,0.001,0.037,0.,0.037
19,0.001,0.,0.001,0.069,0.,0.069
20,0.003,0.,0.003,0.047,0.,0.047
21,0.001,0.,0.001,0.048,0.,0.048
22,0.001,0.,0.001,0.052,0.,0.052
23,0.002,0.,0.002,0.059,0.,0.059
24,0.002,0.,0.002,0.075,0.,0.075
25,0.002,0.,0.002,0.071,0.,0.071
26,0.002,0.,0.002,0.087,0.,0.087
27,0.002,0.,0.002,0.169,0.,0.169
28,0.002,0.,0.002,0.083,0.,0.083
29,0.002,0.,0.002,0.108,0.,0.108
30,0.002,0.,0.002,0.094,0.,0.094
31,0.002,0.,0.002,0.101,0.,0.101
32,0.002,0.,0.002,0.128,0.,0.128
33,0.002,0.,0.002,0.129,0.,0.129
34,0.002,0.,0.002,0.131,0.,0.131
35,0.002,0.,0.002,0.141,0.,0.141
36,0.003,0.,0.003,0.153,0.,0.153
37,0.003,0.,0.003,0.159,0.,0.159
38,0.003,0.,0.003,0.166,0.,0.166
39,0.003,0.,0.003,0.17,0.,0.17
40,0.003,0.,0.003,0.186,0.,0.186
41,0.003,0.,0.003,0.182,0.003,0.176
42,0.003,0.,0.003,0.191,0.,0.191
43,0.003,0.,0.003,0.211,0.003,0.207
44,0.003,0.,0.003,0.221,0.,0.221
45,0.003,0.,0.003,0.217,0.,0.217
46,0.003,0.,0.003,0.224,0.003,0.22
47,0.003,0.,0.003,0.242,0.007,0.234
48,0.003,0.,0.003,0.248,0.,0.248
49,0.003,0.,0.003,0.263,0.,0.263
50,0.003,0.,0.003,0.276,0.,0.276
51,0.003,0.,0.003,0.284,0.,0.284
52,0.003,0.,0.003,0.296,0.007,0.288
53,0.004,0.,0.004,0.309,0.004,0.305
54,0.004,0.,0.004,0.339,0.,0.339
55,0.004,0.,0.004,0.367,0.003,0.363
56,0.004,0.,0.004,0.36,0.,0.36
57,0.004,0.,0.004,0.37,0.,0.37
58,0.004,0.,0.004,0.401,0.003,0.397
59,0.004,0.,0.004,0.387,0.007,0.379
