param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.002,0.,0.002
3,0.,0.,0.,0.003,0.003,0.
4,0.,0.,0.,0.005,0.,0.005
5,0.,0.,0.,0.006,0.,0.006
6,0.,0.,0.,0.008,0.,0.008
7,0.,0.,0.,0.01,0.,0.01
8,0.,0.,0.,0.012,0.,0.012
9,0.,0.,0.,0.05,0.007,0.043
10,0.,0.,0.,0.012,0.,0.012
11,0.,0.,0.,0.014,0.,0.014
12,0.,0.,0.,0.017,0.,0.016
13,0.,0.,0.,0.021,0.003,0.017
14,0.,0.,0.,0.022,0.,0.021
15,0.,0.,0.,0.024,0.,0.024
16,0.,0.,0.,0.091,0.,0.091
17,0.,0.,0.,0.031,0.,0.031
18,0.,0.,0.,0.035,0.,0.035
19,0.,0.,0.,0.063,0.,0.063
20,0.,0.,0.,0.042,0.,0.042
21,0.,0.,0.,0.047,0.,0.047
22,0.,0.,0.,0.057,0.,0.057
23,0.,0.,0.,0.064,0.002,0.061
24,0.,0.,0.,0.073,0.,0.073
25,0.,0.,0.,0.068,0.,0.068
26,0.,0.,0.,0.087,0.,0.087
27,0.,0.,0.,0.152,0.,0.152
28,0.,0.,0.,0.102,0.,0.102
29,0.,0.,0.,0.094,0.,0.094
30,0.,0.,0.,0.102,0.003,0.098
31,0.,0.,0.,0.118,0.,0.118
32,0.,0.,0.,0.127,0.,0.127
33,0.001,0.,0.001,0.129,0.,0.129
34,0.,0.,0.,0.139,0.,0.139
35,0.,0.,0.,0.144,0.,0.144
36,0.001,0.,0.001,0.154,0.,0.154
37,0.001,0.,0.001,0.175,0.,0.175
38,0.001,0.,0.001,0.189,0.,0.189
39,0.001,0.,0.001,0.188,0.,0.188
40,0.001,0.,0.001,0.21,0.,0.209
41,0.001,0.,0.001,0.215,0.,0.215
42,0.001,0.,0.001,0.235,0.,0.235
43,0.001,0.,0.001,0.251,0.,0.251
44,0.001,0.,0.001,0.261,0.,0.261
45,0.001,0.,0.001,0.287,0.,0.287
46,0.001,0.,0.001,0.298,0.,0.298
47,0.001,0.,0.001,0.311,0.,0.311
48,0.001,0.,0.001,0.317,0.003,0.313
49,0.001,0.,0.001,0.331,0.,0.331
50,0.001,0.,0.001,0.351,0.,0.351
51,0.001,0.,0.001,0.373,0.,0.372
52,0.001,0.,0.001,0.391,0.,0.39
53,0.001,0.,0.001,0.429,0.,0.428
54,0.001,0.,0.001,0.433,0.,0.433
55,0.001,0.,0.001,0.454,0.003,0.45
56,0.001,0.,0.001,0.484,0.,0.484
57,0.001,0.,0.001,0.526,0.,0.525
58,0.001,0.,0.001,0.54,0.,0.54
59,0.001,0.,0.001,0.557,0.003,0.553
60,0.001,0.,0.001,0.587,0.003,0.583
61,0.002,0.,0.002,0.605,0.,0.605
62,0.001,0.,0.001,0.636,0.007,0.628
63,0.001,0.,0.001,0.654,0.004,0.65
64,0.001,0.,0.001,0.686,0.004,0.682
65,0.001,0.,0.001,0.719,0.,0.719
66,0.002,0.,0.002,0.752,0.003,0.748
67,0.001,0.,0.001,0.787,0.,0.787
68,0.001,0.,0.001,0.821,0.,0.821
69,0.001,0.,0.001,0.876,0.,0.876
70,0.001,0.,0.001,0.882,0.,0.882
71,0.001,0.,0.001,0.926,0.,0.926
72,0.001,0.,0.001,0.945,0.,0.945
73,0.001,0.,0.001,0.981,0.,0.981
74,0.001,0.,0.001,1.019,0.,1.019
75,0.001,0.,0.001,1.06,0.,1.06
76,0.002,0.,0.002,1.099,0.,1.099
77,0.002,0.,0.002,1.161,0.,1.16
78,0.002,0.,0.002,1.213,0.,1.213
79,0.002,0.,0.002,1.247,0.,1.247
80,0.002,0.,0.002,1.291,0.,1.29
81,0.002,0.,0.002,1.39,0.,1.39
82,0.002,0.,0.002,1.37,0.,1.369
83,0.002,0.,0.002,1.425,0.,1.423
84,0.002,0.,0.002,1.466,0.,1.466
85,0.002,0.,0.002,1.531,0.,1.531
86,0.002,0.,0.002,1.6,0.,1.6
87,0.002,0.,0.002,1.647,0.,1.647
88,0.002,0.,0.002,1.688,0.,1.688
89,0.002,0.,0.002,1.752,0.,1.752
90,0.002,0.,0.002,1.794,0.,1.794
91,0.002,0.,0.002,1.85,0.,1.849
92,0.002,0.,0.002,1.922,0.,1.921
93,0.002,0.,0.002,1.993,0.,1.992
94,0.002,0.002,0.,2.055,0.,2.055
95,0.002,0.,0.002,2.116,0.001,2.115
96,0.002,0.,0.002,2.208,0.,2.207
97,0.002,0.,0.002,2.248,0.,2.248
98,0.002,0.,0.002,2.329,0.,2.328
99,0.002,0.,0.002,2.419,0.,2.418
100,0.002,0.,0.002,2.461,0.,2.461
110,0.002,0.,0.002,3.519,0.02,3.499
120,0.003,0.,0.003,4.291,0.003,4.287
130,0.003,0.,0.003,5.526,0.,5.525
140,0.003,0.,0.003,6.926,0.,6.926
150,0.003,0.,0.003,8.65,0.003,8.645
160,0.004,0.,0.004,10.542,0.004,10.535
170,0.004,0.,0.004,12.865,0.,12.864
180,0.004,0.,0.004,15.448,0.,15.446
190,0.004,0.,0.004,18.487,0.003,18.479
200,0.005,0.,0.005,21.813,0.,21.81
