param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-native-compute-compilation-real,cps+native-compute-native-compute-conversion-to-native-code-real,cps+native-compute-native-compute-evaluation-real,cps+native-compute-native-compute-reification-real,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
1,1,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.08517,0.00072,0.00060,0.00005,0.086,0.,0.004,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.013,0.004,0.008
2,1,2,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.06498,0.00035,0.00057,0.00005,0.066,0.,0.003,0.,0.,0.,0.,0.,0.,0.004,0.001,0.003,0.005,0.,0.004,0.038,0.011,0.026
2,2,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.06427,0.00034,0.00058,0.00005,0.065,0.,0.003,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.06,0.007,0.053
3,1,3,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.06428,0.00034,0.00056,0.00005,0.065,0.,0.002,0.,0.,0.,0.,0.,0.,0.011,0.003,0.007,0.012,0.006,0.004,0.052,0.,0.052
3,3,1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.06494,0.00034,0.00084,0.00007,0.066,0.,0.003,0.,0.,0.,0.,0.,0.,0.008,0.003,0.005,0.008,0.004,0.004,0.034,0.,0.034
4,1,4,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.06410,0.00035,0.00081,0.00006,0.065,0.002,0.,0.001,0.001,0.,0.,0.,0.,0.023,0.,0.023,0.023,0.,0.023,0.101,0.,0.1
4,2,2,0.001,0.,0.,0.,0.,0.,0.,0.,0.,0.06795,0.00035,0.00056,0.00006,0.069,0.002,0.,0.001,0.,0.001,0.,0.,0.,0.015,0.007,0.007,0.015,0.002,0.011,0.059,0.,0.059
4,4,1,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.06510,0.00035,0.00056,0.00006,0.066,0.003,0.,0.,0.,0.,0.,0.,0.,0.014,0.,0.014,0.015,0.,0.015,0.132,0.,0.132
5,1,5,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.08734,0.00034,0.00086,0.00007,0.088,0.004,0.,0.001,0.,0.001,0.,0.,0.,0.101,0.011,0.09,0.1,0.028,0.072,0.224,0.02,0.204
5,5,1,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.06580,0.00027,0.00058,0.00007,0.066,0.003,0.,0.001,0.,0.001,0.,0.,0.,0.027,0.,0.027,0.028,0.,0.028,0.168,0.,0.168
6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.,0.173
7,1,7,,,,,,,,,,,,,,,,,,,,,,,0.282,0.015,0.266,0.282,0.031,0.251,0.623,0.024,0.599
7,7,1,,,,,,,,,,,,,,,,,,,,,,,0.075,0.,0.075,0.08,0.,0.08,0.24,0.,0.24
8,1,8,,,,,,,,,,,,,,,,,,,,,,,0.279,0.,0.279,0.28,0.003,0.277,0.813,0.,0.813
8,2,4,,,,,,,,,,,,,,,,,,,,,,,0.113,0.,0.113,0.114,0.,0.113,0.205,0.,0.205
8,4,2,,,,,,,,,,,,,,,,,,,,,,,0.067,0.,0.067,0.069,0.,0.069,0.276,0.,0.276
8,8,1,,,,,,,,,,,,,,,,,,,,,,,0.186,0.,0.186,0.197,0.,0.197,0.335,0.,0.335
9,1,9,,,,,,,,,,,,,,,,,,,,,,,0.499,0.,0.498,0.502,0.003,0.498,1.1,0.,1.1
9,3,3,,,,,,,,,,,,,,,,,,,,,,,0.118,0.,0.118,0.13,0.,0.13,0.311,0.,0.311
9,9,1,,,,,,,,,,,,,,,,,,,,,,,0.236,0.004,0.232,0.247,0.,0.247,0.45,0.,0.45
10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.507,0.003,1.503
10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.622,0.,0.622
11,1,11,,,,,,,,,,,,,,,,,,,,,,,0.944,0.004,0.94,0.947,0.,0.945,,,
11,11,1,,,,,,,,,,,,,,,,,,,,,,,0.304,0.003,0.301,0.334,0.,0.334,,,
12,1,12,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,1.419,0.,1.418,1.408,0.,1.408,,,
12,3,4,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,0.266,0.,0.266,0.266,0.,0.266,0.316,0.,0.316
12,12,1,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,0.399,0.,0.399,0.444,0.,0.444,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.841,0.,3.84
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.451,0.,1.451
15,1,15,,,,,,,,,,,,,,,,,,,,,,,4.543,0.,4.542,4.521,0.011,4.509,,,
15,15,1,,,,,,,,,,,,,,,,,,,,,,,0.833,0.,0.833,0.951,0.,0.951,,,
16,1,16,,,,,,,,,,,,,,,,,0.005,0.004,0.,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,,,,,0.002,0.002,0.,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,,,,,0.002,0.002,0.,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.601,0.008,9.592
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,0.,3.59
18,1,18,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,0.768,0.003,0.764
24,1,24,0.019,0.007,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.008,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,,,,,0.008,0.005,0.003,,,,,,,,,,,,
