param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
0,0.002,0.,0.002,0.002,0.,0.002,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001
1,0.005,0.,0.005,0.004,0.,0.004,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.004,0.,0.004,0.003,0.,0.003
2,0.008,0.001,0.006,0.007,0.001,0.006,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.006,0.,0.005,0.006,0.,0.005
3,0.012,0.002,0.009,0.012,0.002,0.009,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.,0.,0.,0.01,0.002,0.008,0.01,0.001,0.009
4,0.055,0.007,0.048,0.053,0.005,0.047,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.053,0.007,0.046,0.051,0.005,0.045
5,0.016,0.,0.016,0.016,0.,0.016,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.014,0.,0.014,0.014,0.,0.014
6,0.02,0.,0.02,0.021,0.,0.021,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.017,0.,0.017,0.018,0.,0.018
7,0.026,0.,0.026,0.027,0.,0.027,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.023,0.,0.023,0.023,0.,0.023
8,0.032,0.,0.032,0.032,0.,0.032,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.028,0.,0.028,0.028,0.,0.028
9,0.038,0.,0.038,0.038,0.,0.038,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.033,0.,0.033,0.034,0.,0.034
10,0.086,0.006,0.08,0.111,0.011,0.1,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.081,0.006,0.075,0.106,0.011,0.095
11,0.052,0.,0.052,0.053,0.,0.053,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.047,0.,0.047,0.048,0.,0.048
12,0.06,0.,0.06,0.06,0.,0.06,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.002,0.,0.002,0.053,0.,0.053,0.054,0.,0.054
13,0.068,0.,0.068,0.071,0.,0.071,0.003,0.,0.003,0.003,0.,0.003,0.002,0.,0.002,0.003,0.,0.003,0.061,0.,0.061,0.064,0.,0.064
14,0.079,0.,0.078,0.081,0.,0.081,0.004,0.,0.004,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.071,0.,0.071,0.073,0.,0.073
15,0.094,0.,0.094,0.091,0.,0.091,0.005,0.,0.005,0.004,0.,0.004,0.003,0.,0.003,0.003,0.,0.003,0.085,0.,0.085,0.083,0.,0.083
16,0.112,0.,0.112,0.104,0.,0.103,0.01,0.,0.01,0.004,0.,0.004,0.008,0.,0.008,0.003,0.,0.003,0.093,0.,0.093,0.095,0.,0.094
17,0.128,0.,0.128,0.115,0.,0.115,0.005,0.,0.005,0.005,0.,0.005,0.003,0.,0.003,0.004,0.,0.004,0.118,0.,0.118,0.105,0.,0.105
18,0.125,0.,0.125,0.128,0.,0.128,0.005,0.,0.005,0.005,0.,0.005,0.004,0.,0.004,0.005,0.,0.005,0.115,0.,0.115,0.117,0.,0.117
19,0.138,0.,0.137,0.142,0.,0.142,0.006,0.,0.005,0.006,0.,0.006,0.004,0.,0.004,0.004,0.,0.004,0.127,0.,0.126,0.13,0.,0.13
20,0.153,0.,0.152,0.154,0.,0.154,0.007,0.,0.007,0.007,0.,0.007,0.004,0.,0.004,0.004,0.,0.004,0.141,0.,0.141,0.142,0.,0.142
