param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
75,,,,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,
79,,,,0.015,0.003,0.011,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.,0.,0.
86,,,,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,
88,,,,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,
96,,,,0.005,0.,0.005,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,
101,,,,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,
105,,,,0.006,0.,0.006,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,
112,,,,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,
113,,,,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,0.24105,0.00117,0.00087,0.00021,0.244,0.004,0.008,0.06059,0.00033,0.00081,0.00021,0.062,0.003,0.,,,,,,
117,,,,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.
122,,,,0.008,0.,0.008,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,
127,,,,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,
130,,,,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,
138,,,,,,,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,
139,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,0.014,0.,0.014,,,,,,,,,,,,,,,,,,,,
148,,,,0.011,0.,0.01,0.014,0.,0.014,,,,,,,,,,,,,,,,,,,,
153,,,,,,,0.014,0.,0.014,,,,,,,,,,,,,,,,,,,,
156,,,,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,0.015,0.,0.015,,,,,,,,,,,,,,,,,,0.001,0.,0.001
164,,,,,,,0.016,0.,0.016,,,,,,,,,,,,,,,,,,,,
165,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,
173,,,,0.042,0.,0.042,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,0.032,0.,0.032,,,,,,,,,,,,,,,,,,,,
180,,,,,,,0.019,0.,0.019,,,,,,,,,,,,,,,,,,,,
182,,,,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,0.021,0.,0.021,,,,,,,,,,,,,,,,,,,,
190,,,,0.016,0.,0.016,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,
195,,,,,,,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.,0.001
199,,,,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,0.118,0.,0.117,,,,,,,,,,,,,,,,,,,,
206,,,,,,,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,
208,,,,0.019,0.,0.019,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,
216,,,,0.02,0.,0.02,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,
221,,,,,,,0.029,0.,0.029,,,,,,,,,,,,,,,,,,,,
225,,,,0.021,0.,0.021,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,0.028,0.,0.028,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,0.06021,0.00031,0.00104,0.00034,0.062,0.,0.002,0.06085,0.00037,0.00103,0.00033,0.062,0.003,0.,,,,,,
232,,,,,,,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,
233,,,,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,0.044,0.,0.044,,,,,,,,,,,,,,,,,,0.001,0.,0.001
242,,,,0.024,0.,0.024,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,
247,,,,,,,0.047,0.,0.047,,,,,,,,,,,,,,,,,,,,
250,,,,0.026,0.,0.026,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,0.037,0.,0.037,,,,,,,,,,,,,,,,,,,,
258,,,,,,,0.038,0.,0.038,,,,,,,,,,,,,,,,,,,,
259,,,,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,0.042,0.003,0.038,,,,,,,,,,,,,,,,,,,,
268,,,,0.111,0.,0.111,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,
273,,,,,,,0.053,0.,0.053,,,,,,,,,,,,,,,,,,,,
276,,,,0.03,0.,0.03,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
279,,,,,,,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,
284,,,,,,,0.045,0.003,0.041,,,,,,,,,,,,,,,,,,,,
285,,,,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,0.056,0.,0.056,,,,,,,,,,,,,,,,,,,,
292,,,,,,,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,
293,,,,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,
300,,,,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,
302,,,,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,0.064,0.,0.064,,,,,,,,,,,,,,,,,,,,
310,,,,0.037,0.,0.037,0.057,0.,0.057,,,,,,,,,,,,,,,,,,,,
315,,,,,,,0.057,0.003,0.053,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.053,0.,0.053,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,
326,,,,,,,0.061,0.,0.061,,,,,,,,,,,,,,,,,,,,
328,,,,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,
336,,,,0.047,0.,0.047,0.069,0.,0.069,,,,,,,,,,,,,,,,,,,,
341,,,,,,,0.065,0.,0.065,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,0.06023,0.00049,0.00141,0.00045,0.062,0.,0.004,0.06057,0.00033,0.00150,0.00045,0.062,0.003,0.,,,,,,
345,,,,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,0.063,0.,0.063,,,,,,,,,,,,,,,,,,,,
352,,,,,,,0.063,0.,0.063,,,,,,,,,,,,,,,,,,,,
353,,,,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
357,,,,,,,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,
362,,,,0.048,0.,0.048,0.075,0.,0.075,,,,,,,,,,,,,,,,,,,,
367,,,,,,,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,
370,,,,0.051,0.,0.051,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,0.08,0.003,0.076,,,,,,,,,,,,,,,,,,,,
378,,,,,,,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,
379,,,,0.053,0.,0.053,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,
387,,,,0.054,0.,0.054,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,0.078,0.,0.078,,,,,,,,,,,,,,,,,,,,
394,,,,,,,0.087,0.,0.087,,,,,,,,,,,,,,,,,,0.003,0.,0.003
396,,,,0.057,0.,0.057,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,0.099,0.003,0.095,,,,,,,,,,,,,,,,,,,,
404,,,,,,,0.098,0.004,0.094,,,,,,,,,,,,,,,,,,,,
405,,,,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,0.092,0.,0.092,,,,,,,,,,,,,,,,,,,,
413,,,,0.061,0.,0.061,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,0.087,0.,0.087,,,,,,,,,,,,,,,,,,,,
420,,,,,,,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,
422,,,,0.064,0.,0.064,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,0.116,0.,0.116,,,,,,,,,,,,,,,,,,,,
430,,,,0.066,0.,0.066,0.12,0.,0.12,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.007,0.021
435,,,,,,,0.111,0.,0.111,,,,,,,,,,,,,,,,,,,,
439,,,,0.068,0.,0.068,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,0.132,0.003,0.128,,,,,,,,,,,,,,,,,,,,
446,,,,,,,0.129,0.003,0.125,,,,,,,,,,,,,,,,,,,,
447,,,,0.069,0.,0.069,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,,
456,,,,0.071,0.,0.071,,,,0.05995,0.00031,0.00190,0.00058,0.062,0.003,0.001,0.06046,0.00033,0.00197,0.00059,0.063,0.,0.004,,,,,,
458,,,,0.166,0.004,0.161,,,,,,,,,,,,,,,,,,,,,,,
465,,,,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,0.126,0.,0.126,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
473,,,,0.077,0.,0.077,,,,,,,,,,,,,,,,,,,,,,,
482,,,,0.078,0.,0.078,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,0.147,0.003,0.143,,,,,,,,,,,,,,,,,,,,
490,,,,0.085,0.,0.085,,,,,,,,,,,,,,,,,,,,,,,
499,,,,0.084,0.,0.084,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,0.138,0.004,0.134,,,,,,,,,,,,,,,,,,,,
507,,,,0.087,0.,0.087,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
516,,,,0.09,0.,0.09,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,0.157,0.003,0.153,,,,,,,,,,,,,,,,,,,,
525,,,,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,,,,
533,,,,0.097,0.,0.097,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,0.162,0.,0.162,,,,,,,,,,,,,,,,,,,,
542,,,,0.097,0.,0.097,,,,,,,,,,,,,,,,,,,,,,,
550,,,,0.1,0.,0.1,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
559,,,,0.103,0.,0.103,0.187,0.003,0.183,,,,,,,,,,,,,,,,,,,,
567,,,,0.106,0.,0.106,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,0.06189,0.00031,0.00279,0.00073,0.065,0.004,0.001,0.06098,0.00054,0.00265,0.00071,0.065,0.,0.005,,,,,,
576,,,,0.111,0.,0.111,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,0.198,0.,0.198,,,,,,,,,,,,,,,,,,,,
583,,,,,,,0.285,0.003,0.281,,,,,,,,,,,,,,,,,,,,
585,,,,0.115,0.,0.115,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
593,,,,0.119,0.,0.119,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,0.241,0.,0.241,,,,,,,,,,,,,,,,,,,,
602,,,,0.121,0.,0.121,,,,,,,,,,,,,,,,,,,,,,,
610,,,,0.123,0.,0.122,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,0.244,0.,0.244,,,,,,,,,,,,,,,,,,,,
619,,,,0.126,0.,0.126,,,,,,,,,,,,,,,,,,,,,,,
627,,,,0.128,0.,0.128,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,0.,0.088
631,,,,,,,0.237,0.,0.236,,,,,,,,,,,,,,,,,,,,
636,,,,0.131,0.,0.131,,,,,,,,,,,,,,,,,,,,,,,
644,,,,0.133,0.,0.133,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,0.259,0.,0.259,,,,,,,,,,,,,,,,,,,,
653,,,,0.141,0.,0.141,,,,,,,,,,,,,,,,,,,,,,,
662,,,,0.143,0.,0.143,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,0.267,0.,0.267,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
670,,,,0.146,0.,0.146,,,,,,,,,,,,,,,,,,,,,,,
679,,,,0.148,0.,0.148,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,0.06057,0.00023,0.00364,0.00086,0.065,0.003,0.002,0.05946,0.00032,0.00340,0.00084,0.064,0.003,0.002,,,,,,
685,,,,,,,0.305,0.,0.305,,,,,,,,,,,,,,,,,,,,
687,,,,0.153,0.,0.153,,,,,,,,,,,,,,,,,,,,,,,
696,,,,0.158,0.,0.158,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,0.303,0.,0.302,,,,,,,,,,,,,,,,,,,,
704,,,,0.158,0.,0.158,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
713,,,,0.16,0.,0.16,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,0.319,0.011,0.307,,,,,,,,,,,,,,,,,,,,
739,,,,,,,0.343,0.,0.343,,,,,,,,,,,,,,,,,,,,
744,,,,0.176,0.,0.176,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.,0.011
757,,,,,,,0.554,0.,0.554,,,,,,,,,,,,,,,,,,,,
775,,,,0.187,0.,0.187,0.36,0.,0.359,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.,0.012
793,,,,,,,0.357,0.,0.357,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,0.06019,0.00031,0.00397,0.00097,0.065,0.,0.006,0.06097,0.00033,0.00458,0.00097,0.066,0.006,0.,,,,,,
806,,,,0.207,0.,0.207,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,0.402,0.,0.402,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
829,,,,,,,0.456,0.,0.456,,,,,,,,,,,,,,,,,,,,
837,,,,0.216,0.,0.215,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,0.446,0.003,0.442,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
865,,,,,,,0.661,0.003,0.657,,,,,,,,,,,,,,,,,,,,
868,,,,0.231,0.,0.231,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,0.577,0.012,0.565,,,,,,,,,,,,,,,,,,,,
883,,,,,,,0.496,0.,0.496,,,,,,,,,,,,,,,,,,,,
898,,,,0.248,0.,0.248,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,0.46,0.,0.46,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.,0.015
911,,,,,,,,,,0.06151,0.00031,0.00581,0.00111,0.068,0.004,0.004,0.06122,0.00033,0.00557,0.00109,0.068,0.,0.008,,,,,,
914,,,,0.312,0.003,0.308,,,,,,,,,,,,,,,,,,,,,,,
929,,,,0.26,0.,0.26,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.,0.044
960,,,,0.279,0.,0.279,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017
991,,,,0.296,0.,0.296,0.656,0.,0.656,,,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018
1022,,,,0.31,0.,0.31,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.06230,0.00031,0.00665,0.00122,0.07,0.003,0.006,0.06113,0.00033,0.00728,0.00122,0.07,0.003,0.006,,,,,,
1053,,,,0.329,0.,0.329,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.,0.02
1081,,,,,,,0.714,0.011,0.702,,,,,,,,,,,,,,,,,,,,
1084,,,,0.355,0.,0.355,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.,0.022
1115,,,,0.367,0.,0.367,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.06113,0.00031,0.00798,0.00136,0.07,0.,0.011,0.06070,0.00033,0.00707,0.00139,0.069,0.003,0.007,,,,0.023,0.,0.023
1146,,,,0.389,0.,0.389,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,0.967,0.015,0.951,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,0.875,0.007,0.867,,,,,,,,,,,,,,,,,,,,
1177,,,,0.408,0.,0.408,,,,,,,,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.,0.024
1208,,,,0.427,0.,0.427,,,,,,,,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.,0.026
1239,,,,0.442,0.,0.442,,,,,,,,,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.06151,0.00031,0.10149,0.00150,0.164,0.,0.105,0.06194,0.00033,0.00989,0.00149,0.073,0.004,0.009,,,,,,
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.,0.028
1261,,,,,,,1.015,0.,1.015,,,,,,,,,,,,,,,,,,,,
1269,,,,0.466,0.003,0.462,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.003,0.039
1300,,,,0.481,0.,0.481,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,0.51,0.003,0.506,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1351,,,,,,,1.333,0.,1.332,,,,,,,,,,,,,,,,,,,,
1362,,,,0.538,0.,0.538,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.06180,0.00031,0.01019,0.00157,0.074,0.,0.014,0.06140,0.00033,0.01095,0.00164,0.074,0.,0.014,,,,,,
1370,,,,0.647,0.,0.647,,,,,,,,,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.,0.032
1393,,,,0.549,0.,0.549,,,,,,,,,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.,0.053
1424,,,,0.573,0.,0.573,,,,,,,,,,,,,,,,,,,,,,,
1441,,,,,,,1.289,0.,1.289,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.,0.035
1454,,,,,,,1.389,0.031,1.357,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,,,,0.06102,0.00031,0.01403,0.00171,0.077,0.007,0.01,0.06161,0.00034,0.01145,0.00171,0.075,0.,0.015,,,,,,
1491,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.,0.037
1530,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.,0.039
1531,,,,,,,1.526,0.,1.525,,,,,,,,,,,,,,,,,,,,
1566,,,,0.685,0.,0.685,,,,,,,,,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,0.,0.134
