param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
0,0.005,0.,0.004,0.004,0.,0.004,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.004,0.,0.004,0.003,0.,0.003
1,0.006,0.003,0.002,0.006,0.,0.006,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.005,0.003,0.001,0.005,0.,0.005
2,0.01,0.004,0.006,0.01,0.,0.01,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.008,0.004,0.004,0.008,0.,0.008
3,0.017,0.004,0.012,0.017,0.002,0.014,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.001,0.,0.014,0.004,0.01,0.014,0.,0.014
4,0.021,0.004,0.017,0.021,0.013,0.007,0.001,0.,0.,0.001,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.018,0.003,0.015,0.018,0.012,0.005
5,0.061,0.019,0.041,0.061,0.007,0.053,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.058,0.019,0.038,0.058,0.007,0.05
6,0.025,0.,0.025,0.025,0.,0.025,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.022,0.,0.022,0.022,0.,0.022
7,0.032,0.,0.032,0.032,0.,0.032,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.028,0.,0.028,0.028,0.,0.028
8,0.097,0.,0.096,0.097,0.,0.097,0.001,0.,0.001,0.06,0.,0.06,0.002,0.,0.002,0.002,0.,0.002,0.092,0.,0.092,0.034,0.,0.034
9,0.045,0.,0.045,0.046,0.,0.046,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.041,0.,0.041,0.041,0.,0.041
10,0.105,0.024,0.081,0.106,0.016,0.089,0.002,0.,0.001,0.002,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.1,0.024,0.076,0.101,0.016,0.084
11,0.085,0.,0.085,0.086,0.,0.086,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.079,0.,0.079,0.08,0.,0.08
12,0.073,0.,0.073,0.074,0.,0.074,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.067,0.,0.067,0.067,0.,0.067
13,0.084,0.,0.084,0.085,0.,0.085,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.077,0.,0.077,0.078,0.,0.078
14,0.107,0.,0.107,0.108,0.,0.108,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.1,0.,0.1,0.099,0.,0.099
15,0.182,0.,0.182,0.183,0.,0.183,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.173,0.,0.173,0.174,0.,0.174
16,0.144,0.003,0.14,0.145,0.,0.145,0.004,0.003,0.,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.134,0.,0.134,0.135,0.,0.135
17,0.142,0.,0.142,0.139,0.,0.139,0.005,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.131,0.,0.131,0.129,0.,0.129
18,0.168,0.,0.168,0.169,0.,0.169,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.158,0.,0.158,0.158,0.,0.158
19,0.172,0.003,0.168,0.174,0.,0.174,0.005,0.003,0.001,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.161,0.,0.161,0.163,0.,0.163
20,0.274,0.,0.274,0.28,0.,0.279,0.005,0.,0.005,0.005,0.,0.005,0.029,0.,0.029,0.027,0.,0.027,0.239,0.,0.239,0.246,0.,0.246
21,0.213,0.,0.213,0.213,0.,0.213,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.006,0.,0.006,0.199,0.,0.199,0.2,0.,0.2
22,0.232,0.,0.232,0.234,0.,0.234,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.007,0.,0.007,0.218,0.,0.218,0.22,0.,0.22
23,0.254,0.,0.254,0.257,0.,0.257,0.007,0.,0.007,0.007,0.,0.007,0.007,0.,0.007,0.007,0.,0.007,0.24,0.,0.24,0.242,0.,0.242
24,0.281,0.,0.281,0.283,0.,0.283,0.007,0.,0.007,0.007,0.,0.007,0.007,0.,0.007,0.008,0.,0.008,0.266,0.,0.266,0.267,0.,0.267
25,0.307,0.,0.307,0.308,0.,0.308,0.008,0.,0.008,0.007,0.,0.007,0.009,0.,0.009,0.008,0.,0.008,0.289,0.,0.289,0.291,0.,0.291
30,0.563,0.,0.562,0.56,0.,0.56,0.01,0.,0.01,0.032,0.,0.032,0.033,0.,0.033,0.01,0.,0.01,0.518,0.,0.518,0.517,0.,0.517
35,0.676,0.,0.674,0.664,0.,0.664,0.015,0.,0.015,0.014,0.,0.014,0.013,0.,0.013,0.014,0.,0.014,0.647,0.,0.645,0.635,0.,0.635
40,0.905,0.,0.905,0.915,0.003,0.911,0.017,0.,0.017,0.018,0.,0.018,0.016,0.,0.016,0.016,0.,0.016,0.87,0.,0.87,0.88,0.003,0.876
45,1.269,0.003,1.265,1.248,0.,1.247,0.023,0.,0.023,0.023,0.,0.023,0.019,0.,0.019,0.019,0.,0.019,1.226,0.003,1.222,1.204,0.,1.204
50,1.591,0.,1.591,1.658,0.,1.658,0.026,0.,0.026,0.029,0.,0.029,0.023,0.,0.023,0.022,0.,0.022,1.54,0.,1.54,1.605,0.,1.605
