param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.001,0.001,0.
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.,0.003
5,0.,0.,0.,0.003,0.,0.003
6,0.,0.,0.,0.004,0.,0.004
7,0.,0.,0.,0.005,0.,0.005
8,0.,0.,0.,0.007,0.006,0.
9,0.,0.,0.,0.008,0.,0.008
10,0.,0.,0.,0.009,0.,0.009
11,0.,0.,0.,0.049,0.005,0.043
12,0.,0.,0.,0.011,0.,0.011
13,0.,0.,0.,0.012,0.,0.012
14,0.,0.,0.,0.014,0.,0.014
15,0.,0.,0.,0.017,0.,0.017
16,0.,0.,0.,0.018,0.,0.018
17,0.,0.,0.,0.02,0.,0.02
18,0.,0.,0.,0.026,0.,0.026
19,0.,0.,0.,0.025,0.,0.025
20,0.,0.,0.,0.029,0.,0.029
21,0.,0.,0.,0.031,0.,0.031
22,0.,0.,0.,0.038,0.,0.038
23,0.,0.,0.,0.039,0.,0.039
24,0.,0.,0.,0.041,0.,0.041
25,0.,0.,0.,0.05,0.,0.05
26,0.,0.,0.,0.052,0.,0.052
27,0.,0.,0.,0.058,0.,0.058
28,0.,0.,0.,0.061,0.,0.061
29,0.,0.,0.,0.068,0.,0.068
30,0.,0.,0.,0.071,0.,0.071
31,0.,0.,0.,0.079,0.,0.079
32,0.,0.,0.,0.082,0.,0.082
33,0.,0.,0.,0.093,0.001,0.091
34,0.,0.,0.,0.099,0.,0.099
35,0.,0.,0.,0.104,0.,0.104
36,0.,0.,0.,0.114,0.,0.114
37,0.,0.,0.,0.119,0.,0.119
38,0.,0.,0.,0.133,0.,0.132
39,0.,0.,0.,0.143,0.,0.143
40,0.,0.,0.,0.155,0.,0.153
41,0.,0.,0.,0.168,0.,0.168
42,0.,0.,0.,0.17,0.,0.17
43,0.,0.,0.,0.18,0.,0.18
44,0.,0.,0.,0.19,0.,0.19
45,0.,0.,0.,0.208,0.,0.208
46,0.,0.,0.,0.213,0.,0.212
47,0.,0.,0.,0.226,0.,0.225
48,0.,0.,0.,0.241,0.,0.241
49,0.,0.,0.,0.256,0.,0.256
50,0.,0.,0.,0.269,0.,0.269
51,0.,0.,0.,0.283,0.,0.283
52,0.,0.,0.,0.301,0.,0.301
53,0.,0.,0.,0.319,0.001,0.317
54,0.,0.,0.,0.337,0.,0.336
55,0.,0.,0.,0.37,0.001,0.369
56,0.,0.,0.,0.387,0.,0.386
57,0.001,0.,0.001,0.4,0.,0.399
58,0.001,0.,0.,0.419,0.,0.418
59,0.001,0.,0.001,0.45,0.,0.449
60,0.001,0.,0.001,0.462,0.,0.462
61,0.001,0.,0.001,0.478,0.,0.477
62,0.001,0.,0.001,0.501,0.002,0.499
63,0.001,0.,0.001,0.528,0.001,0.526
64,0.001,0.,0.001,0.552,0.,0.552
65,0.001,0.,0.001,0.576,0.,0.576
66,0.001,0.,0.001,0.603,0.,0.603
67,0.001,0.,0.001,0.634,0.,0.634
68,0.001,0.,0.001,0.668,0.,0.668
69,0.001,0.,0.001,0.708,0.,0.708
70,0.001,0.,0.001,0.741,0.,0.741
71,0.001,0.,0.001,0.772,0.,0.772
72,0.001,0.,0.001,0.801,0.,0.801
73,0.001,0.,0.001,0.823,0.001,0.821
74,0.001,0.,0.001,0.858,0.,0.858
75,0.001,0.,0.001,0.893,0.,0.892
76,0.001,0.,0.001,0.933,0.002,0.93
77,0.001,0.,0.001,0.969,0.,0.969
78,0.001,0.,0.001,1.01,0.,1.01
79,0.001,0.,0.001,1.04,0.,1.04
80,0.001,0.,0.001,1.077,0.,1.077
81,0.001,0.,0.001,1.162,0.,1.162
82,0.001,0.,0.001,1.177,0.,1.175
83,0.001,0.,0.001,1.228,0.,1.228
84,0.001,0.,0.001,1.268,0.,1.268
85,0.001,0.,0.001,1.324,0.,1.324
86,0.001,0.,0.,1.377,0.,1.377
87,0.001,0.,0.001,1.437,0.,1.437
88,0.001,0.,0.001,1.507,0.,1.506
89,0.001,0.,0.001,1.564,0.,1.564
90,0.001,0.,0.001,1.596,0.,1.596
91,0.001,0.,0.001,1.688,0.,1.688
92,0.001,0.,0.001,1.707,0.,1.706
93,0.001,0.,0.001,1.771,0.,1.771
94,0.001,0.,0.001,1.834,0.,1.834
95,0.001,0.,0.001,1.927,0.,1.927
96,0.001,0.,0.001,1.991,0.,1.991
97,0.001,0.,0.001,2.033,0.,2.033
98,0.001,0.,0.001,2.106,0.,2.106
99,0.001,0.,0.001,2.174,0.,2.174
100,0.001,0.,0.,2.241,0.,2.24
110,0.001,0.,0.001,3.096,0.017,3.078
120,0.001,0.,0.001,4.056,0.,4.054
130,0.002,0.,0.002,5.285,0.003,5.282
140,0.002,0.,0.002,6.916,0.002,6.912
150,0.002,0.,0.002,8.514,0.,8.512
160,0.002,0.,0.002,10.55,0.,10.549
170,0.002,0.,0.002,13.544,0.004,13.539
180,0.002,0.,0.002,16.267,0.001,16.265
190,0.002,0.,0.002,20.101,0.003,20.097
200,0.003,0.,0.003,23.786,0.001,23.784
