param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.001,0.,0.001
3,0.,0.,0.,0.002,0.,0.002
4,0.,0.,0.,0.003,0.,0.003
5,0.,0.,0.,0.004,0.,0.004
6,0.,0.,0.,0.005,0.,0.005
7,0.,0.,0.,0.007,0.,0.007
8,0.,0.,0.,0.008,0.,0.008
9,0.,0.,0.,0.009,0.,0.009
10,0.,0.,0.,0.05,0.002,0.047
11,0.,0.,0.,0.011,0.,0.011
12,0.,0.,0.,0.012,0.,0.012
13,0.,0.,0.,0.014,0.,0.014
14,0.,0.,0.,0.017,0.,0.017
15,0.,0.,0.,0.018,0.,0.018
16,0.,0.,0.,0.021,0.,0.021
17,0.,0.,0.,0.025,0.,0.025
18,0.,0.,0.,0.026,0.,0.026
19,0.,0.,0.,0.029,0.,0.028
20,0.,0.,0.,0.033,0.,0.033
21,0.,0.,0.,0.035,0.,0.035
22,0.,0.,0.,0.039,0.,0.039
23,0.,0.,0.,0.045,0.,0.045
24,0.,0.,0.,0.048,0.,0.048
25,0.,0.,0.,0.055,0.,0.055
26,0.,0.,0.,0.058,0.,0.058
27,0.,0.,0.,0.065,0.,0.065
28,0.,0.,0.,0.067,0.,0.067
29,0.,0.,0.,0.075,0.,0.075
30,0.,0.,0.,0.08,0.001,0.079
31,0.,0.,0.,0.085,0.,0.085
32,0.,0.,0.,0.097,0.,0.096
33,0.,0.,0.,0.102,0.,0.102
34,0.,0.,0.,0.106,0.,0.106
35,0.,0.,0.,0.115,0.,0.114
36,0.,0.,0.,0.124,0.001,0.123
37,0.,0.,0.,0.132,0.,0.132
38,0.,0.,0.,0.139,0.,0.139
39,0.,0.,0.,0.151,0.,0.151
40,0.,0.,0.,0.164,0.,0.164
41,0.,0.,0.,0.181,0.,0.181
42,0.,0.,0.,0.183,0.,0.183
43,0.,0.,0.,0.198,0.,0.198
44,0.,0.,0.,0.203,0.,0.202
45,0.,0.,0.,0.215,0.,0.215
46,0.,0.,0.,0.228,0.,0.228
47,0.,0.,0.,0.243,0.,0.243
48,0.,0.,0.,0.258,0.001,0.256
49,0.,0.,0.,0.273,0.001,0.272
50,0.,0.,0.,0.288,0.,0.287
51,0.001,0.,0.001,0.303,0.,0.302
52,0.001,0.,0.001,0.331,0.,0.33
53,0.001,0.,0.001,0.349,0.001,0.348
54,0.001,0.,0.001,0.363,0.,0.362
55,0.001,0.,0.001,0.388,0.,0.388
56,0.001,0.,0.001,0.406,0.,0.406
57,0.001,0.,0.001,0.423,0.,0.423
58,0.001,0.,0.001,0.435,0.002,0.432
59,0.001,0.,0.001,0.45,0.,0.45
60,0.001,0.,0.001,0.472,0.,0.471
61,0.001,0.,0.001,0.498,0.,0.498
62,0.001,0.,0.001,0.524,0.,0.523
63,0.001,0.,0.,0.549,0.,0.549
64,0.001,0.,0.001,0.579,0.,0.579
65,0.001,0.,0.001,0.606,0.,0.605
66,0.001,0.,0.001,0.642,0.,0.642
67,0.001,0.,0.001,0.671,0.,0.671
68,0.001,0.,0.001,0.699,0.,0.699
69,0.001,0.,0.001,0.736,0.,0.736
70,0.001,0.,0.001,0.749,0.001,0.746
71,0.001,0.,0.001,0.779,0.,0.779
72,0.001,0.,0.001,0.813,0.,0.812
73,0.001,0.,0.,0.847,0.001,0.846
74,0.001,0.,0.001,0.885,0.,0.885
75,0.001,0.,0.001,0.923,0.,0.923
76,0.001,0.,0.001,0.977,0.,0.977
77,0.001,0.,0.001,1.021,0.,1.021
78,0.001,0.,0.001,1.066,0.,1.066
79,0.001,0.,0.001,1.084,0.,1.083
80,0.001,0.,0.001,1.125,0.,1.124
81,0.001,0.,0.001,1.159,0.,1.159
82,0.001,0.,0.001,1.21,0.,1.21
83,0.001,0.,0.001,1.258,0.,1.257
84,0.001,0.,0.001,1.317,0.,1.317
85,0.001,0.,0.001,1.378,0.,1.378
86,0.001,0.,0.001,1.428,0.,1.427
87,0.001,0.,0.001,1.469,0.,1.469
88,0.001,0.,0.001,1.504,0.,1.504
89,0.001,0.,0.001,1.571,0.,1.571
90,0.001,0.,0.001,1.62,0.,1.62
91,0.001,0.,0.001,1.696,0.,1.696
92,0.001,0.,0.001,1.769,0.,1.769
93,0.001,0.,0.001,1.813,0.,1.812
94,0.001,0.,0.001,1.875,0.,1.875
95,0.001,0.,0.001,1.922,0.005,1.914
96,0.001,0.,0.001,1.983,0.,1.982
97,0.001,0.,0.001,2.08,0.,2.08
98,0.001,0.,0.001,2.145,0.,2.145
99,0.001,0.,0.001,2.199,0.,2.199
100,0.001,0.,0.001,2.258,0.,2.258
110,0.001,0.,0.001,3.13,0.013,3.116
120,0.002,0.,0.002,4.073,0.004,4.068
130,0.002,0.,0.002,5.317,0.001,5.315
140,0.002,0.,0.002,6.858,0.005,6.852
150,0.002,0.,0.002,8.635,0.002,8.632
160,0.002,0.,0.002,10.883,0.001,10.88
170,0.002,0.,0.002,13.284,0.003,13.279
180,0.003,0.,0.003,16.29,0.,16.289
190,0.003,0.,0.003,19.724,0.,19.722
200,0.003,0.,0.003,23.759,0.,23.757
