param-n,fast-rewrite-regression-cubic-real,fast-rewrite-regression-cubic-sys,fast-rewrite-regression-cubic-user,pose-build-and-refine-regression-cubic-real,pose-build-and-refine-regression-cubic-sys,pose-build-and-refine-regression-cubic-user,refine-regression-quadratic-regression-linear-real,refine-regression-quadratic-regression-linear-sys,refine-regression-quadratic-regression-linear-user
97,0.015,0.,0.015,0.015,0.,0.015,0.001,0.,0.001
98,0.016,0.,0.016,0.016,0.,0.016,0.001,0.,0.001
99,0.026,0.,0.026,0.026,0.,0.026,0.001,0.,0.001
100,0.023,0.016,0.006,0.023,0.016,0.006,0.001,0.,0.001
110,0.018,0.,0.018,0.018,0.,0.018,0.001,0.,0.001
120,0.021,0.,0.021,0.021,0.,0.021,0.001,0.,0.001
130,0.022,0.,0.022,0.022,0.,0.022,0.001,0.,0.001
140,0.034,0.,0.034,0.034,0.,0.034,0.002,0.,0.002
150,0.037,0.028,0.008,0.037,0.028,0.008,0.002,0.,0.002
160,0.038,0.,0.038,0.038,0.,0.038,0.002,0.,0.002
170,0.042,0.,0.042,0.042,0.,0.042,0.002,0.,0.002
180,0.045,0.,0.045,0.045,0.,0.045,0.003,0.,0.003
190,0.067,0.004,0.06,0.067,0.004,0.06,0.019,0.,0.017
200,0.105,0.004,0.1,0.105,0.004,0.1,0.003,0.,0.003
210,0.052,0.,0.052,0.052,0.,0.052,0.003,0.,0.003
220,0.062,0.,0.062,0.062,0.,0.062,0.002,0.,0.002
230,0.06,0.,0.06,0.06,0.,0.06,0.003,0.,0.003
240,0.071,0.,0.071,0.071,0.,0.071,0.003,0.,0.003
250,0.072,0.,0.072,0.072,0.,0.072,0.003,0.,0.003
260,0.072,0.,0.072,0.072,0.,0.072,0.004,0.,0.004
270,0.089,0.,0.089,0.089,0.,0.089,0.017,0.,0.017
280,0.076,0.,0.076,0.076,0.,0.076,0.004,0.,0.004
290,0.088,0.003,0.084,0.088,0.003,0.084,0.004,0.,0.004
300,0.095,0.,0.095,0.095,0.,0.095,0.019,0.,0.019
310,0.102,0.,0.102,0.102,0.,0.102,0.005,0.,0.005
320,0.105,0.,0.105,0.105,0.,0.105,0.004,0.,0.004
330,0.114,0.,0.114,0.114,0.,0.114,0.004,0.,0.004
340,0.115,0.007,0.107,0.115,0.007,0.107,0.004,0.,0.004
350,0.121,0.,0.121,0.121,0.,0.121,0.004,0.,0.004
360,0.133,0.,0.132,0.133,0.,0.132,0.005,0.,0.005
370,0.124,0.,0.124,0.124,0.,0.124,0.012,0.,0.012
380,0.13,0.,0.13,0.13,0.,0.13,0.004,0.,0.004
390,0.148,0.,0.147,0.147,0.,0.147,0.005,0.,0.005
400,0.163,0.,0.163,0.163,0.,0.163,0.006,0.,0.006
410,0.141,0.,0.141,0.141,0.,0.141,0.005,0.,0.005
420,0.178,0.,0.178,0.178,0.,0.178,0.005,0.,0.005
430,0.166,0.,0.166,0.166,0.,0.166,0.006,0.,0.006
440,0.168,0.,0.168,0.168,0.,0.168,0.007,0.,0.007
450,0.171,0.,0.171,0.171,0.,0.171,0.006,0.,0.006
460,0.17,0.,0.17,0.17,0.,0.17,0.006,0.,0.006
470,0.191,0.,0.191,0.191,0.,0.191,0.006,0.,0.006
480,0.204,0.,0.204,0.204,0.,0.204,0.006,0.,0.006
490,0.195,0.,0.195,0.195,0.,0.195,0.007,0.,0.007
500,0.202,0.003,0.198,0.202,0.003,0.198,0.008,0.,0.008
510,0.206,0.,0.206,0.206,0.,0.206,0.008,0.,0.008
520,0.209,0.003,0.205,0.209,0.003,0.205,0.007,0.,0.007
530,0.223,0.,0.223,0.223,0.,0.223,0.008,0.,0.008
540,0.239,0.,0.239,0.239,0.,0.239,0.012,0.,0.012
550,0.261,0.,0.261,0.261,0.,0.261,0.007,0.,0.007
560,0.284,0.,0.284,0.284,0.,0.284,0.008,0.,0.008
570,0.326,0.,0.325,0.326,0.,0.325,0.037,0.,0.037
580,0.279,0.,0.279,0.279,0.,0.279,0.008,0.,0.008
590,0.284,0.007,0.276,0.284,0.007,0.276,0.009,0.,0.009
600,0.304,0.,0.304,0.304,0.,0.304,0.007,0.,0.007
610,0.316,0.007,0.308,0.316,0.007,0.308,0.01,0.,0.01
620,0.292,0.008,0.284,0.292,0.008,0.284,0.008,0.,0.008
630,0.293,0.,0.293,0.293,0.,0.293,0.009,0.,0.009
640,0.311,0.003,0.307,0.311,0.003,0.307,0.008,0.,0.008
650,0.329,0.003,0.325,0.329,0.003,0.325,0.009,0.,0.009
660,0.323,0.008,0.314,0.322,0.008,0.314,0.01,0.,0.01
670,0.335,0.,0.335,0.335,0.,0.334,0.009,0.,0.009
680,0.357,0.,0.357,0.357,0.,0.357,0.01,0.,0.01
690,0.343,0.,0.343,0.343,0.,0.342,0.009,0.,0.009
700,0.378,0.,0.378,0.378,0.,0.378,0.009,0.,0.009
710,0.436,0.,0.436,0.436,0.,0.436,0.01,0.,0.01
720,0.422,0.,0.422,0.422,0.,0.422,0.009,0.,0.009
730,0.413,0.,0.413,0.413,0.,0.413,0.01,0.,0.01
740,0.397,0.003,0.393,0.396,0.003,0.392,0.011,0.,0.011
750,0.425,0.,0.425,0.425,0.,0.425,0.01,0.,0.01
760,0.401,0.003,0.397,0.401,0.003,0.397,0.009,0.,0.009
770,0.436,0.003,0.432,0.436,0.003,0.432,0.01,0.,0.01
780,0.441,0.004,0.437,0.441,0.004,0.437,0.011,0.,0.011
790,0.444,0.,0.444,0.444,0.,0.444,0.011,0.,0.011
800,0.435,0.,0.435,0.435,0.,0.435,0.01,0.,0.01
810,0.454,0.,0.454,0.453,0.,0.453,0.011,0.,0.011
820,0.531,0.,0.525,0.531,0.,0.525,0.011,0.,0.011
830,0.568,0.,0.568,0.568,0.,0.568,0.012,0.,0.012
840,0.532,0.,0.532,0.532,0.,0.532,0.012,0.,0.012
850,0.538,0.,0.538,0.538,0.,0.538,0.01,0.,0.01
860,0.49,0.,0.49,0.49,0.,0.49,0.011,0.,0.011
870,0.553,0.,0.553,0.553,0.,0.553,0.018,0.,0.018
880,0.546,0.,0.546,0.546,0.,0.546,0.012,0.,0.012
890,0.552,0.,0.552,0.552,0.,0.552,0.014,0.,0.014
900,0.538,0.,0.538,0.538,0.,0.538,0.011,0.,0.011
910,0.598,0.003,0.594,0.598,0.003,0.594,0.01,0.,0.01
920,0.653,0.,0.653,0.653,0.,0.653,0.012,0.,0.012
930,0.642,0.,0.642,0.642,0.,0.642,0.013,0.,0.013
940,0.706,0.,0.706,0.706,0.,0.706,0.02,0.,0.02
950,0.634,0.,0.634,0.634,0.,0.634,0.015,0.,0.015
960,0.636,0.003,0.632,0.636,0.003,0.632,0.013,0.003,0.009
970,0.665,0.,0.665,0.665,0.,0.665,0.013,0.,0.013
980,0.662,0.,0.662,0.662,0.,0.662,0.014,0.,0.014
990,0.675,0.,0.675,0.675,0.,0.675,0.015,0.,0.015
1000,0.747,0.,0.747,0.747,0.,0.747,0.013,0.,0.013
1100,0.876,0.,0.876,0.876,0.,0.876,0.015,0.,0.015
1200,0.992,0.,0.992,0.992,0.,0.992,0.017,0.,0.017
1300,1.106,0.,1.106,1.106,0.,1.106,0.021,0.,0.021
1400,1.209,0.,1.208,1.209,0.,1.208,0.02,0.,0.02
1500,1.387,0.,1.386,1.387,0.,1.386,0.02,0.,0.02
1600,1.588,0.,1.588,1.588,0.,1.588,0.022,0.,0.022
1700,1.92,0.,1.92,1.92,0.,1.92,0.028,0.,0.028
1800,2.044,0.,2.044,2.044,0.,2.044,0.028,0.,0.028
1900,2.283,0.,2.282,2.283,0.,2.282,0.029,0.,0.029
2000,2.499,0.,2.498,2.498,0.,2.498,0.028,0.,0.028
3000,5.803,0.003,5.799,5.803,0.003,5.799,0.043,0.,0.043
4000,9.675,0.003,9.67,9.675,0.003,9.67,0.065,0.,0.065
5000,15.584,0.003,15.576,15.584,0.003,15.576,0.086,0.,0.086
