param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
1,0.,0.,0.,0.001,0.,0.001
2,0.,0.,0.,0.002,0.002,0.
3,0.,0.,0.,0.003,0.,0.003
4,0.,0.,0.,0.004,0.,0.004
5,0.,0.,0.,0.006,0.,0.006
6,0.,0.,0.,0.007,0.,0.007
7,0.,0.,0.,0.01,0.,0.01
8,0.,0.,0.,0.011,0.,0.011
9,0.,0.,0.,0.052,0.003,0.049
10,0.,0.,0.,0.012,0.,0.012
11,0.,0.,0.,0.014,0.,0.014
12,0.,0.,0.,0.016,0.,0.016
13,0.,0.,0.,0.02,0.,0.02
14,0.,0.,0.,0.022,0.,0.022
15,0.,0.,0.,0.024,0.,0.024
16,0.,0.,0.,0.097,0.,0.097
17,0.,0.,0.,0.034,0.,0.034
18,0.,0.,0.,0.036,0.,0.036
19,0.,0.,0.,0.038,0.,0.038
20,0.,0.,0.,0.058,0.,0.058
21,0.,0.,0.,0.047,0.003,0.044
22,0.,0.,0.,0.051,0.,0.051
23,0.,0.,0.,0.058,0.,0.058
24,0.,0.,0.,0.072,0.,0.072
25,0.,0.,0.,0.069,0.,0.069
26,0.,0.,0.,0.091,0.,0.091
27,0.,0.,0.,0.088,0.,0.088
28,0.,0.,0.,0.087,0.,0.087
29,0.,0.,0.,0.164,0.,0.164
30,0.,0.,0.,0.117,0.,0.117
31,0.,0.,0.,0.108,0.,0.108
32,0.,0.,0.,0.118,0.,0.118
33,0.002,0.,0.002,0.126,0.,0.126
34,0.002,0.,0.002,0.136,0.,0.136
35,0.,0.,0.,0.146,0.,0.146
36,0.,0.,0.,0.155,0.,0.155
37,0.,0.,0.,0.177,0.,0.177
38,0.001,0.,0.001,0.178,0.,0.178
39,0.001,0.,0.001,0.197,0.,0.197
40,0.001,0.,0.001,0.202,0.,0.202
41,0.001,0.,0.001,0.216,0.,0.216
42,0.001,0.,0.001,0.233,0.,0.233
43,0.001,0.,0.001,0.244,0.003,0.241
44,0.001,0.,0.001,0.259,0.,0.259
45,0.001,0.,0.001,0.283,0.,0.283
46,0.001,0.,0.001,0.291,0.,0.291
47,0.001,0.,0.001,0.307,0.,0.307
48,0.001,0.,0.001,0.326,0.,0.326
49,0.001,0.,0.001,0.35,0.,0.35
50,0.001,0.,0.001,0.369,0.,0.368
51,0.001,0.,0.001,0.385,0.003,0.381
52,0.001,0.,0.001,0.41,0.,0.409
53,0.001,0.,0.001,0.413,0.,0.413
54,0.001,0.,0.001,0.433,0.,0.433
55,0.001,0.,0.001,0.474,0.003,0.471
56,0.001,0.,0.001,0.479,0.,0.479
57,0.001,0.,0.001,0.501,0.,0.501
58,0.001,0.,0.001,0.529,0.,0.529
59,0.001,0.,0.001,0.58,0.,0.58
60,0.001,0.,0.001,0.597,0.003,0.593
61,0.001,0.,0.001,0.62,0.,0.62
62,0.001,0.,0.001,0.646,0.,0.646
63,0.001,0.,0.001,0.671,0.,0.671
64,0.001,0.,0.001,0.705,0.,0.705
65,0.001,0.,0.001,0.724,0.,0.724
66,0.001,0.,0.001,0.75,0.,0.749
67,0.001,0.,0.001,0.783,0.,0.783
68,0.001,0.,0.001,0.816,0.,0.816
69,0.001,0.,0.001,0.848,0.,0.848
70,0.001,0.,0.001,0.884,0.,0.884
71,0.002,0.,0.002,0.928,0.003,0.924
72,0.001,0.,0.001,0.974,0.,0.974
73,0.001,0.,0.001,1.005,0.,1.005
74,0.001,0.,0.001,1.046,0.,1.046
75,0.001,0.,0.001,1.075,0.,1.075
76,0.001,0.,0.001,1.159,0.,1.159
77,0.001,0.,0.001,1.156,0.,1.156
78,0.001,0.,0.001,1.213,0.,1.213
79,0.001,0.,0.001,1.284,0.,1.284
80,0.002,0.,0.002,1.292,0.,1.292
81,0.002,0.,0.002,1.358,0.,1.358
82,0.002,0.,0.002,1.438,0.,1.438
83,0.002,0.,0.002,1.448,0.,1.448
84,0.002,0.,0.002,1.484,0.,1.484
85,0.002,0.,0.002,1.532,0.,1.532
86,0.002,0.,0.002,1.626,0.,1.626
87,0.002,0.,0.002,1.697,0.,1.697
88,0.002,0.,0.002,1.772,0.,1.772
89,0.002,0.,0.002,1.795,0.,1.794
90,0.002,0.,0.002,1.833,0.,1.833
91,0.002,0.,0.002,1.886,0.,1.886
92,0.002,0.,0.002,1.966,0.,1.965
93,0.002,0.,0.002,2.006,0.,2.005
94,0.002,0.,0.002,2.093,0.,2.093
95,0.002,0.,0.002,2.189,0.,2.189
96,0.002,0.,0.002,2.209,0.,2.209
97,0.002,0.,0.002,2.271,0.,2.271
98,0.002,0.,0.002,2.365,0.,2.365
99,0.002,0.,0.002,2.427,0.,2.427
100,0.002,0.,0.002,2.52,0.003,2.516
110,0.002,0.,0.002,3.56,0.036,3.523
120,0.002,0.,0.002,4.363,0.003,4.359
130,0.003,0.,0.003,5.614,0.003,5.609
140,0.003,0.,0.003,7.018,0.003,7.014
150,0.003,0.,0.003,8.771,0.007,8.762
160,0.003,0.,0.003,10.802,0.015,10.786
170,0.003,0.,0.003,13.077,0.004,13.072
180,0.004,0.,0.004,15.839,0.,15.838
190,0.004,0.,0.004,18.932,0.,18.931
200,0.004,0.,0.004,22.325,0.007,22.316
