param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
117,,,,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.
122,,,,0.112,0.,0.112,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,
127,,,,,,,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,
130,,,,0.009,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,0.032,0.,0.032,,,,,,,,,,,,,,,,,,,,
138,,,,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,
139,,,,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,0.015,0.003,0.012,,,,,,,,,,,,,,,,,,,,
148,,,,0.011,0.,0.011,0.014,0.,0.014,,,,,,,,,,,,,,,,,,,,
153,,,,,,,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,
156,,,,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,0.016,0.,0.016,,,,,,,,,,,,,,,,,,0.001,0.,0.001
164,,,,,,,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,
165,,,,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,
173,,,,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,0.032,0.,0.032,,,,,,,,,,,,,,,,,,,,
180,,,,,,,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,
182,,,,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,
190,,,,0.016,0.,0.016,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,
195,,,,,,,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.,0.001
199,,,,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,0.029,0.,0.029,,,,,,,,,,,,,,,,,,,,
206,,,,,,,0.029,0.,0.029,,,,,,,,,,,,,,,,,,,,
208,,,,0.019,0.,0.019,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,0.13,0.,0.13,,,,,,,,,,,,,,,,,,,,
216,,,,0.02,0.,0.02,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,
221,,,,,,,0.03,0.,0.03,,,,,,,,,,,,,,,,,,,,
225,,,,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,0.05,0.,0.05,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,0.06246,0.00025,0.00095,0.00039,0.064,0.,0.003,0.06138,0.00027,0.00096,0.00040,0.063,0.,0.003,,,,,,
232,,,,,,,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,
233,,,,0.036,0.,0.036,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,0.032,0.,0.032,,,,,,,,,,,,,,,,,,0.001,0.,0.001
242,,,,0.024,0.,0.024,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,
247,,,,,,,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,
250,,,,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,
258,,,,,,,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,
259,,,,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,
268,,,,0.03,0.,0.03,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,
273,,,,,,,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,
276,,,,0.031,0.,0.031,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
279,,,,,,,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,
284,,,,,,,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,
285,,,,0.137,0.,0.137,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,
292,,,,,,,0.064,0.003,0.061,,,,,,,,,,,,,,,,,,,,
293,,,,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,
300,,,,,,,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,
302,,,,0.054,0.,0.054,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,
310,,,,0.038,0.,0.038,0.064,0.,0.064,,,,,,,,,,,,,,,,,,,,
315,,,,,,,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,0.064,0.,0.064,,,,,,,,,,,,,,,,,,,,
326,,,,,,,0.083,0.003,0.08,,,,,,,,,,,,,,,,,,,,
328,,,,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,0.069,0.,0.069,,,,,,,,,,,,,,,,,,,,
336,,,,0.045,0.,0.045,0.081,0.,0.081,,,,,,,,,,,,,,,,,,,,
341,,,,,,,0.075,0.,0.075,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,0.06168,0.00026,0.00128,0.00055,0.063,0.004,0.,0.06156,0.00027,0.00126,0.00055,0.063,0.,0.004,,,,,,
345,,,,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,
352,,,,,,,0.073,0.003,0.069,,,,,,,,,,,,,,,,,,,,
353,,,,0.047,0.,0.047,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
357,,,,,,,0.073,0.,0.073,,,,,,,,,,,,,,,,,,,,
362,,,,0.049,0.,0.049,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,
367,,,,,,,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,,
370,,,,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,0.079,0.,0.079,,,,,,,,,,,,,,,,,,,,
378,,,,,,,0.082,0.,0.082,,,,,,,,,,,,,,,,,,,,
379,,,,0.053,0.,0.053,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,0.088,0.,0.088,,,,,,,,,,,,,,,,,,,,
387,,,,0.055,0.,0.055,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,
394,,,,,,,0.128,0.,0.128,,,,,,,,,,,,,,,,,,0.004,0.,0.004
396,,,,0.058,0.,0.058,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,0.098,0.,0.098,,,,,,,,,,,,,,,,,,,,
404,,,,,,,0.099,0.,0.099,,,,,,,,,,,,,,,,,,,,
405,,,,0.059,0.,0.059,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,0.091,0.,0.091,,,,,,,,,,,,,,,,,,,,
413,,,,0.061,0.,0.061,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,0.104,0.,0.104,,,,,,,,,,,,,,,,,,,,
420,,,,,,,0.111,0.,0.111,,,,,,,,,,,,,,,,,,,,
422,,,,0.064,0.,0.064,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,
430,,,,0.066,0.,0.066,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.003,0.014
435,,,,,,,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,,
439,,,,0.068,0.,0.068,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,0.104,0.,0.104,,,,,,,,,,,,,,,,,,,,
446,,,,,,,0.12,0.,0.12,,,,,,,,,,,,,,,,,,,,
447,,,,0.07,0.,0.07,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,0.148,0.,0.148,,,,,,,,,,,,,,,,,,,,
456,,,,0.073,0.,0.073,,,,0.06152,0.00026,0.00172,0.00072,0.064,0.,0.004,0.06046,0.00027,0.00167,0.00074,0.063,0.,0.004,,,,,,
458,,,,0.192,0.004,0.188,,,,,,,,,,,,,,,,,,,,,,,
465,,,,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,0.149,0.,0.149,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
473,,,,0.078,0.,0.078,,,,,,,,,,,,,,,,,,,,,,,
482,,,,0.079,0.,0.079,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,0.163,0.,0.163,,,,,,,,,,,,,,,,,,,,
490,,,,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,
499,,,,0.086,0.,0.086,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,0.193,0.003,0.189,,,,,,,,,,,,,,,,,,,,
507,,,,0.089,0.,0.089,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
516,,,,0.09,0.,0.09,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,0.194,0.008,0.186,,,,,,,,,,,,,,,,,,,,
525,,,,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,,,,
533,,,,0.097,0.,0.097,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,0.182,0.,0.182,,,,,,,,,,,,,,,,,,,,
542,,,,0.099,0.,0.099,,,,,,,,,,,,,,,,,,,,,,,
550,,,,0.102,0.003,0.099,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
559,,,,0.105,0.,0.105,0.199,0.003,0.195,,,,,,,,,,,,,,,,,,,,
567,,,,0.107,0.,0.107,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,0.06050,0.00027,0.00220,0.00085,0.063,0.,0.005,0.06113,0.00027,0.01839,0.00088,0.08,0.004,0.016,,,,,,
576,,,,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,0.208,0.,0.208,,,,,,,,,,,,,,,,,,,,
583,,,,,,,0.316,0.,0.316,,,,,,,,,,,,,,,,,,,,
585,,,,0.115,0.,0.115,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
593,,,,0.117,0.,0.117,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,0.224,0.,0.224,,,,,,,,,,,,,,,,,,,,
602,,,,0.121,0.,0.121,,,,,,,,,,,,,,,,,,,,,,,
610,,,,0.125,0.,0.125,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,0.263,0.,0.263,,,,,,,,,,,,,,,,,,,,
619,,,,0.13,0.,0.13,,,,,,,,,,,,,,,,,,,,,,,
627,,,,0.133,0.,0.133,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,0.,0.112
631,,,,,,,0.295,0.,0.295,,,,,,,,,,,,,,,,,,,,
636,,,,0.138,0.,0.138,,,,,,,,,,,,,,,,,,,,,,,
644,,,,0.139,0.,0.139,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,0.253,0.,0.253,,,,,,,,,,,,,,,,,,,,
653,,,,0.143,0.,0.143,,,,,,,,,,,,,,,,,,,,,,,
662,,,,0.145,0.,0.145,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,0.29,0.011,0.278,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
670,,,,0.147,0.,0.147,,,,,,,,,,,,,,,,,,,,,,,
679,,,,0.151,0.,0.151,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,0.06286,0.00025,0.00283,0.00103,0.067,0.,0.006,0.06094,0.00027,0.00284,0.00104,0.065,0.003,0.003,,,,,,
685,,,,,,,0.289,0.,0.289,,,,,,,,,,,,,,,,,,,,
687,,,,0.162,0.,0.162,,,,,,,,,,,,,,,,,,,,,,,
696,,,,0.164,0.,0.164,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,0.336,0.,0.336,,,,,,,,,,,,,,,,,,,,
704,,,,0.167,0.,0.167,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
713,,,,0.171,0.,0.171,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,0.392,0.,0.392,,,,,,,,,,,,,,,,,,,,
739,,,,,,,0.339,0.,0.339,,,,,,,,,,,,,,,,,,,,
744,,,,0.188,0.,0.188,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.,0.011
757,,,,,,,0.376,0.,0.376,,,,,,,,,,,,,,,,,,,,
775,,,,0.198,0.,0.198,0.413,0.,0.413,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.,0.012
793,,,,,,,0.439,0.,0.439,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,0.06020,0.00025,0.00352,0.00120,0.065,0.,0.006,0.06072,0.00027,0.00354,0.00121,0.065,0.002,0.004,,,,,,
806,,,,0.21,0.,0.21,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,0.429,0.,0.429,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
829,,,,,,,0.469,0.,0.469,,,,,,,,,,,,,,,,,,,,
837,,,,0.229,0.,0.229,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,0.492,0.,0.492,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
865,,,,,,,0.491,0.,0.491,,,,,,,,,,,,,,,,,,,,
868,,,,0.245,0.,0.245,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,0.63,0.023,0.606,,,,,,,,,,,,,,,,,,,,
883,,,,,,,0.54,0.,0.54,,,,,,,,,,,,,,,,,,,,
898,,,,0.26,0.,0.26,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,0.52,0.007,0.512,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.,0.015
911,,,,,,,,,,0.06043,0.00025,0.00433,0.00134,0.066,0.,0.006,0.06089,0.00030,0.00435,0.00133,0.067,0.,0.007,,,,,,
914,,,,0.313,0.,0.313,,,,,,,,,,,,,,,,,,,,,,,
929,,,,0.275,0.,0.275,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.,0.036
960,,,,0.294,0.,0.294,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018
991,,,,0.304,0.,0.304,0.661,0.007,0.653,,,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.,0.019
1022,,,,0.321,0.,0.321,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.06087,0.00031,0.00528,0.00151,0.068,0.,0.009,0.06108,0.00026,0.00528,0.00151,0.068,0.,0.008,,,,,,
1053,,,,0.342,0.,0.342,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.,0.02
1081,,,,,,,0.797,0.,0.797,,,,,,,,,,,,,,,,,,,,
1084,,,,0.367,0.,0.367,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.,0.022
1115,,,,0.378,0.,0.378,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.06081,0.00025,0.00640,0.00164,0.069,0.,0.009,0.06147,0.00027,0.00637,0.11643,0.184,0.016,0.108,,,,0.024,0.,0.024
1146,,,,0.4,0.,0.4,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,1.073,0.012,1.061,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,0.963,0.,0.963,,,,,,,,,,,,,,,,,,,,
1177,,,,0.434,0.,0.433,,,,,,,,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
1208,,,,0.453,0.,0.453,,,,,,,,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.,0.026
1239,,,,0.466,0.,0.466,,,,,,,,,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.06476,0.00026,0.00753,0.00181,0.074,0.,0.011,0.06194,0.00027,0.00750,0.00178,0.071,0.,0.011,,,,,,
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.,0.028
1261,,,,,,,1.097,0.,1.097,,,,,,,,,,,,,,,,,,,,
1269,,,,0.49,0.003,0.486,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.,0.043
1300,,,,0.52,0.,0.52,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,0.546,0.,0.546,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,0.,0.031
1351,,,,,,,1.228,0.,1.228,,,,,,,,,,,,,,,,,,,,
1362,,,,0.573,0.004,0.569,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.06290,0.00025,0.00886,0.00192,0.074,0.,0.012,0.06383,0.00028,0.00874,0.00206,0.075,0.002,0.01,,,,,,
1370,,,,0.699,0.,0.699,,,,,,,,,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.,0.034
1393,,,,0.594,0.,0.594,,,,,,,,,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.,0.053
1424,,,,0.617,0.003,0.613,,,,,,,,,,,,,,,,,,,,,,,
1441,,,,,,,1.443,0.,1.443,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.,0.036
1454,,,,,,,1.511,0.031,1.479,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,,,,0.06370,0.00026,0.01022,0.00209,0.076,0.003,0.01,0.06319,0.00028,0.01016,0.00536,0.079,0.003,0.014,,,,,,
1491,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.,0.039
1530,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.,0.04
1531,,,,,,,1.65,0.,1.65,,,,,,,,,,,,,,,,,,,,
1566,,,,0.717,0.,0.717,,,,,,,,,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146,0.,0.146
