param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.113,0.02,0.093,0.114,0.02,0.093,0.002,0.,0.001,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.107,0.019,0.087,0.108,0.019,0.088
11,0.1,0.,0.099,0.098,0.,0.098,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.093,0.,0.093,0.092,0.,0.092
12,0.085,0.,0.085,0.085,0.,0.085,0.002,0.,0.002,0.002,0.,0.002,0.004,0.,0.004,0.004,0.,0.004,0.078,0.,0.078,0.078,0.,0.078
13,0.097,0.,0.097,0.097,0.,0.097,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.089,0.,0.089,0.089,0.,0.089
14,0.121,0.,0.121,0.121,0.,0.121,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.112,0.,0.112,0.113,0.,0.113
15,0.14,0.,0.14,0.14,0.,0.14,0.003,0.,0.003,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.005,0.13,0.,0.13,0.131,0.,0.131
16,0.214,0.,0.214,0.214,0.,0.214,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.205,0.,0.204,0.204,0.,0.204
17,0.181,0.,0.181,0.175,0.,0.175,0.005,0.,0.005,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.169,0.,0.169,0.164,0.,0.164
18,0.18,0.,0.18,0.18,0.,0.18,0.004,0.,0.004,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.169,0.,0.169,0.168,0.,0.168
19,0.196,0.003,0.193,0.197,0.,0.197,0.005,0.,0.005,0.005,0.,0.005,0.006,0.003,0.003,0.006,0.,0.006,0.184,0.,0.184,0.184,0.,0.184
20,0.307,0.,0.307,0.306,0.,0.306,0.005,0.,0.005,0.005,0.,0.005,0.007,0.,0.007,0.007,0.,0.007,0.293,0.,0.293,0.293,0.,0.293
21,0.24,0.,0.24,0.242,0.,0.242,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.007,0.,0.007,0.226,0.,0.226,0.228,0.,0.228
22,0.266,0.,0.264,0.266,0.,0.265,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.008,0.,0.008,0.251,0.,0.249,0.25,0.,0.25
23,0.289,0.,0.289,0.291,0.,0.291,0.007,0.,0.007,0.007,0.,0.007,0.008,0.,0.008,0.008,0.,0.008,0.273,0.,0.273,0.275,0.,0.275
24,0.327,0.,0.327,0.331,0.003,0.328,0.007,0.,0.007,0.007,0.,0.007,0.008,0.,0.008,0.009,0.003,0.005,0.31,0.,0.31,0.314,0.,0.314
25,0.343,0.,0.343,0.345,0.,0.345,0.008,0.,0.008,0.008,0.,0.008,0.009,0.,0.009,0.009,0.,0.009,0.325,0.,0.325,0.327,0.,0.327
30,0.609,0.,0.609,0.625,0.,0.625,0.012,0.,0.012,0.011,0.,0.011,0.011,0.,0.011,0.012,0.,0.012,0.585,0.,0.585,0.601,0.,0.601
35,0.764,0.,0.764,0.768,0.,0.768,0.015,0.,0.015,0.015,0.,0.015,0.014,0.,0.014,0.015,0.,0.015,0.734,0.,0.734,0.738,0.,0.738
40,1.082,0.003,1.078,1.045,0.003,1.041,0.018,0.,0.018,0.019,0.,0.019,0.02,0.,0.02,0.018,0.,0.017,1.042,0.003,1.038,1.007,0.003,1.003
45,1.32,0.,1.32,1.373,0.003,1.369,0.023,0.,0.023,0.023,0.,0.023,0.021,0.,0.021,0.021,0.,0.021,1.275,0.,1.275,1.327,0.003,1.323
50,1.789,0.003,1.785,1.788,0.,1.788,0.028,0.003,0.024,0.028,0.,0.028,0.024,0.,0.024,0.025,0.,0.025,1.735,0.,1.735,1.734,0.,1.734
