param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
3070,,,,,,,,,,0.141,0.,0.052,0.141,0.004,0.046,,,,,,
3098,,,,,,,,,,,,,,,,,,,0.197,0.,0.197
3137,,,,,,,,,,,,,,,,,,,0.201,0.,0.201
3183,,,,,,,,,,0.136,0.004,0.048,0.145,0.,0.055,,,,,,
3241,,,,,,,10.289,0.02,10.267,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,0.224,0.,0.224
3297,,,,,,,,,,0.152,0.003,0.062,0.148,0.003,0.056,,,,,,
3398,,,,,,,,,,,,,,,,,,,0.233,0.,0.233
3410,,,,,,,,,,0.152,0.006,0.058,0.154,0.004,0.061,,,,,,
3416,,,,4.031,0.002,4.028,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.162,0.003,0.065,0.156,0.,0.067,,,,,,
3529,,,,,,,,,,,,,,,,,,,0.261,0.,0.261
3601,,,,,,,12.492,0.049,12.442,,,,,,,,,,,,
3638,,,,,,,,,,0.157,0.006,0.066,0.167,0.007,0.068,,,,,,
3660,,,,,,,,,,,,,,,,,,,0.276,0.,0.276
3674,,,,,,,,,,0.15,0.,0.066,0.236,0.007,0.144,,,,,,
3751,,,,,,,,,,0.173,0.003,0.078,0.165,0.007,0.069,,,,,,
3790,,,,,,,,,,,,,,,,,,,0.302,0.003,0.299
3865,,,,,,,,,,0.176,0.003,0.078,0.167,0.003,0.078,,,,,,
3921,,,,,,,,,,,,,,,,,,,0.316,0.,0.316
3979,,,,,,,,,,0.171,0.007,0.075,0.174,0.008,0.076,,,,,,
3985,,,,6.068,0.013,6.043,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,0.386,0.,0.386
4052,,,,,,,,,,,,,,,,,,,0.347,0.,0.347
4092,,,,,,,,,,0.186,0.003,0.093,0.188,0.003,0.092,,,,,,
4182,,,,,,,,,,,,,,,,,,,0.37,0.,0.37
4206,,,,,,,,,,0.182,0.,0.093,0.187,0.007,0.087,,,,,,
4313,,,,,,,,,,,,,,,,,,,0.985,0.02,0.964
4319,,,,,,,,,,0.184,0.004,0.096,0.193,0.012,0.091,,,,,,
4433,,,,,,,,,,0.194,0.007,0.096,0.198,0.007,0.104,,,,,,
4444,,,,,,,,,,,,,,,,,,,0.402,0.,0.402
4547,,,,,,,,,,0.196,0.003,0.101,0.195,0.003,0.102,,,,,,
4555,,,,7.782,0.,7.781,,,,,,,,,,,,,,,
4574,,,,,,,,,,,,,,,,,,,0.438,0.,0.438
4660,,,,,,,,,,0.206,0.003,0.109,0.199,0.,0.108,,,,,,
4705,,,,,,,,,,,,,,,,,,,0.444,0.,0.444
4774,,,,,,,,,,0.211,0.003,0.111,0.21,0.011,0.106,,,,,,
4836,,,,,,,,,,,,,,,,,,,0.508,0.,0.508
4887,,,,,,,,,,0.212,0.011,0.115,0.214,0.008,0.118,,,,,,
4966,,,,,,,,,,,,,,,,,,,0.542,0.001,0.541
5001,,,,,,,,,,0.208,0.011,0.114,0.221,0.004,0.127,,,,,,
5097,,,,,,,,,,,,,,,,,,,0.546,0.,0.546
5115,,,,,,,,,,0.208,0.007,0.111,0.812,0.054,0.67,,,,,,
5124,,,,9.773,0.,9.762,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.221,0.006,0.119,0.217,0.004,0.124,,,,0.532,0.,0.532
5342,,,,,,,,,,0.225,0.006,0.133,0.24,0.007,0.145,,,,,,
5358,,,,,,,,,,,,,,,,,,,0.575,0.,0.574
5456,,,,,,,,,,0.221,0.004,0.132,0.227,0.003,0.142,,,,,,
5489,,,,,,,,,,,,,,,,,,,0.589,0.,0.589
5569,,,,,,,,,,0.23,0.006,0.139,0.231,0.004,0.145,,,,,,
5620,,,,,,,,,,,,,,,,,,,0.603,0.002,0.601
5683,,,,,,,,,,0.245,0.006,0.151,0.243,0.007,0.149,,,,,,
5693,,,,11.717,0.004,11.712,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,0.64,0.,0.64
5796,,,,,,,,,,0.26,0.007,0.161,0.253,0.004,0.165,,,,,,
5881,,,,,,,,,,,,,,,,,,,0.692,0.,0.692
5910,,,,,,,,,,0.275,0.01,0.163,0.256,0.003,0.163,,,,,,
6012,,,,,,,,,,,,,,,,,,,0.708,0.,0.708
6034,,,,,,,,,,,,,,,,,,,0.707,0.,0.707
6142,,,,,,,,,,,,,,,,,,,0.722,0.,0.722
6221,,,,,,,,,,0.275,0.007,0.184,0.274,0.003,0.185,,,,,,
6273,,,,,,,,,,,,,,,,,,,0.744,0.,0.744
6532,,,,,,,,,,0.278,0.003,0.184,0.294,0.006,0.199,,,,,,
6843,,,,,,,,,,0.314,0.,0.227,0.337,0.014,0.236,,,,,,
6900,,,,,,,,,,,,,,,,,,,0.922,0.,0.922
7154,,,,,,,,,,0.343,0.011,0.237,0.345,0.007,0.245,,,,,,
7346,,,,,,,,,,0.331,0.,0.246,0.345,0.003,0.259,,,,,,
7465,,,,,,,,,,0.362,0.,0.267,0.36,0.006,0.266,,,,,,
7527,,,,,,,,,,,,,,,,,,,1.734,0.012,1.699
7776,,,,,,,,,,0.36,0.003,0.272,0.395,0.011,0.291,,,,,,
8045,,,,,,,,,,,,,,,,,,,1.861,0.052,1.809
8087,,,,,,,,,,0.392,0.007,0.293,0.4,0.007,0.308,,,,,,
8154,,,,,,,,,,,,,,,,,,,1.319,0.,1.319
8398,,,,,,,,,,0.42,0.007,0.328,0.413,0.011,0.314,,,,,,
8709,,,,,,,,,,0.431,0.004,0.341,0.461,0.006,0.367,,,,,,
8781,,,,,,,,,,,,,,,,,,,1.534,0.,1.534
9019,,,,,,,,,,1.068,0.047,0.902,0.501,0.006,0.405,,,,,,
9330,,,,,,,,,,0.508,0.004,0.413,0.504,0.005,0.408,,,,,,
9409,,,,,,,,,,,,,,,,,,,1.734,0.,1.734
9641,,,,,,,,,,0.526,0.004,0.423,0.51,0.009,0.411,,,,,,
9952,,,,,,,,,,0.531,0.006,0.433,0.524,0.007,0.429,,,,,,
10036,,,,,,,,,,,,,,,,,,,1.89,0.,1.89
10056,,,,,,,,,,,,,,,,,,,1.97,0.,1.97
10263,,,,,,,,,,0.56,0.007,0.46,0.566,0.006,0.472,,,,,,
10574,,,,,,,,,,0.602,0.006,0.503,0.582,0.007,0.49,,,,,,
10663,,,,,,,,,,,,,,,,,,,2.192,0.,2.191
10885,,,,,,,,,,0.642,0.011,0.541,0.653,0.004,0.559,,,,,,
11017,,,,,,,,,,0.637,0.004,0.549,0.662,0.004,0.576,,,,,,
11196,,,,,,,,,,0.635,0.002,0.543,0.671,0.002,0.579,,,,,,
11290,,,,,,,,,,,,,,,,,,,3.132,0.004,3.127
11507,,,,,,,,,,0.683,0.002,0.59,1.341,0.027,1.175,,,,,,
11818,,,,,,,,,,0.733,0.004,0.639,0.718,0.004,0.627,,,,,,
11917,,,,,,,,,,,,,,,,,,,2.683,0.003,2.679
12544,,,,,,,,,,,,,,,,,,,3.014,0.,3.014
13000,,,,,,,,,,0.852,0.004,0.76,0.836,0.005,0.742,,,,,,
14181,,,,,,,,,,1.016,0.009,0.914,1.021,0.006,0.926,,,,,,
14689,,,,,,,,,,1.027,0.015,0.926,1.052,0.003,0.96,,,,,,
15052,,,,,,,,,,,,,,,,,,,4.929,0.,4.928
15363,,,,,,,,,,1.137,0.006,1.044,1.178,0.006,1.082,,,,,,
16544,,,,,,,,,,1.252,0.01,1.157,1.583,0.015,1.484,,,,,,
17561,,,,,,,,,,,,,,,,,,,5.896,0.006,5.889
17726,,,,,,,,,,1.822,0.024,1.424,1.458,0.014,1.36,,,,,,
18361,,,,,,,,,,1.516,0.01,1.42,2.166,0.021,2.056,,,,,,
18908,,,,,,,,,,1.788,0.018,1.677,1.694,0.01,1.593,,,,,,
20069,,,,,,,,,,,,,,,,,,,8.315,0.013,8.301
20089,,,,,,,,,,1.812,0.004,1.723,2.087,0.012,1.983,,,,,,
21271,,,,,,,,,,2.473,0.,1.943,2.037,0.007,1.941,,,,,,
22452,,,,,,,,,,2.329,0.004,2.226,2.333,0.004,2.24,,,,,,
22578,,,,,,,,,,,,,,,,,,,10.498,0.008,10.488
23634,,,,,,,,,,3.066,0.016,2.961,2.59,0.004,2.492,,,,,,
25086,,,,,,,,,,,,,,,,,,,12.624,0.008,12.615
28361,,,,,,,,,,3.602,0.01,3.499,4.125,0.015,4.025,,,,,,
33087,,,,,,,,,,4.833,0.004,4.741,5.436,0.018,5.331,,,,,,
37814,,,,,,,,,,6.261,0.005,6.167,6.909,0.019,6.793,,,,,,
42540,,,,,,,,,,8.56,0.035,8.428,7.972,0.011,7.861,,,,,,
47267,,,,,,,,,,10.313,0.041,10.159,10.438,0.013,10.342,,,,,,
