param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
473,473,1,,,,,,,,,,,,,0.29,0.,0.29,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.079,0.003,0.002,0.044,0.,0.044,0.002,0.,0.002,,,,,,,,,
508,1,508,,,,,,,,,,0.081,0.003,0.008,,,,0.002,0.,0.002,,,,,,,,,
508,508,1,,,,,,,,,,0.075,0.,0.006,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,0.775,0.,0.775,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,0.285,0.,0.284,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
538,1,538,3.624,0.,3.624,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,2.231,0.007,2.223,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
544,544,1,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
552,23,24,0.062,0.,0.062,0.,0.,0.,0.001,0.,0.001,0.071,0.003,0.001,,,,0.002,0.,0.002,,,,,,,,,
558,1,558,,,,,,,,,,0.079,0.003,0.002,,,,,,,,,,,,,,,
558,558,1,,,,,,,,,,0.08,0.003,0.003,,,,,,,,,,,,,,,
580,1,580,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
580,580,1,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
588,1,588,,,,0.001,0.,0.001,0.006,0.003,0.002,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.001,0.,0.001,0.001,0.,0.001,0.08,0.,0.005,,,,0.002,0.,0.002,,,,,,,,,
608,1,608,,,,,,,,,,0.08,0.003,0.003,,,,,,,,,,,,,,,
608,608,1,,,,,,,,,,0.078,0.003,0.003,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
616,616,1,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
636,1,636,,,,,,,,,,,,,1.158,0.,1.158,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,0.468,0.,0.467,,,,,,,,,,,,
646,1,646,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.005,0.003,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.001,0.,0.,0.001,0.,0.001,0.079,0.003,0.002,0.06,0.,0.06,0.002,0.,0.002,,,,,,,,,
652,1,652,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
652,652,1,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
658,1,658,,,,,,,,,,0.074,0.004,0.002,,,,,,,,,,,,,,,
658,658,1,,,,,,,,,,0.076,0.,0.007,,,,,,,,,,,,,,,
688,1,688,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
688,688,1,,,,,,,,,,,,,,,,0.003,0.,0.004,,,,,,,,,
702,26,27,,,,0.001,0.,0.001,0.001,0.,0.001,0.072,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
704,1,704,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
708,1,708,,,,,,,,,,0.08,0.004,0.002,,,,,,,,,,,,,,,
708,708,1,,,,,,,,,,0.08,0.003,0.004,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
724,724,1,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
756,27,28,,,,0.001,0.,0.001,0.001,0.,0.001,0.082,0.004,0.002,0.07,0.,0.07,0.003,0.,0.003,,,,,,,,,
759,1,759,,,,,,,,,,0.085,0.003,0.003,,,,,,,,,,,,,,,
759,759,1,,,,,,,,,,0.084,0.,0.008,,,,,,,,,,,,,,,
760,1,760,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
760,760,1,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
762,1,762,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,1.493,0.,1.493,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,0.621,0.,0.621,,,,,,,,,,,,
795,1,795,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
795,795,1,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
798,1,798,,,,,,,,,,,,,1.693,0.,1.693,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,0.823,0.011,0.811,,,,,,,,,,,,
807,1,807,7.936,0.,7.936,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,4.883,0.008,4.857,,,,,,,,,,,,,,,,,,,,,,,,
809,1,809,,,,,,,,,,0.084,0.006,0.001,,,,,,,,,,,,,,,
809,809,1,,,,,,,,,,0.094,0.003,0.016,,,,,,,,,,,,,,,
812,28,29,0.091,0.,0.091,0.001,0.,0.001,0.001,0.,0.001,0.078,0.004,0.002,0.128,0.,0.128,0.002,0.,0.002,,,,,,,,,
821,1,821,,,,0.002,0.,0.002,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
821,821,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
831,1,831,,,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,
831,831,1,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
849,1,849,,,,,,,,,,0.078,0.003,0.003,,,,,,,,,,,,,,,
849,849,1,,,,,,,,,,0.08,0.003,0.003,,,,,,,,,,,,,,,
859,1,859,,,,,,,,,,0.08,0.003,0.003,,,,,,,,,,,,,,,
859,859,1,,,,,,,,,,0.08,0.003,0.004,,,,,,,,,,,,,,,
867,1,867,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
867,867,1,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
870,29,30,,,,0.001,0.,0.001,0.007,0.,0.007,0.082,0.,0.006,0.088,0.,0.088,0.003,0.,0.003,,,,,,,,,
879,1,879,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
879,879,1,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
890,1,890,,,,,,,,,,,,,2.078,0.,2.077,,,,,,,,,,,,
890,890,1,,,,,,,,,,,,,0.974,0.011,0.962,,,,,,,,,,,,
903,1,903,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
903,903,1,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
909,1,909,,,,,,,,,,0.079,0.,0.007,,,,,,,,,,,,,,,
909,909,1,,,,,,,,,,0.08,0.,0.008,,,,,,,,,,,,,,,
930,30,31,,,,0.001,0.,0.001,0.001,0.,0.001,0.081,0.003,0.003,,,,0.003,0.,0.003,,,,,,,,,
937,1,937,,,,0.002,0.,0.002,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
937,937,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
939,1,939,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
939,939,1,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
959,1,959,,,,,,,,,,0.077,0.,0.007,,,,,,,,,,,,,,,
959,959,1,,,,,,,,,,0.08,0.004,0.004,,,,,,,,,,,,,,,
975,1,975,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
975,975,1,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
992,31,32,,,,0.001,0.,0.001,0.001,0.,0.001,0.08,0.003,0.003,0.189,0.,0.189,0.003,0.,0.003,,,,,,,,,
995,1,995,,,,0.007,0.,0.007,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
995,995,1,,,,0.002,0.,0.002,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1009,1,1009,,,,,,,,,,0.077,0.,0.007,,,,,,,,,,,,,,,
1009,1009,1,,,,,,,,,,0.075,0.004,0.005,,,,,,,,,,,,,,,
1011,1,1011,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
1011,1011,1,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1017,1,1017,,,,,,,,,,,,,2.531,0.,2.531,,,,,,,,,,,,
1017,1017,1,,,,,,,,,,,,,1.156,0.012,1.144,,,,,,,,,,,,
1047,1,1047,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,
1047,1047,1,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1053,1,1053,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1053,1053,1,,,,0.003,0.,0.003,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
1056,32,33,0.127,0.,0.127,0.001,0.,0.001,0.002,0.,0.002,0.08,0.003,0.004,,,,0.003,0.,0.003,,,,,,,,,
1060,1,1060,,,,,,,,,,0.082,0.004,0.004,,,,,,,,,,,,,,,
1060,1060,1,,,,,,,,,,0.093,0.008,0.005,,,,,,,,,,,,,,,
1075,1,1075,13.657,0.,13.656,,,,,,,,,,,,,,,,,,,,,,,,
1075,1075,1,8.714,0.031,8.681,,,,,,,,,,,,,,,,,,,,,,,,
1082,1,1082,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1082,1082,1,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1110,1,1110,,,,,,,,,,0.084,0.002,0.005,,,,,,,,,,,,,,,
1110,1110,1,,,,,,,,,,0.079,0.004,0.005,,,,,,,,,,,,,,,
1112,1,1112,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1112,1112,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1118,1,1118,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
1118,1118,1,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1122,33,34,,,,0.001,0.,0.001,0.002,0.,0.002,0.08,0.003,0.004,,,,0.004,0.,0.004,,,,,,,,,
1154,1,1154,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
1154,1154,1,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1160,1,1160,,,,,,,,,,0.083,0.,0.008,,,,,,,,,,,,,,,
1160,1160,1,,,,,,,,,,0.083,0.007,0.002,,,,,,,,,,,,,,,
1170,1,1170,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
1170,1170,1,,,,0.003,0.,0.003,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
1190,1,1190,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
1190,34,35,,,,0.001,0.,0.001,0.002,0.,0.002,0.079,0.004,0.004,,,,0.004,0.,0.004,,,,,,,,,
1190,1190,1,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1210,1,1210,,,,,,,,,,0.076,0.,0.008,,,,,,,,,,,,,,,
1210,1210,1,,,,,,,,,,0.079,0.,0.009,,,,,,,,,,,,,,,
1226,1,1226,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
1226,1226,1,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1228,1,1228,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1228,1228,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1260,1,1260,,,,,,,,,,0.079,0.003,0.005,,,,,,,,,,,,,,,
1260,35,36,,,,0.001,0.,0.001,0.008,0.,0.008,0.081,0.003,0.004,,,,0.004,0.,0.004,,,,,,,,,
1260,1260,1,,,,,,,,,,0.083,0.003,0.007,,,,,,,,,,,,,,,
1262,1,1262,,,,,,,,,,,,,,,,0.004,0.,0.004,,,,,,,,,
1262,1262,1,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
1270,1,1270,,,,,,,,,,0.08,0.,0.007,,,,,,,,,,,,,,,
1270,1270,1,,,,,,,,,,0.08,0.004,0.004,,,,,,,,,,,,,,,
1286,1,1286,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
1286,1286,1,,,,0.003,0.,0.003,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1298,1,1298,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1298,1298,1,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1310,1,1310,,,,,,,,,,0.08,0.003,0.004,,,,,,,,,,,,,,,
1310,1310,1,,,,,,,,,,0.102,0.004,0.023,,,,,,,,,,,,,,,
1332,36,37,,,,0.002,0.,0.002,0.002,0.,0.002,0.08,0.004,0.005,,,,0.005,0.,0.005,,,,,,,,,
1334,1,1334,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1334,1334,1,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1344,1,1344,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
1344,1344,1,,,,0.003,0.002,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1361,1,1361,,,,,,,,,,0.088,0.004,0.005,,,,,,,,,,,,,,,
1361,1361,1,,,,,,,,,,0.088,0.003,0.007,,,,,,,,,,,,,,,
1369,1,1369,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1369,37,37,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1369,1369,1,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1403,1,1403,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
1403,1403,1,,,,0.003,0.,0.003,0.009,0.,0.009,,,,,,,,,,,,,,,,,,
1405,1,1405,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1405,1405,1,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1406,37,38,,,,0.002,0.,0.002,0.002,0.,0.002,0.079,0.003,0.005,,,,0.005,0.,0.005,,,,,,,,,
1411,1,1411,,,,,,,,,,0.084,0.006,0.003,,,,,,,,,,,,,,,
1411,1411,1,,,,,,,,,,0.089,0.005,0.006,,,,,,,,,,,,,,,
1441,1,1441,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1441,1441,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
1461,1,1461,,,,0.008,0.,0.008,0.006,0.,0.006,0.083,0.003,0.006,,,,,,,,,,,,,,,
1461,1461,1,,,,0.003,0.,0.003,0.005,0.,0.005,0.082,0.004,0.007,,,,,,,,,,,,,,,
1477,1,1477,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1477,1477,1,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
1482,38,39,,,,0.002,0.,0.001,0.002,0.,0.002,0.081,0.003,0.005,,,,0.005,0.,0.005,,,,,,,,,
1511,1,1511,,,,,,,,,,0.088,0.,0.014,,,,,,,,,,,,,,,
1511,1511,1,,,,,,,,,,0.088,0.003,0.008,,,,,,,,,,,,,,,
1513,1,1513,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1513,1513,1,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1519,1,1519,,,,0.004,0.,0.004,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
1519,1519,1,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,,,,,,,,,,,,,
1526,1,1526,,,,,,,,,,,,,5.721,0.,5.721,,,,,,,,,,,,
1526,1526,1,,,,,,,,,,,,,2.503,0.044,2.455,,,,,,,,,,,,
1549,1,1549,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1549,1549,1,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
1560,39,40,,,,0.002,0.,0.002,0.003,0.,0.003,0.083,0.004,0.006,0.163,0.,0.163,0.006,0.,0.006,,,,,,,,,
1561,1,1561,,,,,,,,,,0.084,0.004,0.005,,,,,,,,,,,,,,,
1561,1561,1,,,,,,,,,,0.082,0.,0.011,,,,,,,,,,,,,,,
1577,1,1577,,,,0.004,0.,0.004,0.015,0.,0.015,,,,,,,,,,,,,,,,,,
1577,1577,1,,,,0.004,0.,0.004,0.005,0.,0.005,,,,,,,,,,,,,,,,,,
1579,1,1579,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1579,1579,1,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
1585,1,1585,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1585,1585,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1611,1,1611,,,,,,,,,,0.082,0.004,0.005,,,,,,,,,,,,,,,
1611,1611,1,,,,,,,,,,0.084,0.003,0.009,,,,,,,,,,,,,,,
1621,1,1621,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1621,1621,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1635,1,1635,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
1635,1635,1,,,,0.008,0.003,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
1640,40,41,,,,0.002,0.,0.002,0.003,0.,0.003,0.079,0.003,0.005,,,,0.005,0.,0.005,,,,,,,,,
1644,1,1644,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1644,1644,1,,,,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,
1657,1,1657,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1657,1657,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1662,1,1662,,,,,,,,,,0.079,0.003,0.006,,,,,,,,,,,,,,,
1662,1662,1,,,,,,,,,,0.098,0.007,0.016,,,,,,,,,,,,,,,
1692,1,1692,,,,,,,,,,0.082,0.,0.009,,,,,,,,,,,,,,,
1692,1692,1,,,,,,,,,,0.083,0.,0.012,,,,,,,,,,,,,,,
1693,1,1693,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1693,1693,1,,,,,,,,,,,,,,,,0.015,0.,0.015,,,,,,,,,
1694,1,1694,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
1694,1694,1,,,,0.005,0.,0.005,0.009,0.,0.009,,,,,,,,,,,,,,,,,,
1710,1,1710,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,
1710,1710,1,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
1712,1,1712,,,,,,,,,,0.083,0.004,0.006,,,,,,,,,,,,,,,
1712,1712,1,,,,,,,,,,0.085,0.003,0.008,,,,,,,,,,,,,,,
1722,41,42,,,,0.003,0.,0.003,0.003,0.,0.003,0.079,0.,0.009,,,,0.006,0.,0.006,,,,,,,,,
1729,1,1729,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1729,1729,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1752,1,1752,,,,0.005,0.,0.005,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
1752,1752,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
1762,1,1762,,,,,,,,,,0.088,0.003,0.008,,,,,,,,,,,,,,,
1762,1762,1,,,,,,,,,,0.09,0.004,0.008,,,,,,,,,,,,,,,
1765,1,1765,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1765,1765,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1776,1,1776,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1776,1776,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1801,1,1801,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1801,1801,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1806,42,43,,,,0.003,0.,0.003,0.003,0.,0.003,0.084,0.003,0.008,,,,0.007,0.,0.007,,,,,,,,,
1810,1,1810,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
1810,1810,1,,,,0.016,0.,0.016,0.014,0.,0.014,,,,,,,,,,,,,,,,,,
1812,1,1812,,,,,,,,,,0.085,0.004,0.005,,,,,,,,,,,,,,,
1812,1812,1,,,,,,,,,,0.084,0.006,0.007,,,,,,,,,,,,,,,
1837,1,1837,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1837,1837,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1842,1,1842,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,
1842,1842,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1862,1,1862,,,,,,,,,,0.09,0.004,0.012,,,,,,,,,,,,,,,
1862,1862,1,,,,,,,,,,0.089,0.003,0.009,,,,,,,,,,,,,,,
1868,1,1868,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
1868,1868,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
1873,1,1873,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1873,1873,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
1892,43,44,,,,0.002,0.,0.002,0.003,0.,0.003,0.086,0.,0.011,,,,0.006,0.,0.006,,,,,,,,,
1907,1,1907,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,
1907,1907,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
1909,1,1909,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1909,1909,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
1912,1,1912,,,,,,,,,,0.081,0.004,0.005,,,,,,,,,,,,,,,
1912,1912,1,,,,,,,,,,0.086,0.003,0.01,,,,,,,,,,,,,,,
1926,1,1926,,,,0.006,0.,0.006,0.008,0.,0.008,,,,,,,,,,,,,,,,,,
1926,1926,1,,,,0.005,0.,0.005,0.006,0.,0.006,,,,,,,,,,,,,,,,,,
1945,1,1945,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1945,1945,1,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
1963,1,1963,,,,,,,,,,0.081,0.,0.011,,,,,,,,,,,,,,,
1963,1963,1,,,,,,,,,,0.081,0.004,0.009,,,,,,,,,,,,,,,
1973,1,1973,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1973,1973,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
1980,44,45,,,,0.003,0.,0.003,0.01,0.003,0.006,0.082,0.003,0.007,,,,0.007,0.,0.007,,,,,,,,,
1981,1,1981,,,,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,
1981,1981,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
1984,1,1984,,,,0.012,0.,0.012,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
1984,1984,1,,,,0.005,0.,0.005,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
2013,1,2013,,,,,,,,,,0.106,0.006,0.025,,,,,,,,,,,,,,,
2013,2013,1,,,,,,,,,,0.084,0.,0.013,,,,,,,,,,,,,,,
2017,1,2017,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2017,2017,1,,,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,
2034,1,2034,,,,,,,,,,,,,9.719,0.,9.719,,,,,,,,,,,,
2034,2034,1,,,,,,,,,,,,,4.819,0.087,4.731,,,,,,,,,,,,
2039,1,2039,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2039,2039,1,,,,,,,,,,,,,,,,0.011,0.003,0.007,,,,,,,,,
2043,1,2043,,,,0.006,0.,0.006,0.008,0.,0.008,,,,,,,,,,,,,,,,,,
2043,2043,1,,,,0.005,0.,0.005,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
2053,1,2053,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2053,2053,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2063,1,2063,,,,,,,,,,0.083,0.003,0.007,,,,,,,,,,,,,,,
2063,2063,1,,,,,,,,,,0.088,0.003,0.011,,,,,,,,,,,,,,,
2070,45,46,,,,0.003,0.,0.003,0.012,0.,0.012,0.09,0.,0.015,0.249,0.,0.249,0.007,0.,0.007,,,,,,,,,
2089,1,2089,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2089,2089,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2101,1,2101,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
2101,2101,1,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
2105,1,2105,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,
2105,2105,1,,,,,,,,,,,,,,,,0.019,0.,0.019,,,,,,,,,
2113,1,2113,,,,,,,,,,0.082,0.,0.01,,,,,,,,,,,,,,,
2113,2113,1,,,,,,,,,,0.079,0.003,0.01,,,,,,,,,,,,,,,
2125,1,2125,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2125,2125,1,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,
2159,1,2159,,,,0.018,0.,0.018,0.009,0.,0.009,,,,,,,,,,,,,,,,,,
2159,2159,1,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,,,,,,,,,,,,,
2161,1,2161,,,,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,
2161,2161,1,,,,,,,,,,,,,,,,0.025,0.,0.025,,,,,,,,,
2162,46,47,,,,0.003,0.,0.003,0.01,0.003,0.006,0.082,0.003,0.008,,,,0.008,0.,0.008,,,,,,,,,
