param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-native-compute-compilation-real,cps+native-compute-native-compute-conversion-to-native-code-real,cps+native-compute-native-compute-evaluation-real,cps+native-compute-native-compute-reification-real,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.,0.062
7,1,7,,,,,,,,,,,,,,,,,,,,,,,0.192,0.014,0.177,0.192,0.014,0.178,0.266,0.006,0.259
7,7,1,,,,,,,,,,,,,,,,,,,,,,,0.06,0.,0.06,0.065,0.,0.065,0.11,0.,0.109
8,1,8,,,,,,,,,,,,,,,,,,,,,,,0.221,0.,0.221,0.218,0.,0.218,0.371,0.,0.371
8,2,4,,,,,,,,,,,,,,,,,,,,,,,0.142,0.,0.142,0.141,0.,0.141,0.086,0.,0.086
8,4,2,,,,,,,,,,,,,,,,,,,,,,,0.085,0.,0.085,0.086,0.,0.086,0.155,0.,0.155
8,8,1,,,,,,,,,,,,,,,,,,,,,,,0.102,0.,0.102,0.112,0.,0.112,0.196,0.,0.196
9,1,9,,,,,,,,,,,,,,,,,,,,,,,0.348,0.,0.348,0.353,0.,0.352,0.516,0.,0.516
9,3,3,,,,,,,,,,,,,,,,,,,,,,,0.144,0.,0.144,0.149,0.,0.149,0.229,0.,0.229
9,9,1,,,,,,,,,,,,,,,,,,,,,,,0.171,0.,0.171,0.188,0.,0.188,0.242,0.,0.242
10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.754,0.001,0.752
10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,0.,0.315
11,1,11,,,,,,,,,,,,,,,,,,,,,,,0.869,0.,0.869,0.879,0.,0.877,,,
11,11,1,,,,,,,,,,,,,,,,,,,,,,,0.243,0.,0.243,0.274,0.,0.274,,,
12,1,12,0.002,0.001,0.,,,,,,,,,,,,,,,,,,,,1.273,0.,1.272,1.253,0.,1.251,,,
12,3,4,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,0.221,0.,0.221,0.222,0.,0.222,0.132,0.,0.132
12,12,1,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,0.328,0.,0.327,0.359,0.,0.358,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.601,0.,1.6
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.772,0.,0.771
15,1,15,,,,,,,,,,,,,,,,,,,,,,,3.76,0.006,3.754,3.73,0.005,3.722,,,
15,15,1,,,,,,,,,,,,,,,,,,,,,,,0.679,0.001,0.677,0.785,0.,0.785,,,
16,1,16,,,,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.143,0.003,4.138
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.,0.002,1.997
18,1,18,0.003,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,0.332,0.,0.332
24,1,24,0.005,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.003,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,,,,,0.002,0.001,0.001,,,,,,,,,,,,
30,5,6,0.002,0.,0.002,,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
31,1,31,0.007,0.002,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.004,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.046,0.005,0.04,,,,,,,,,,,,,,0.008,0.,0.007,,,,,,,,,,,,
37,37,1,0.004,0.,0.004,,,,,,,,,,,,,,0.004,0.,0.003,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.10693,0.00040,0.00054,0.00016,0.193,0.015,0.072,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.002,0.,0.002,,,,,,,0.10455,0.00019,0.00050,0.00039,0.105,0.001,0.,0.003,0.,0.002,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.10402,0.00022,0.00049,0.00018,0.105,0.,0.002,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,,,,,0.006,0.,0.005,,,,,,,,,,,,
49,1,49,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.014,0.,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.008,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.003,0.,0.003,,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,,,,,0.05,0.001,0.049,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
61,1,61,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
67,1,67,0.021,0.,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
72,8,9,0.004,0.,0.004,,,,,,,0.10117,0.00020,0.00049,0.00042,0.102,0.001,0.,0.004,0.,0.004,0.,0.,0.,,,,,,,,,
74,1,74,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.09988,0.00040,0.00050,0.00026,0.101,0.,0.002,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.10201,0.00021,0.00051,0.00032,0.103,0.,0.002,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,,,,,0.021,0.,0.021,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
80,1,80,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.034,0.,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.016,0.,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,,,,,0.039,0.,0.039,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,,,,
90,9,10,0.005,0.,0.005,,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
92,1,92,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.024,0.,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
104,1,104,0.042,0.,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.085,0.,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.044,0.,0.044,,,,,,,,,,,,,,0.036,0.,0.036,,,,,,,,,,,,
110,10,11,0.006,0.,0.006,,,,,,,0.10182,0.00020,0.00049,0.00051,0.103,0.,0.002,0.006,0.,0.006,0.,0.,0.,,,,,,,,,
110,110,1,0.026,0.,0.026,,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.10152,0.00021,0.00054,0.00033,0.102,0.,0.001,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.10081,0.00019,0.00054,0.00042,0.102,0.001,0.001,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.078,0.,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.029,0.,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,,,,,0.041,0.,0.041,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,,,,,0.021,0.,0.021,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
123,1,123,0.065,0.,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.031,0.,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.062,0.,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,,,,,0.049,0.,0.049,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
132,11,12,0.007,0.,0.007,0.,0.,0.,0.,0.,0.,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
135,1,135,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.048,0.,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,,,,,0.055,0.,0.055,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.10108,0.00019,0.00052,0.00042,0.102,0.002,0.,,,,0.,0.,0.,,,,,,,,,
150,150,1,,,,,,,,,,0.10170,0.00021,0.00052,0.00071,0.103,0.,0.003,,,,0.,0.,0.,,,,,,,,,
151,1,151,,,,,,,,,,,,,,,,,0.06,0.,0.06,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
156,12,13,0.009,0.,0.009,,,,,,,0.09933,0.00028,0.00053,0.00060,0.1,0.,0.002,0.009,0.,0.009,0.,0.,0.,,,,,,,,,
157,1,157,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.109,0.,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,,,,,0.069,0.,0.069,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,,,,,0.038,0.,0.038,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,,,,,0.075,0.,0.075,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,,,,,0.039,0.,0.039,,,,,,,,,,,,
180,1,180,0.1,0.,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.103,0.,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,,,,,0.081,0.,0.081,,,,,,,,,,,,
182,13,14,0.01,0.,0.01,0.,0.,0.,0.,0.,0.,0.09972,0.00019,0.00051,0.00065,0.101,0.,0.002,0.017,0.,0.017,0.,0.,0.,,,,,,,,,
182,182,1,,,,,,,,,,,,,,,,,0.041,0.,0.041,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.09984,0.00019,0.00052,0.00068,0.101,0.,0.002,,,,0.,0.,0.,,,,,,,,,
185,185,1,,,,,,,,,,0.13650,0.00019,0.00051,0.00065,0.138,0.001,0.038,,,,0.,0.,0.,,,,,,,,,
193,1,193,,,,,,,,,,,,,,,,,0.096,0.,0.096,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,,,,,0.06,0.,0.06,,,,,,,,,,,,
202,1,202,0.134,0.,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.092,0.,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,,,,,0.102,0.,0.102,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,,,,,0.118,0.,0.118,,,,,,,,,,,,
210,1,210,0.198,0.012,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.012,0.,0.012,,,,,,,0.09989,0.00019,0.00049,0.00057,0.101,0.,0.002,0.012,0.,0.012,0.,0.,0.,,,,,,,,,
210,210,1,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,,,,,0.109,0.,0.109,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,,,,,0.061,0.,0.061,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.09783,0.00019,0.00053,0.00058,0.099,0.,0.001,,,,0.,0.,0.,,,,,,,,,
221,221,1,,,,,,,,,,0.10072,0.00019,0.00053,0.00078,0.102,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
224,1,224,0.157,0.,0.157,,,,,,,,,,,,,,0.149,0.,0.149,,,,,,,,,,,,
224,224,1,0.105,0.,0.105,,,,,,,,,,,,,,0.066,0.,0.066,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,,,,,0.131,0.,0.131,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,,,,,0.069,0.,0.069,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,,,,,
240,15,16,0.014,0.,0.014,0.,0.,0.,0.,0.,0.,,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,,,,,0.14,0.,0.14,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,,,,,0.072,0.,0.072,,,,,,,,,,,,
247,1,247,0.178,0.,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.111,0.,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,,,,,0.151,0.,0.151,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,,,,,0.072,0.,0.072,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.09999,0.00021,0.00049,0.00071,0.101,0.001,0.001,,,,0.001,0.,0.001,,,,,,,,,
257,257,1,,,,,,,,,,0.10011,0.00019,0.00051,0.00091,0.101,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.228,0.,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.161,0.,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.017,0.,0.017,,,,,,,0.10064,0.00019,0.00054,0.00075,0.102,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
291,1,291,,,,,,,,,,,,,,,,,0.193,0.,0.193,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,,,,,0.116,0.,0.116,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.09806,0.00019,0.00051,0.00080,0.099,0.001,0.001,,,,0.001,0.,0.001,,,,,,,,,
293,293,1,,,,,,,,,,0.09969,0.00019,0.00051,0.00112,0.101,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.001,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.001,0.,0.,,,,,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.09693,0.00018,0.00051,0.00101,0.098,0.,0.003,0.019,0.,0.019,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.09881,0.00020,0.00049,0.00101,0.1,0.001,0.002,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.09698,0.00035,0.00052,0.00120,0.099,0.,0.003,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,,,,,0.239,0.,0.237,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,,,,,0.14,0.,0.14,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.10007,0.00018,0.00052,0.00085,0.101,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.09995,0.00021,0.00053,0.00112,0.101,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
336,1,336,0.325,0.,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.21,0.,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,0.09946,0.00019,0.00063,0.00091,0.101,0.,0.002,0.021,0.,0.021,0.001,0.,0.001,,,,,,,,,
355,1,355,,,,0.001,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,,,,,0.286,0.,0.286,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,,,,,0.205,0.,0.205,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.09843,0.00018,0.00053,0.00099,0.1,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.10005,0.00019,0.00051,0.00132,0.102,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
380,19,20,,,,,,,,,,0.09930,0.00018,0.00052,0.00099,0.101,0.,0.002,0.024,0.,0.024,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,,,,,0.356,0.,0.356,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,,,,,0.058,0.,0.058,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,,,,,0.217,0.001,0.215,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.09918,0.00019,0.00053,0.00102,0.101,0.,0.003,,,,0.039,0.,0.038,,,,,,,,,
401,401,1,,,,,,,,,,0.09789,0.00019,0.00052,0.00135,0.1,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
402,1,402,,,,,,,,,,,,,,,,,0.408,0.013,0.394,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,,,,,0.24,0.,0.24,,,,,,,,,,,,
404,1,404,0.482,0.,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,0.352,0.,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.001,0.,0.001,0.001,0.001,0.,,,,,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.001,0.001,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
414,1,414,0.584,0.,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,0.46,0.,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.026,0.,0.026,0.,0.,0.,0.038,0.002,0.036,0.10174,0.00018,0.00051,0.00109,0.103,0.,0.002,0.038,0.,0.038,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,,,,,0.422,0.,0.422,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,,,,,0.23,0.,0.229,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.11425,0.00019,0.00054,0.00111,0.116,0.,0.016,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.09802,0.00018,0.00054,0.00149,0.1,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
462,21,22,0.029,0.,0.029,0.041,0.002,0.039,0.,0.,0.,0.10051,0.00019,0.00051,0.00121,0.102,0.,0.002,0.03,0.,0.03,0.001,0.,0.001,,,,,,,,,
471,1,471,0.615,0.,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,0.4,0.,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.001,0.001,0.,0.001,0.09994,0.00022,0.00052,0.00120,0.102,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.001,0.,0.001,0.001,0.,0.001,0.09967,0.00018,0.00056,0.00164,0.102,0.,0.003,,,,0.001,0.,0.001,,,,,,,,,
473,1,473,,,,,,,,,,,,,,,,,0.471,0.,0.471,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,,,,,0.255,0.,0.255,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.10029,0.00018,0.00055,0.00146,0.102,0.,0.003,0.034,0.,0.034,0.001,0.,0.001,,,,,,,,,
508,1,508,,,,,,,,,,0.10121,0.00019,0.00054,0.00130,0.103,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
508,508,1,,,,,,,,,,0.09905,0.00019,0.00055,0.00172,0.101,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,,,,,0.539,0.,0.538,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,,,,,0.271,0.,0.271,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,
538,1,538,0.84,0.,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,0.622,0.,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.09974,0.00019,0.00058,0.00140,0.102,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
544,544,1,,,,,,,,,,0.09941,0.00019,0.00055,0.00185,0.102,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
